Frame#,Time,C7_X,C7_Y,C7_Z,CLAV_X,CLAV_Y,CLAV_Z,LANK_X,LANK_Y,LANK_Z,LASI_X,LASI_Y,LASI_Z,LBHD_X,LBHD_Y,LBHD_Z,LELB_X,LELB_Y,LELB_Z,LFHD_X,LFHD_Y,LFHD_Z,LFIN_X,LFIN_Y,LFIN_Z,LFRM_X,LFRM_Y,LFRM_Z,LHEE_X,LHEE_Y,LHEE_Z,LKNE_X,LKNE_Y,LKNE_Z,LPSI_X,LPSI_Y,LPSI_Z,LSHO_X,LSHO_Y,LSHO_Z,LTHI_X,LTHI_Y,LTHI_Z,LTIB_X,LTIB_Y,LTIB_Z,LTOE_X,LTOE_Y,LTOE_Z,LUPA_X,LUPA_Y,LUPA_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,RANK_X,RANK_Y,RANK_Z,RBAK_X,RBAK_Y,RBAK_Z,RBHD_X,RBHD_Y,RBHD_Z,RELB_X,RELB_Y,RELB_Z,RFHD_X,RFHD_Y,RFHD_Z,RFIN_X,RFIN_Y,RFIN_Z,RFRM_X,RFRM_Y,RFRM_Z,RHEE_X,RHEE_Y,RHEE_Z,RKNE_X,RKNE_Y,RKNE_Z,RPSI_X,RPSI_Y,RPSI_Z,RSHO_X,RSHO_Y,RSHO_Z,RTHI_X,RTHI_Y,RTHI_Z,RTIB_X,RTIB_Y,RTIB_Z,RTOE_X,RTOE_Y,RTOE_Z,RUPA_X,RUPA_Y,RUPA_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,STRN_X,STRN_Y,STRN_Z,T10_X,T10_Y,T10_Z
1,0.0,-0.193603,1.37666,-0.00124192,-0.352897,1.29173,0.00537525,-0.21765,0.0945579,0.230373,-0.243636,0.908368,0.180188,-0.286857,1.51782,0.0872688,-0.374058,1.02649,0.283286,-0.405508,1.57118,0.0647932,-0.625814,0.954397,0.103833,-0.475509,0.938867,0.198143,-0.142142,0.0614317,0.174335,-0.416641,0.438254,0.252746,-0.10346,0.923597,0.0569312,-0.265676,1.3573,0.178994,-0.337491,0.61367,0.250719,-0.284286,0.225536,0.257142,-0.382745,0.0657451,0.180913,-0.324013,1.19811,0.268058,-0.526409,0.971756,0.100527,-0.547848,0.919733,0.146592,-0.212018,0.10046,-0.193203,-0.144595,1.24525,-0.123564,-0.273919,1.5174,-0.061304,-0.35619,1.0224,-0.262383,-0.389934,1.56157,-0.0635393,-0.628132,0.924469,-0.102559,-0.418423,0.967569,-0.229027,-0.150199,0.0599375,-0.116113,-0.393401,0.463189,-0.23109,-0.101946,0.916261,-0.00684706,-0.282763,1.35038,-0.172303,-0.279168,0.766368,-0.184197,-0.324874,0.349696,-0.246928,-0.375888,0.0617375,-0.187563,-0.334376,1.11512,-0.252954,-0.524417,0.957465,-0.094733,-0.544191,0.901332,-0.137324,-0.384535,1.13118,0.0133992,-0.130694,1.15456,0.00500491
2,0.00997947,-0.193834,1.37353,-0.00126003,-0.353052,1.28847,0.00530294,-0.217728,0.0945885,0.230372,-0.242761,0.905294,0.179942,-0.286928,1.51474,0.0871325,-0.37621,1.02447,0.283197,-0.405504,1.56832,0.0644849,-0.628336,0.960469,0.101793,-0.479116,0.940282,0.196504,-0.142174,0.0614743,0.174329,-0.418627,0.437095,0.253521,-0.102771,0.920767,0.0566401,-0.266205,1.35432,0.178854,-0.337883,0.611785,0.251203,-0.285379,0.225027,0.257108,-0.382742,0.0657596,0.180944,-0.325064,1.19551,0.268125,-0.528691,0.975663,0.0991893,-0.55154,0.923575,0.14429,-0.212085,0.100456,-0.193183,-0.145002,1.24236,-0.123852,-0.273823,1.51415,-0.0615361,-0.358243,1.02033,-0.262724,-0.389925,1.55857,-0.0639089,-0.631413,0.93194,-0.100876,-0.421482,0.967403,-0.228554,-0.150329,0.0598573,-0.116131,-0.3956,0.461912,-0.232243,-0.101203,0.913408,-0.00713271,-0.283109,1.34742,-0.172241,-0.279014,0.764117,-0.184531,-0.326759,0.348923,-0.248021,-0.375887,0.0616891,-0.187573,-0.335665,1.11272,-0.253315,-0.52681,0.961815,-0.0933637,-0.548425,0.905716,-0.135328,-0.384415,1.12792,0.0132679,-0.130826,1.15163,0.00458811
3,0.0199589,-0.19412,1.37036,-0.00127679,-0.35326,1.28519,0.00522145,-0.217796,0.0946072,0.230362,-0.241896,0.902232,0.179688,-0.287025,1.51163,0.0870108,-0.378371,1.0224,0.283117,-0.405513,1.56544,0.064193,-0.63067,0.966523,0.0997598,-0.482644,0.941675,0.194925,-0.14214,0.0615098,0.174279,-0.420583,0.435878,0.254254,-0.102105,0.917943,0.0563184,-0.266792,1.35135,0.178727,-0.338169,0.609901,0.251529,-0.286166,0.224597,0.257253,-0.382747,0.0657572,0.18097,-0.326215,1.19282,0.268146,-0.530805,0.979482,0.097942,-0.555054,0.927347,0.14209,-0.212145,0.100454,-0.19319,-0.145464,1.23948,-0.124176,-0.273827,1.51089,-0.06173,-0.360379,1.01837,-0.263221,-0.389999,1.55556,-0.0643077,-0.634466,0.939369,-0.0992455,-0.424595,0.967285,-0.228122,-0.150457,0.0597747,-0.116182,-0.397761,0.460598,-0.233475,-0.100457,0.910511,-0.00747402,-0.283513,1.34444,-0.172156,-0.278814,0.761789,-0.184811,-0.328566,0.347859,-0.248595,-0.37588,0.0616454,-0.187582,-0.337092,1.11032,-0.253668,-0.529349,0.966301,-0.0927731,-0.552521,0.910161,-0.133411,-0.384293,1.1246,0.0132317,-0.130978,1.14868,0.00418678
4,0.0299384,-0.194439,1.36718,-0.00129975,-0.353532,1.28186,0.00512386,-0.217866,0.0946189,0.230336,-0.241042,0.899122,0.17944,-0.287189,1.50848,0.086869,-0.380592,1.02027,0.283035,-0.40557,1.56253,0.0639239,-0.632837,0.972555,0.0977811,-0.486061,0.943038,0.193387,-0.142065,0.061509,0.174216,-0.422516,0.434644,0.254941,-0.101434,0.915102,0.0559834,-0.267404,1.34833,0.178613,-0.338404,0.607968,0.251752,-0.286868,0.224152,0.257531,-0.382767,0.0657563,0.180982,-0.32745,1.19008,0.2681,-0.532756,0.983198,0.0967554,-0.55841,0.931071,0.139976,-0.212194,0.100452,-0.193217,-0.14598,1.23656,-0.124516,-0.27389,1.50759,-0.0618946,-0.362597,1.01642,-0.263724,-0.390004,1.55249,-0.0645313,-0.637291,0.946726,-0.0976402,-0.427741,0.967208,-0.227749,-0.150498,0.0597864,-0.116228,-0.399796,0.459294,-0.234581,-0.099825,0.907574,-0.00773773,-0.283956,1.34141,-0.172066,-0.278487,0.759347,-0.185027,-0.330287,0.346764,-0.249228,-0.375876,0.0616081,-0.187599,-0.338666,1.10792,-0.254018,-0.531723,0.97073,-0.0921463,-0.556455,0.914661,-0.131556,-0.384188,1.12121,0.0132464,-0.131136,1.1457,0.00381691
5,0.0399179,-0.194804,1.36401,-0.00134613,-0.353862,1.27851,0.00502429,-0.217932,0.0946265,0.230307,-0.24017,0.895988,0.179218,-0.287412,1.50531,0.0867442,-0.382909,1.01814,0.282932,-0.405686,1.55959,0.0636982,-0.634839,0.978536,0.0959299,-0.489381,0.94435,0.191904,-0.142097,0.0615045,0.174214,-0.424434,0.433406,0.255582,-0.100781,0.91223,0.0556374,-0.267914,1.34518,0.178462,-0.338896,0.605941,0.252118,-0.287695,0.223619,0.257964,-0.382782,0.065738,0.180992,-0.328727,1.18731,0.268014,-0.534553,0.986779,0.0956094,-0.561639,0.934706,0.137919,-0.212253,0.100465,-0.193244,-0.146528,1.23361,-0.124819,-0.274023,1.50428,-0.0620353,-0.364895,1.01447,-0.26423,-0.389986,1.5494,-0.0646472,-0.639868,0.953967,-0.0960248,-0.43089,0.967139,-0.22743,-0.150432,0.0599479,-0.116251,-0.401748,0.458019,-0.235582,-0.0991886,0.904628,-0.00802699,-0.284434,1.33835,-0.171972,-0.277982,0.756773,-0.185202,-0.331917,0.34572,-0.250004,-0.375866,0.0615812,-0.187621,-0.340376,1.10551,-0.254377,-0.533892,0.97507,-0.0913921,-0.560213,0.91921,-0.129748,-0.384091,1.11774,0.0132709,-0.131287,1.14271,0.0035183
6,0.0498973,-0.19521,1.36086,-0.00138959,-0.354236,1.27516,0.00494071,-0.217991,0.0946287,0.230278,-0.239276,0.892846,0.179053,-0.287685,1.50213,0.086674,-0.385276,1.01599,0.282887,-0.405844,1.55664,0.0635187,-0.636657,0.984395,0.0942205,-0.492663,0.945613,0.190471,-0.142209,0.0615292,0.174236,-0.426283,0.432186,0.256145,-0.100114,0.909315,0.0553043,-0.268483,1.34202,0.178365,-0.339313,0.603945,0.252352,-0.288601,0.223065,0.258098,-0.38277,0.0657206,0.181006,-0.329888,1.18444,0.267844,-0.536225,0.99019,0.094504,-0.564758,0.938268,0.135913,-0.212328,0.100498,-0.193268,-0.147094,1.23061,-0.125052,-0.274219,1.50097,-0.0621991,-0.367302,1.01248,-0.264718,-0.390162,1.54633,-0.0648573,-0.642148,0.961044,-0.0943708,-0.434037,0.967038,-0.227152,-0.150415,0.0600377,-0.11625,-0.403665,0.456717,-0.236546,-0.0985504,0.901684,-0.00836085,-0.284972,1.33524,-0.171873,-0.277588,0.754327,-0.185419,-0.333494,0.344714,-0.250832,-0.375848,0.0616033,-0.187679,-0.342217,1.10309,-0.254741,-0.535844,0.979342,-0.0906667,-0.563831,0.923672,-0.128042,-0.384036,1.11434,0.0132948,-0.131428,1.13973,0.00335371
7,0.0598768,-0.195687,1.35777,-0.00141505,-0.354656,1.2718,0.00487373,-0.218044,0.0946349,0.230243,-0.238387,0.889661,0.178985,-0.288066,1.49896,0.0865694,-0.3877,1.0138,0.282905,-0.406073,1.55369,0.0633758,-0.63826,0.990048,0.0925868,-0.495915,0.946807,0.189115,-0.142264,0.0615451,0.174242,-0.428061,0.430954,0.256625,-0.0994252,0.90637,0.0549801,-0.269118,1.33889,0.178332,-0.339608,0.601988,0.25247,-0.28926,0.222551,0.258362,-0.382752,0.0657157,0.181022,-0.331077,1.18157,0.267752,-0.53777,0.993419,0.0934019,-0.567743,0.941739,0.133976,-0.212411,0.100514,-0.193272,-0.147655,1.22759,-0.125225,-0.274525,1.4977,-0.0623452,-0.369796,1.01048,-0.265213,-0.390398,1.54327,-0.0649895,-0.64414,0.967935,-0.0927096,-0.437183,0.966906,-0.226907,-0.150436,0.0600554,-0.116248,-0.405551,0.455434,-0.237496,-0.0979161,0.89877,-0.00872157,-0.285627,1.33213,-0.171821,-0.277295,0.752019,-0.185696,-0.335082,0.343715,-0.251659,-0.375837,0.0616776,-0.18777,-0.344167,1.10067,-0.255077,-0.537626,0.98352,-0.0900262,-0.567267,0.927991,-0.126481,-0.384176,1.11121,0.013349,-0.131559,1.1368,0.00332924
8,0.0698563,-0.196222,1.35473,-0.00145207,-0.355108,1.26848,0.00484282,-0.218091,0.0946571,0.230197,-0.237455,0.886484,0.178971,-0.288495,1.49581,0.0864271,-0.390208,1.01146,0.282827,-0.406394,1.55072,0.0632641,-0.639615,0.995478,0.0909928,-0.499132,0.947945,0.187845,-0.142274,0.0615507,0.174216,-0.429779,0.429746,0.25702,-0.0987032,0.903491,0.0546501,-0.269733,1.33568,0.178285,-0.340044,0.600004,0.25273,-0.289859,0.222079,0.258617,-0.382744,0.0657325,0.181039,-0.332342,1.17869,0.267767,-0.539181,0.996465,0.0923367,-0.570588,0.945099,0.13212,-0.212474,0.100521,-0.193276,-0.14823,1.22456,-0.125373,-0.274906,1.49445,-0.0624756,-0.372351,1.00845,-0.265657,-0.390673,1.5402,-0.0650254,-0.646005,0.974672,-0.0911985,-0.440331,0.966754,-0.226677,-0.150441,0.0600685,-0.116238,-0.407367,0.454171,-0.238394,-0.0972884,0.895883,-0.0090866,-0.286311,1.32902,-0.171795,-0.276973,0.749775,-0.186015,-0.336695,0.342577,-0.252339,-0.375865,0.0616562,-0.18777,-0.346214,1.09826,-0.255422,-0.539286,0.987506,-0.0894205,-0.570476,0.932195,-0.124993,-0.384578,1.10824,0.0134433,-0.131688,1.13394,0.00341489
9,0.0798357,-0.196875,1.35164,-0.00151251,-0.355602,1.26515,0.00484304,-0.218152,0.0946845,0.230138,-0.236584,0.88341,0.178806,-0.288931,1.49266,0.0863288,-0.392792,1.00921,0.282771,-0.406775,1.54773,0.0631911,-0.640763,1.0007,0.0894589,-0.502249,0.949076,0.186613,-0.142245,0.0615524,0.174191,-0.431473,0.4286,0.257331,-0.0979962,0.900696,0.0543152,-0.270424,1.33253,0.178252,-0.340399,0.598107,0.252864,-0.290623,0.221682,0.258513,-0.382745,0.0657535,0.181057,-0.333679,1.17583,0.26787,-0.54037,0.99935,0.0913208,-0.573308,0.948369,0.130356,-0.212538,0.100543,-0.193291,-0.148813,1.22152,-0.125504,-0.275378,1.4912,-0.0625321,-0.374946,1.0064,-0.266116,-0.391137,1.53713,-0.0651358,-0.647711,0.981146,-0.0897375,-0.443474,0.966606,-0.226445,-0.150452,0.0600747,-0.116224,-0.409162,0.452928,-0.239249,-0.0966271,0.89304,-0.00947817,-0.287013,1.32594,-0.171773,-0.276628,0.747515,-0.186347,-0.338262,0.341471,-0.253061,-0.375873,0.0615868,-0.187735,-0.348298,1.09589,-0.255778,-0.540845,0.991299,-0.0888568,-0.573605,0.93632,-0.123406,-0.384943,1.10501,0.0134281,-0.131777,1.13109,0.00355335
10,0.0898152,-0.197506,1.34859,-0.00160259,-0.356145,1.26181,0.00482918,-0.218224,0.0947135,0.230071,-0.23573,0.880389,0.178691,-0.2894,1.48946,0.0863288,-0.395397,1.00704,0.282691,-0.407198,1.54472,0.0631571,-0.641734,1.00573,0.0879601,-0.505248,0.950178,0.185413,-0.142174,0.061553,0.174146,-0.433166,0.427516,0.257604,-0.0973179,0.89793,0.0539592,-0.271092,1.32931,0.178165,-0.340704,0.59635,0.252872,-0.291396,0.221277,0.258488,-0.382746,0.0657691,0.18107,-0.33496,1.17296,0.267923,-0.541318,1.00208,0.0903508,-0.5759,0.951513,0.128691,-0.212606,0.100572,-0.19329,-0.149459,1.21846,-0.125651,-0.276005,1.48794,-0.062509,-0.37763,1.0044,-0.266661,-0.391625,1.53404,-0.0651701,-0.649355,0.987288,-0.0883813,-0.446599,0.966458,-0.22621,-0.150472,0.0600744,-0.116232,-0.410963,0.451691,-0.240055,-0.0959625,0.89025,-0.00988217,-0.287728,1.32288,-0.171757,-0.276347,0.745099,-0.186638,-0.339791,0.34044,-0.25361,-0.375854,0.0615263,-0.187709,-0.350405,1.09356,-0.256112,-0.542318,0.994926,-0.0883136,-0.576559,0.940279,-0.121926,-0.38516,1.10157,0.0134135,-0.131863,1.12825,0.0036725
11,0.0997947,-0.198257,1.34546,-0.00168182,-0.356723,1.25846,0.00478134,-0.218284,0.094743,0.230001,-0.234936,0.877423,0.178496,-0.289975,1.48621,0.0862745,-0.397964,1.00485,0.28255,-0.407682,1.54165,0.0631558,-0.642528,1.01053,0.0864462,-0.508205,0.951211,0.184257,-0.142156,0.0615747,0.174102,-0.434873,0.426466,0.257891,-0.096727,0.895164,0.0535961,-0.271748,1.32602,0.178055,-0.341264,0.594651,0.253048,-0.292101,0.22083,0.258659,-0.382749,0.0657844,0.181073,-0.336233,1.17005,0.267991,-0.542196,1.00464,0.0893916,-0.578385,0.954518,0.127121,-0.212693,0.100597,-0.193285,-0.150225,1.21541,-0.125853,-0.276679,1.48465,-0.0624954,-0.38038,1.0025,-0.267183,-0.392107,1.53091,-0.0650969,-0.650848,0.993052,-0.0870227,-0.449704,0.966303,-0.225979,-0.150493,0.0600746,-0.116238,-0.412724,0.450495,-0.240816,-0.0952755,0.887494,-0.010264,-0.288469,1.31984,-0.171753,-0.276055,0.742703,-0.186951,-0.341231,0.339514,-0.254159,-0.375836,0.0614813,-0.187692,-0.352514,1.09126,-0.256432,-0.543693,0.99835,-0.0878015,-0.579348,0.944052,-0.120587,-0.385362,1.0981,0.0133824,-0.131961,1.12538,0.00371295
12,0.109774,-0.199037,1.34229,-0.00176234,-0.357339,1.25507,0.00466408,-0.218342,0.0947782,0.229942,-0.23419,0.874459,0.178231,-0.290795,1.48293,0.0860285,-0.400468,1.00269,0.282377,-0.408226,1.53855,0.0631911,-0.643228,1.01507,0.0849521,-0.511077,0.952129,0.183159,-0.142183,0.0616277,0.174067,-0.436604,0.425426,0.258253,-0.096151,0.892419,0.0532775,-0.272524,1.3228,0.177978,-0.341863,0.593023,0.25322,-0.292674,0.220508,0.258855,-0.382748,0.0658064,0.181086,-0.337433,1.16712,0.267943,-0.543199,1.00703,0.088421,-0.58078,0.957374,0.125635,-0.212773,0.100632,-0.193308,-0.151008,1.21241,-0.126132,-0.277361,1.48132,-0.0625534,-0.38315,1.00068,-0.267604,-0.392716,1.52778,-0.065055,-0.652194,0.998422,-0.0856343,-0.452796,0.966103,-0.225769,-0.150517,0.0600793,-0.116229,-0.414428,0.449328,-0.241544,-0.0946889,0.884708,-0.01053,-0.289248,1.3168,-0.171777,-0.27559,0.740395,-0.187213,-0.342638,0.338634,-0.254711,-0.375818,0.0614486,-0.187687,-0.354611,1.08894,-0.25671,-0.544991,1.00155,-0.0873121,-0.582025,0.947689,-0.119188,-0.385578,1.09461,0.0133177,-0.132104,1.12248,0.00360428
13,0.119754,-0.19984,1.33908,-0.0018605,-0.357977,1.25161,0.00451875,-0.218416,0.0948202,0.229879,-0.233504,0.871458,0.17793,-0.291506,1.47952,0.0859961,-0.402956,1.0005,0.282236,-0.408821,1.53538,0.0632397,-0.644061,1.01937,0.0837501,-0.513873,0.952898,0.182105,-0.142222,0.0617115,0.174028,-0.438255,0.424377,0.258677,-0.0955427,0.889703,0.0529919,-0.273388,1.31954,0.177857,-0.342444,0.591437,0.253393,-0.293153,0.220305,0.259023,-0.382748,0.0658243,0.1811,-0.338568,1.16412,0.267797,-0.544446,1.00916,0.087491,-0.583077,0.960069,0.124247,-0.212829,0.100669,-0.19333,-0.151656,1.20941,-0.12628,-0.278098,1.47794,-0.0626224,-0.385882,0.998801,-0.267961,-0.393434,1.52461,-0.0650424,-0.653411,1.00345,-0.0842623,-0.455867,0.96582,-0.225572,-0.150536,0.0600927,-0.116218,-0.416054,0.448164,-0.242283,-0.0940892,0.881909,-0.0107847,-0.290085,1.31374,-0.171804,-0.274983,0.738039,-0.187343,-0.344057,0.337698,-0.255289,-0.375788,0.0614198,-0.187688,-0.356702,1.08661,-0.25698,-0.546234,1.00448,-0.086885,-0.584561,0.951102,-0.117847,-0.385864,1.09112,0.0132113,-0.132283,1.11955,0.00337223
