Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.0300847,0.0239309,0.0266271,0.031801,0.0387503,0.0288534,0.066395,0.0210935,0.0223711,0.0206082,0.0162763,0.0316787,0.0473694,0.00825805,0.0127253,0.0337947,0.0202035,0.0263081,0.0267221,0.0229352,0.0340358,0.0322809,0.0412123,0.0227006,0.0624632,0.0175937,0.0226618,0.0348388,0.0170372,0.0299899,0.0234302,0.0204406,0.0222947,0.042646,0.0259165,0.0233906,0.0218903,0.0266157,0.0283496
10,0.028767,0.0245885,0.0267847,0.0310454,0.039099,0.0291736,0.0661698,0.0228613,0.0222408,0.0202185,0.015989,0.0322442,0.04628,0.00757353,0.0124252,0.0341296,0.0215997,0.027008,0.0267263,0.0229031,0.0353523,0.0346852,0.0410694,0.0218401,0.0614751,0.0161918,0.0220753,0.0344835,0.0167165,0.0301319,0.0262023,0.0202937,0.0227561,0.0419675,0.0267268,0.0237698,0.02177,0.0260779,0.0305438
11,0.0274233,0.0248161,0.0270427,0.0307617,0.0397151,0.0302266,0.0662873,0.0245712,0.0226631,0.020237,0.0159071,0.0329761,0.0437605,0.00743987,0.0125132,0.0344505,0.0230021,0.0280222,0.0269807,0.022862,0.036119,0.037606,0.0407978,0.0211806,0.0601471,0.0152253,0.0218065,0.0338825,0.0163465,0.029904,0.0299904,0.0196885,0.0230553,0.041201,0.0277857,0.0240168,0.0216874,0.0249556,0.0321807
12,0.0268003,0.0246217,0.0272392,0.0305471,0.040534,0.0317007,0.0667202,0.0260822,0.0235538,0.0204068,0.0157187,0.0337457,0.0398802,0.00798854,0.0128829,0.0347099,0.0237677,0.0289725,0.0274113,0.0229189,0.0363035,0.0412779,0.0404151,0.0204998,0.0585385,0.0147028,0.0217931,0.0330279,0.0158892,0.0297522,0.0348351,0.01865,0.0230551,0.0404111,0.0292602,0.0244791,0.0216378,0.023274,0.032813
13,0.02709,0.0243353,0.027192,0.0302939,0.0414336,0.0333441,0.067324,0.027357,0.0246604,0.0203923,0.0154531,0.0343891,0.0352349,0.00901305,0.0132422,0.0348082,0.0235696,0.029763,0.0278883,0.023135,0.0362485,0.0454475,0.0399584,0.0198573,0.0568122,0.0145088,0.021922,0.0320681,0.0153243,0.0297823,0.0399886,0.017324,0.0230327,0.0395287,0.0309944,0.0245534,0.0214733,0.0215202,0.0323409
14,0.0278305,0.0242946,0.0266731,0.0301447,0.0421622,0.0350057,0.0678706,0.0282741,0.0257776,0.0200555,0.0151246,0.0347597,0.0305042,0.0102296,0.0132029,0.0347375,0.0226131,0.0303777,0.0282709,0.0236194,0.0362381,0.0495111,0.0394398,0.0194418,0.0551256,0.0147216,0.0220657,0.0312945,0.0146846,0.0298401,0.0447423,0.0157356,0.0228747,0.0384146,0.0327411,0.0247351,0.0212257,0.0203976,0.031152
15,0.0283508,0.0247059,0.0256971,0.029966,0.0426143,0.0365949,0.0682174,0.0288305,0.0267682,0.0196584,0.014502,0.0352689,0.0261402,0.0116164,0.0127095,0.0346825,0.0214228,0.0308393,0.0285435,0.024233,0.0362439,0.0530538,0.0388743,0.0193976,0.0536372,0.0153574,0.022323,0.0305692,0.0140177,0.0299075,0.0486495,0.0138869,0.022477,0.0370528,0.0343042,0.0250928,0.0209443,0.0203485,0.029829
16,0.0282145,0.0254613,0.0244318,0.0295462,0.0427037,0.0380716,0.0682813,0.0291239,0.0276697,0.0193367,0.0135942,0.0357321,0.0224688,0.0130476,0.0121214,0.0346947,0.0205261,0.0311086,0.0289774,0.0248073,0.0361654,0.0559791,0.0383365,0.0197245,0.0524344,0.0162368,0.0227933,0.0298998,0.0133195,0.0299518,0.0515427,0.0118324,0.0218854,0.0352488,0.0354807,0.0251661,0.0207751,0.0211956,0.0286508
17,0.0274242,0.0262597,0.0229808,0.0288286,0.0424093,0.0394225,0.0680516,0.0292578,0.0287187,0.0189652,0.0126899,0.036021,0.0196774,0.0143101,0.0117665,0.0348723,0.0202022,0.0312808,0.0293723,0.0250559,0.0359628,0.0583001,0.037748,0.0203147,0.0515134,0.0172372,0.0234651,0.0291356,0.0125246,0.0299928,0.0534712,0.00967329,0.0211601,0.032963,0.0361789,0.0250525,0.0208576,0.0232602,0.0277607
18,0.0262926,0.026807,0.0213808,0.0280762,0.0417631,0.0406875,0.0675358,0.0293236,0.0298706,0.0185206,0.0119127,0.0362991,0.0178179,0.0153427,0.0115782,0.0352026,0.0205083,0.0313844,0.0296442,0.0253197,0.0356841,0.0600541,0.0370719,0.020987,0.0508817,0.0181819,0.0242467,0.0283389,0.0116257,0.0301731,0.0544616,0.00757377,0.020445,0.0304611,0.0364398,0.0249478,0.0210896,0.0256383,0.0273455
19,0.0251518,0.0269908,0.0198781,0.0275009,0.0408164,0.0419618,0.0667733,0.0293865,0.0309059,0.0180986,0.0111804,0.0366869,0.0167944,0.0162588,0.010971,0.0357776,0.0215094,0.0314682,0.0297965,0.0252272,0.035449,0.0611648,0.0362873,0.0215852,0.0505315,0.0188569,0.0249503,0.0273233,0.0107158,0.0305783,0.0544733,0.00573412,0.0196209,0.0278579,0.0363032,0.0248704,0.021302,0.0274736,0.0274698
20,0.024165,0.0268488,0.0182602,0.0272016,0.0396723,0.0432792,0.0658635,0.029478,0.0315799,0.017737,0.0106305,0.0371604,0.0164304,0.0170157,0.0107981,0.0364964,0.0230107,0.0315543,0.0299323,0.0245864,0.0354091,0.0616671,0.0354014,0.0219891,0.0504039,0.0191486,0.0254075,0.0263592,0.00982297,0.0309803,0.0538421,0.00450844,0.0187157,0.0248776,0.035851,0.0248813,0.0214115,0.0285109,0.0280435
21,0.0233594,0.0265306,0.0164905,0.0272295,0.0384028,0.0445997,0.0649018,0.0296168,0.0323547,0.017634,0.0102388,0.0377384,0.0165525,0.0176503,0.0114479,0.0373118,0.0248155,0.0317143,0.0301075,0.0234751,0.0357092,0.0617286,0.0344041,0.0221994,0.0504386,0.0190049,0.0257003,0.0254129,0.00886049,0.0309343,0.0527866,0.00424966,0.0178529,0.0216791,0.0351705,0.0249409,0.0214447,0.0288211,0.0289092
22,0.0226721,0.0261794,0.0144401,0.0275679,0.0370073,0.0458255,0.0639296,0.0298342,0.0329636,0.0176342,0.00972464,0.0385143,0.0169657,0.0181618,0.0117962,0.0379121,0.026751,0.0319227,0.0303197,0.0220413,0.0364449,0.0617048,0.0332838,0.0222599,0.0505959,0.0185102,0.0259137,0.0244507,0.0075924,0.0307715,0.0512857,0.00478331,0.0172017,0.0189309,0.0343342,0.0250449,0.0214696,0.0286579,0.029838
23,0.0220162,0.0258692,0.0125538,0.0281391,0.0354734,0.0469305,0.0629649,0.0302125,0.0333899,0.0176514,0.00890163,0.0394422,0.017538,0.0185092,0.0118214,0.0379578,0.0286779,0.0321605,0.0305139,0.0204099,0.0376227,0.0615756,0.0319924,0.0222453,0.0508269,0.0177978,0.0261442,0.0235212,0.00584147,0.030684,0.0493905,0.00548039,0.0169443,0.0166956,0.0334204,0.0250821,0.0214442,0.0282561,0.0304959
24,0.0213618,0.0256033,0.0109373,0.0287419,0.0337912,0.0479147,0.0620632,0.0307788,0.0337175,0.0176892,0.0078033,0.0404377,0.0181767,0.018652,0.0117817,0.0374842,0.0304804,0.0324232,0.030691,0.0185815,0.0391163,0.0613967,0.0304773,0.0222425,0.0510518,0.0169733,0.0264161,0.0224523,0.00377829,0.0306487,0.0473468,0.00596024,0.0171233,0.0148099,0.0326805,0.0248696,0.0214881,0.0277648,0.0306033
25,0.0206813,0.0254453,0.00967267,0.0293518,0.0320018,0.0487622,0.0612204,0.0314945,0.0339699,0.0177249,0.00647495,0.041325,0.018813,0.0185828,0.0118895,0.0366254,0.0320148,0.0327092,0.0308477,0.0168792,0.0406404,0.0611646,0.0288194,0.0222971,0.051186,0.0161448,0.0267536,0.0214525,0.00222646,0.0307172,0.0452665,0.00600989,0.0176855,0.0133989,0.0323172,0.0247642,0.0215029,0.0272905,0.0301734
26,0.0200432,0.0253706,0.00892166,0.0299093,0.0303336,0.0494155,0.0604263,0.0322904,0.0340808,0.0179263,0.00498898,0.0419744,0.0193801,0.0182897,0.0118851,0.0353974,0.0332071,0.0329772,0.0309669,0.015301,0.0417781,0.060903,0.02711,0.0224134,0.0512499,0.0154234,0.0271259,0.0206719,0.00377821,0.0309462,0.0432054,0.00561823,0.0185965,0.0122307,0.0323283,0.0247741,0.0213548,0.026909,0.029389
27,0.0195053,0.0253612,0.00892341,0.0303675,0.028783,0.0498611,0.0596675,0.0330886,0.0340775,0.0185767,0.00350393,0.0423598,0.0199108,0.0177831,0.011999,0.0336952,0.0341043,0.0332559,0.0310714,0.0137143,0.0419868,0.0604981,0.0254141,0.0225912,0.0511632,0.0150196,0.0274875,0.019894,0.00709749,0.0313495,0.0412755,0.0051286,0.0194703,0.0111901,0.0325221,0.0249377,0.0210521,0.0266744,0.0284742
28,0.0190375,0.0254262,0.00974534,0.0307376,0.0273917,0.050085,0.0588768,0.0339002,0.034078,0.0199168,0.00235525,0.0426005,0.0204932,0.0173126,0.0126083,0.0313635,0.0346962,0.0335083,0.0312023,0.0124078,0.0417213,0.0599371,0.0238364,0.0227916,0.0508268,0.0148793,0.0278065,0.0190424,0.0102887,0.0320092,0.0396798,0.00538889,0.0198751,0.0103371,0.0329412,0.0252544,0.0207186,0.0266254,0.0275647
29,0.0187032,0.0255485,0.0112804,0.0310998,0.0261913,0.0500781,0.0580118,0.0346809,0.0341331,0.0216643,0.00294617,0.0428418,0.0209214,0.0167664,0.0133876,0.0283289,0.0349865,0.0336573,0.0313107,0.0115229,0.041433,0.0592692,0.0224512,0.0229272,0.050163,0.0149514,0.0280229,0.0181713,0.0122592,0.0329164,0.0385595,0.0069756,0.0196453,0.00980202,0.0335711,0.0256017,0.0203642,0.0266761,0.0266332
30,0.0185191,0.0257244,0.0131389,0.0315105,0.0251969,0.0499108,0.0569964,0.0353433,0.0342303,0.0233575,0.00513171,0.0430602,0.0211534,0.016293,0.0142789,0.0248436,0.034898,0.0337279,0.0313744,0.0108206,0.0411718,0.0586586,0.0212703,0.022985,0.0491456,0.0151841,0.0280153,0.0173526,0.012486,0.0338416,0.0379881,0.00941272,0.0190117,0.00971979,0.0341652,0.025665,0.0198539,0.0266568,0.0256646
31,0.0184631,0.0259894,0.0148774,0.0319581,0.0243984,0.0496403,0.0557551,0.0358067,0.0344079,0.0247256,0.00759331,0.0431323,0.0211275,0.0161788,0.0153702,0.0216391,0.0345135,0.0338433,0.0314314,0.0109756,0.0407871,0.0582418,0.0202911,0.0229661,0.0477141,0.0155229,0.0277816,0.0168388,0.0113442,0.0346174,0.0379454,0.0120652,0.0184967,0.010252,0.0345311,0.0256951,0.0193645,0.0265309,0.0246821
32,0.01848,0.0264107,0.0163038,0.0324285,0.0238839,0.0492808,0.0542364,0.0360163,0.0346391,0.0257057,0.00969769,0.0429813,0.0208049,0.0164979,0.0164748,0.0198719,0.0338607,0.03398,0.031532,0.0119659,0.0402341,0.0580451,0.0194345,0.0228508,0.0458769,0.0159305,0.027458,0.0170132,0.00932769,0.0351069,0.0383451,0.0144492,0.0185183,0.0117417,0.0345591,0.0257063,0.0190037,0.026343,0.0237166
33,0.018519,0.0269465,0.0175836,0.0329106,0.0233965,0.0488288,0.0524601,0.0359689,0.0348503,0.026467,0.0111836,0.0426266,0.0202145,0.0172253,0.0174125,0.0197561,0.0330401,0.0341575,0.031637,0.0140909,0.0394691,0.0580547,0.0186409,0.0227004,0.0436555,0.0165046,0.0271316,0.0183601,0.00721227,0.0348972,0.0391054,0.0159356,0.0190584,0.0144737,0.0342132,0.0256992,0.0188178,0.0261755,0.0227555
34,0.0185349,0.0275189,0.0192105,0.0332839,0.0230876,0.0482524,0.0505109,0.0357008,0.0349979,0.0275309,0.0121899,0.0421142,0.0193979,0.0180396,0.0182742,0.0201202,0.0321339,0.0341515,0.0317487,0.0175983,0.0386489,0.0582335,0.0178058,0.0226375,0.0410927,0.0169322,0.0269044,0.0210077,0.00604191,0.0340198,0.0400471,0.0158818,0.0198077,0.0182548,0.0336088,0.0256814,0.0188837,0.02627,0.0217585
35,0.0185229,0.0280165,0.0212597,0.0334127,0.0228024,0.0475525,0.0484681,0.0352798,0.0350606,0.028981,0.0128254,0.0415138,0.018421,0.0185755,0.0191889,0.0206337,0.0312171,0.0339973,0.0318508,0.0219349,0.037939,0.0584377,0.0169086,0.0226551,0.0382407,0.0171316,0.0268612,0.0236448,0.00637231,0.0328393,0.0412041,0.0143171,0.020925,0.0227981,0.032916,0.0256686,0.019201,0.026793,0.0207073
36,0.0185163,0.028358,0.0234473,0.0333265,0.0221724,0.0466921,0.046362,0.0348075,0.0350084,0.0307865,0.0131335,0.0407776,0.0173889,0.0186269,0.0203362,0.0218897,0.030323,0.0339924,0.0319221,0.0259856,0.0373463,0.0586405,0.0158792,0.0226457,0.0351446,0.0173742,0.027011,0.0245171,0.00808236,0.0314067,0.042507,0.0119804,0.0227938,0.0264048,0.0322587,0.0256871,0.0196761,0.027745,0.0196249
37,0.018571,0.028555,0.0255751,0.0328898,0.0214949,0.0456278,0.0441593,0.0343014,0.0347553,0.0329881,0.0131969,0.0398584,0.0164399,0.0181446,0.0216475,0.0240348,0.0294443,0.033959,0.0319127,0.0278448,0.0366327,0.0587874,0.0148091,0.0227621,0.0318563,0.017672,0.0273359,0.0235073,0.0109087,0.0296936,0.043864,0.0101083,0.0257753,0.0275002,0.0316283,0.025781,0.0203194,0.0290539,0.0188234
38,0.0187935,0.0285651,0.0275889,0.0320454,0.0206884,0.0443155,0.0418173,0.0337788,0.0341264,0.0350904,0.0134621,0.0388385,0.015819,0.0171117,0.0229446,0.0270719,0.0284497,0.0338038,0.0317763,0.0260055,0.0355269,0.0587531,0.0139744,0.0230391,0.0284111,0.0177965,0.0278005,0.0208795,0.0146334,0.0279119,0.0451698,0.00999873,0.0290171,0.0256701,0.0309918,0.0260081,0.0210993,0.0306005,0.0189069
39,0.0193491,0.0283894,0.0293631,0.030894,0.0198871,0.0427859,0.0393106,0.0332221,0.0330942,0.0366856,0.0142471,0.0379818,0.0157754,0.015922,0.0240816,0.0309251,0.0271049,0.0334717,0.0314506,0.0221949,0.0341029,0.0584308,0.013823,0.0234633,0.024876,0.0178409,0.0283754,0.0184203,0.0179756,0.0264311,0.0463884,0.0108126,0.0300559,0.0227647,0.0305151,0.0263383,0.0218778,0.0323323,0.0204116
40,0.0204213,0.0281044,0.0308734,0.029738,0.0196184,0.0411466,0.0366995,0.032456,0.0319793,0.0376954,0.0156002,0.0372478,0.0157876,0.0150568,0.0249874,0.0349598,0.0253144,0.0329115,0.0309028,0.018913,0.0330673,0.0576915,0.0148057,0.0239694,0.0214576,0.0179552,0.0291016,0.0168938,0.0172542,0.0253359,0.0475219,0.0107292,0.0260375,0.0218985,0.0302244,0.0268529,0.0226735,0.0339201,0.0235303
41,0.0218367,0.027777,0.0322678,0.0290694,0.0199828,0.0395327,0.0342464,0.0313355,0.0312409,0.0381343,0.0171288,0.036143,0.0152115,0.0149108,0.0255562,0.0387135,0.023219,0.0321782,0.0301684,0.0172396,0.0333343,0.0566331,0.0169644,0.0244909,0.0187729,0.0178768,0.0298167,0.0160469,0.010458,0.0248566,0.0487957,0.00934155,0.0182844,0.0213832,0.030063,0.0274304,0.0235429,0.0353586,0.0281269
42,0.0229646,0.0273116,0.0334875,0.0295329,0.0203933,0.0381115,0.0321426,0.0296807,0.0308136,0.0381437,0.0180789,0.0341161,0.0141447,0.0149126,0.0257166,0.0416598,0.0212542,0.031411,0.0293381,0.0173533,0.0344899,0.0552992,0.0197409,0.0248804,0.0173784,0.0177076,0.0304012,0.0157032,0.00283967,0.0262007,0.0504477,0.00781067,0.0112782,0.0196872,0.0298389,0.0276919,0.0244051,0.0365715,0.0335797
43,0.0229712,0.0268632,0.0340631,0.031264,0.0204059,0.0369976,0.0303801,0.0275376,0.0306681,0.0379002,0.0182895,0.0316972,0.0134462,0.0146278,0.0256755,0.0436031,0.0198621,0.0306644,0.028529,0.0182534,0.0350791,0.0537792,0.0222797,0.0250571,0.0172681,0.0175307,0.0306803,0.015779,0.00352638,0.0291367,0.0525388,0.00850814,0.00744049,0.0179748,0.0293207,0.0278184,0.0251299,0.0379725,0.0384483
44,0.0210895,0.0269421,0.0341797,0.0333283,0.0199368,0.0361507,0.0288843,0.0251846,0.0307586,0.0375472,0.0184405,0.0303073,0.0142721,0.0143371,0.0256048,0.0447112,0.0190216,0.0300196,0.0279331,0.0188673,0.0344108,0.0523726,0.0239561,0.0248639,0.0180584,0.0173278,0.0305408,0.0159692,0.0034108,0.0311983,0.0547311,0.0102653,0.00641417,0.0167644,0.0286928,0.0278273,0.02561,0.0393315,0.0407894
45,0.0177527,0.0273886,0.034334,0.0344307,0.01906,0.0355456,0.0276634,0.0229207,0.0310283,0.036987,0.0190244,0.0305773,0.0167157,0.0139626,0.0254824,0.0451004,0.0185796,0.0294766,0.0279075,0.0192258,0.0328478,0.0515632,0.0247314,0.0242775,0.0193853,0.0171183,0.030012,0.0161727,0.00237227,0.0318065,0.0564029,0.0112665,0.00721594,0.0162273,0.0282547,0.0276912,0.0258229,0.0406289,0.0395082
46,0.0148143,0.02785,0.0344617,0.0344431,0.0179379,0.0350622,0.0267721,0.0210826,0.0314619,0.0361476,0.0198347,0.0318163,0.0193199,0.013735,0.0253199,0.0448113,0.018532,0.0288644,0.0281527,0.0195108,0.0310116,0.0505563,0.0248859,0.0234703,0.0209195,0.0168827,0.0291793,0.0163021,0.00547121,0.0324517,0.0570165,0.0111527,0.00930396,0.0160881,0.0278615,0.0274488,0.0255642,0.0415628,0.035617
47,0.014325,0.0281732,0.0345048,0.0340646,0.0168334,0.0347105,0.0262214,0.0197335,0.0321115,0.0351662,0.0206183,0.0333544,0.0210708,0.0136216,0.0249365,0.0438008,0.0189081,0.028261,0.0284991,0.0196842,0.0293154,0.0498324,0.0247585,0.0226188,0.0224048,0.016621,0.0280624,0.0162208,0.00870974,0.0330136,0.0567585,0.0102734,0.0116608,0.01614,0.0273433,0.0271534,0.0248199,0.0421354,0.0311985
48,0.0163078,0.0284219,0.0343642,0.0339514,0.0159144,0.0345398,0.0259003,0.018865,0.0328021,0.0342711,0.0211887,0.0347769,0.0218207,0.0135292,0.0244739,0.0425481,0.0195477,0.0280125,0.0288346,0.0197363,0.0279575,0.0511708,0.0246723,0.0219317,0.02373,0.0164142,0.02675,0.0160914,0.00984173,0.0327156,0.0566759,0.0091043,0.0132723,0.0163415,0.026619,0.0267367,0.0238428,0.0425811,0.0278579
49,0.01907,0.0289708,0.0341673,0.034477,0.0153738,0.0345634,0.0257668,0.0182561,0.0331719,0.0336385,0.0212591,0.0354895,0.0218416,0.0134913,0.0244757,0.0411169,0.0202596,0.027859,0.0289767,0.0198073,0.0270036,0.0541604,0.0246716,0.0215685,0.0248223,0.0163056,0.0253979,0.0160462,0.00929673,0.0315819,0.0575355,0.00823605,0.0137946,0.0167431,0.0258022,0.0260883,0.022945,0.04309,0.0264671
50,0.0213048,0.0297804,0.0341936,0.0355425,0.0152014,0.0346016,0.0258523,0.0178182,0.0329123,0.0332434,0.0211743,0.0357193,0.0214501,0.0135051,0.0248596,0.0393073,0.0207729,0.0276399,0.0287955,0.0198107,0.0264338,0.0569981,0.024656,0.0214896,0.025599,0.016332,0.0241871,0.0159917,0.00818336,0.0307789,0.0588114,0.00803694,0.013474,0.0172457,0.0252826,0.0252285,0.0220301,0.0435724,0.0274704
51,0.0218077,0.0303373,0.0342463,0.0368676,0.0151222,0.034734,0.0260996,0.0175553,0.032071,0.0330188,0.0211708,0.036227,0.0208763,0.0134987,0.0253822,0.0376719,0.0209627,0.0274217,0.028318,0.0198361,0.026181,0.0583887,0.0245283,0.0216873,0.0260704,0.0165333,0.0231732,0.0159227,0.00722216,0.0306353,0.0596281,0.00841749,0.0128622,0.0177837,0.0252845,0.0242072,0.0211212,0.0438197,0.0305544
52,0.0202912,0.0302877,0.0343459,0.0381505,0.0152533,0.0349905,0.0264476,0.0174112,0.0313464,0.0329593,0.0211728,0.0366595,0.0200574,0.0134305,0.0258182,0.0364827,0.0209377,0.0272813,0.0277286,0.0200686,0.0261692,0.0578677,0.0242248,0.0223606,0.0262943,0.0169678,0.0222919,0.0160376,0.00653285,0.0309308,0.0596242,0.00924396,0.0123812,0.0183365,0.0259282,0.0233531,0.0202472,0.0437163,0.034519
53,0.0180849,0.0295815,0.0345801,0.039223,0.015562,0.035092,0.0268029,0.0173811,0.0308771,0.032806,0.0210152,0.0367465,0.0190207,0.0134172,0.0262017,0.0357992,0.0208996,0.0272302,0.027286,0.0204717,0.0263391,0.0557108,0.0237457,0.0236253,0.0263551,0.017604,0.0215844,0.0162,0.00613743,0.0314015,0.0591206,0.0103011,0.0122282,0.0188901,0.0272503,0.0227223,0.0194358,0.0432184,0.0376798
54,0.0166999,0.0284181,0.0350343,0.0400722,0.0158337,0.0351814,0.0270967,0.0175032,0.0304621,0.0326381,0.0207236,0.0368048,0.0176434,0.0136748,0.0265177,0.0354426,0.0209889,0.027222,0.0268925,0.0204268,0.0266551,0.0524455,0.0231516,0.0257609,0.0262171,0.0183919,0.0214559,0.0162114,0.00612185,0.0318879,0.058216,0.0111859,0.0124396,0.0192495,0.0291316,0.0222539,0.018753,0.0423146,0.0387519
55,0.0167297,0.0270891,0.0354233,0.0407398,0.0161468,0.0353881,0.0272526,0.0177153,0.0299602,0.0325719,0.0202354,0.0369565,0.0159941,0.0140194,0.0266491,0.0351376,0.0211414,0.0272362,0.0265874,0.0204198,0.0270995,0.0487413,0.0224167,0.0289246,0.0258324,0.0192748,0.0221701,0.0164907,0.00644375,0.0324368,0.0564804,0.0115889,0.0129317,0.0196125,0.031188,0.0219284,0.0182577,0.04106,0.037725
56,0.0177209,0.0257144,0.0356892,0.0412793,0.016483,0.0357032,0.0272512,0.0179755,0.0292931,0.0325799,0.0195809,0.0371446,0.0141158,0.014409,0.0266537,0.0346224,0.02138,0.0271756,0.0262999,0.0205353,0.0276611,0.0452056,0.0214651,0.0327111,0.0251958,0.0202003,0.0235863,0.017071,0.0067983,0.0328723,0.0536434,0.0116902,0.0136312,0.0198294,0.0330056,0.0217024,0.0179554,0.039464,0.0357548
