Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40
867,0.0529911,0.0255642,0.0129295,0.0379378,0.00508158,0.119614,0.0363058,0.0768917,0.0780584,0.0169107,0.0250991,0.0229955,0.0715653,0.0196626,0.0126782,0.00269857,0.0994117,0.0723444,0.0669014,0.00773222,0.0473675,0.0825233,0.0270483,0.052244,0.0291515,0.0606124,0.0451695,0.00353277,0.00409871,0.0506667,0.129287,0.0193183,0.0155619,0.00146187,0.0321959,0.0198838,0.0198608,0.0226209,0.0626775,0,0
868,0.053006,0.0255687,0.01296,0.0379624,0.0050629,0.119593,0.0363257,0.0768126,0.0780682,0.0169338,0.0251102,0.0230142,0.0715513,0.0196934,0.0127073,0.00274696,0.0994115,0.0722912,0.0668986,0.00772991,0.0473972,0.0825482,0.0270325,0.0521927,0.0291709,0.0607403,0.0451546,0.00356364,0.00408712,0.0506912,0.129276,0.0193083,0.0156334,0.00148301,0.0321868,0.0199464,0.0199585,0.0226347,0.0626866,0,0
869,0.0530218,0.0255781,0.012987,0.0379851,0.00504933,0.119569,0.0363431,0.0767721,0.0780438,0.016954,0.025116,0.0230245,0.0715348,0.0197098,0.012732,0.00279157,0.0993977,0.0722509,0.0668925,0.00774344,0.0474172,0.0825791,0.0270281,0.0521603,0.0291739,0.0607965,0.0451376,0.00359524,0.00408561,0.050713,0.129281,0.0192982,0.0157085,0.00150228,0.0321772,0.0199453,0.0200172,0.022655,0.0627199,0,0
870,0.0530406,0.0255811,0.0130026,0.0380011,0.00503762,0.119523,0.0363524,0.0767759,0.077986,0.016966,0.0251226,0.0230318,0.0714833,0.0197226,0.0127539,0.00284248,0.0993695,0.0722245,0.0668747,0.00775431,0.0474279,0.0826046,0.0270288,0.0521465,0.0291676,0.0607837,0.045118,0.00362436,0.00407666,0.0507169,0.129288,0.0192893,0.015716,0.0015293,0.0321814,0.0198733,0.0200138,0.0226685,0.0627766,0,0
871,0.0530702,0.0255874,0.0130225,0.0380106,0.00501715,0.11944,0.0363405,0.0768353,0.0778982,0.0169907,0.0251333,0.0230505,0.0714049,0.0197258,0.0127665,0.0028889,0.0993224,0.0721996,0.0668519,0.00774541,0.0474453,0.0826378,0.0270298,0.0521447,0.0291534,0.0606808,0.045095,0.00364679,0.00406431,0.0507072,0.129293,0.0192678,0.0157213,0.0015527,0.0322019,0.0197252,0.0199307,0.0226619,0.0628014,0,0
872,0.0531042,0.0256019,0.0130311,0.0380089,0.00498971,0.119319,0.0363044,0.0768215,0.0777718,0.0170172,0.0251456,0.0230747,0.0714591,0.0197165,0.0127709,0.0029262,0.0992458,0.0721742,0.0668172,0.00773286,0.047463,0.0826669,0.0270265,0.052151,0.0291242,0.0604827,0.0450538,0.00367564,0.00404932,0.0506949,0.129308,0.019233,0.0157416,0.00156938,0.0322439,0.0194746,0.0197679,0.0226354,0.0628116,0,0
873,0.0531504,0.0256187,0.0130324,0.0379986,0.00495201,0.119174,0.0362315,0.0768165,0.0776164,0.0170344,0.0251438,0.0230958,0.0715083,0.0197049,0.0127644,0.002954,0.0991446,0.0721312,0.0667682,0.00773465,0.0474735,0.0826948,0.0270322,0.0521553,0.029092,0.0601824,0.0450078,0.0037017,0.00403024,0.0506785,0.12933,0.0191934,0.0157652,0.00158317,0.0323063,0.0191295,0.0195198,0.0226269,0.062808,0,0
874,0.053202,0.0256427,0.0130363,0.0379867,0.0049213,0.119024,0.03614,0.0768311,0.0774285,0.0170331,0.0251329,0.0231089,0.0715198,0.0196863,0.0127695,0.00297576,0.0990181,0.0720756,0.0667014,0.00774117,0.0474808,0.0827156,0.0270517,0.0521605,0.0290324,0.0597769,0.0449576,0.00372806,0.00399807,0.0506529,0.129354,0.0191515,0.0157818,0.00158967,0.0323733,0.0186845,0.0191752,0.0227266,0.0628046,0,0
875,0.0532527,0.0256671,0.0130469,0.0379687,0.00490625,0.118864,0.0360296,0.0768473,0.0772175,0.0170359,0.0251155,0.0231158,0.0715252,0.0196672,0.0127778,0.00299069,0.0988646,0.0720188,0.0666094,0.00774272,0.0474876,0.082727,0.0270791,0.0521905,0.0289455,0.0592855,0.0449125,0.00375591,0.00396625,0.0506158,0.129383,0.0191002,0.0157875,0.00159254,0.0324335,0.0181258,0.0187474,0.0229768,0.0627939,0,0
876,0.0533251,0.0256811,0.0130455,0.037941,0.00490412,0.118683,0.0358958,0.0768545,0.0769993,0.0170588,0.0250902,0.0231199,0.0715452,0.0196528,0.0127684,0.00299889,0.098688,0.0719572,0.0665154,0.00773804,0.0474943,0.0827168,0.0271282,0.052238,0.0288302,0.0587291,0.0448581,0.00378612,0.0039302,0.0505688,0.129424,0.0190428,0.0157891,0.00159276,0.0325002,0.01749,0.0182558,0.0230745,0.0627785,0,0
877,0.0534125,0.0256935,0.0130408,0.0379055,0.00489539,0.1185,0.035742,0.0768611,0.0767856,0.0170723,0.0250646,0.0231199,0.0715768,0.0196305,0.0127571,0.00301025,0.0985015,0.0718831,0.0664333,0.00773524,0.0474912,0.0826913,0.0271973,0.0522878,0.028706,0.0581461,0.0448058,0.00380342,0.00390263,0.0505256,0.129467,0.0189801,0.0157677,0.00158525,0.032574,0.0168406,0.0177239,0.0230595,0.0627213,0,0
878,0.0534904,0.0257253,0.0130391,0.0378636,0.00486105,0.118338,0.0355801,0.076893,0.0765804,0.0170789,0.0250479,0.0231111,0.0716171,0.0196037,0.012736,0.00302338,0.0983222,0.0718056,0.0663529,0.00774443,0.0474867,0.0826715,0.0272639,0.0523366,0.0285846,0.0575955,0.0447624,0.00381377,0.00389121,0.0504852,0.129505,0.0189129,0.0157417,0.00158454,0.0326475,0.0162317,0.0172019,0.0230038,0.0625931,0,0
879,0.053551,0.0257571,0.0130411,0.0378256,0.00482439,0.118206,0.0354167,0.0769253,0.0763851,0.0170831,0.0250405,0.0231044,0.0716507,0.0195774,0.0127187,0.00303391,0.0981679,0.0717397,0.066283,0.00774914,0.0474774,0.0826481,0.0272989,0.0523867,0.0284729,0.0571356,0.0447384,0.00382978,0.00385641,0.0504443,0.129535,0.0188466,0.015734,0.00159669,0.0326951,0.0157507,0.016761,0.0228577,0.0625327,0,0
880,0.0535929,0.0257794,0.0130409,0.037794,0.00479455,0.118093,0.0352585,0.0769596,0.0762186,0.0170836,0.0250303,0.0230865,0.0716863,0.0195523,0.0127104,0.00304974,0.0980363,0.0716844,0.0662146,0.00774506,0.0474695,0.0826137,0.0273135,0.0524377,0.0283706,0.0567634,0.0447281,0.00384604,0.00381948,0.0504109,0.12957,0.018791,0.0157366,0.00161705,0.0327138,0.0153985,0.0164046,0.0226225,0.0624935,0,0
881,0.0536305,0.0257886,0.013042,0.0377654,0.00475352,0.11799,0.0351193,0.076987,0.0760874,0.0170861,0.025014,0.0230631,0.0717258,0.0195259,0.0127008,0.00307547,0.0979246,0.0716394,0.066178,0.00774286,0.0474622,0.082577,0.0273297,0.0524812,0.0282666,0.0564817,0.0447277,0.00386574,0.00379526,0.0503803,0.129597,0.018748,0.0157471,0.00163601,0.0327219,0.0151494,0.0161201,0.0225865,0.062449,0,0
882,0.0536658,0.025793,0.0130413,0.0377352,0.00471918,0.117897,0.0349998,0.0770185,0.0759734,0.0170984,0.0249987,0.023046,0.0717424,0.0195019,0.0126966,0.0031104,0.0978278,0.0716004,0.0661931,0.00774497,0.0474462,0.082542,0.027358,0.0525147,0.0281499,0.0562879,0.0447328,0.00389285,0.00375569,0.0503552,0.129611,0.0187047,0.0157609,0.00165774,0.0327227,0.0149852,0.015911,0.0227561,0.0624036,0,0
883,0.0536938,0.0258038,0.0130425,0.037705,0.00470628,0.117828,0.0348875,0.0770571,0.0758725,0.0171083,0.0249921,0.0230298,0.071704,0.0194749,0.0126903,0.00314967,0.0977419,0.0715735,0.0661715,0.00776258,0.0474303,0.0825114,0.0273886,0.0525391,0.0280632,0.0561793,0.0447497,0.00390805,0.00372786,0.0503253,0.129616,0.0186627,0.0157718,0.00168102,0.0327178,0.0148844,0.0157613,0.0228321,0.0624061,0,0
884,0.0537194,0.0258204,0.0130459,0.0376801,0.00470795,0.117771,0.0347924,0.0770789,0.0757928,0.0171148,0.0249849,0.0230103,0.0716362,0.0194535,0.0126832,0.00318553,0.0976645,0.0715517,0.066099,0.0077683,0.0474154,0.0824848,0.027396,0.0525642,0.0280069,0.0561455,0.0447616,0.00391586,0.00371563,0.0502901,0.129615,0.0186316,0.0157773,0.00171286,0.0327206,0.0148429,0.0156689,0.0228249,0.0624524,0,0
885,0.0537389,0.0258272,0.0130509,0.0376529,0.00470475,0.117721,0.0347189,0.0770885,0.0757214,0.0171002,0.0249719,0.0229926,0.0717031,0.0194384,0.012676,0.00322215,0.0976003,0.0715355,0.0660122,0.00777566,0.0474054,0.0824622,0.0274028,0.0525954,0.0279533,0.0561704,0.0447733,0.00392393,0.00370104,0.0502589,0.129611,0.0185972,0.0157997,0.00175132,0.0327195,0.0148581,0.0156283,0.022776,0.0624207,0,0
886,0.0537589,0.0258103,0.0130584,0.0376266,0.00468846,0.117662,0.0346583,0.0771041,0.0756599,0.0170813,0.0249579,0.0229864,0.0717514,0.0194282,0.0126828,0.00326486,0.0975498,0.0715194,0.0660086,0.0077865,0.0473887,0.0824502,0.0274068,0.0526243,0.0279146,0.0562319,0.0447967,0.00395069,0.00368225,0.0502351,0.1296,0.0185651,0.0158234,0.00178016,0.0327151,0.0149288,0.0156446,0.0226647,0.0624154,0,0
887,0.0537615,0.0257775,0.0130688,0.0376021,0.00467915,0.117598,0.0346172,0.0771362,0.075602,0.0171217,0.0249544,0.0229807,0.0717489,0.0194141,0.012691,0.00331027,0.0975076,0.0715066,0.0660071,0.0077958,0.0473715,0.0824534,0.0274041,0.0526525,0.0278887,0.0563287,0.0448426,0.003989,0.0036448,0.0502091,0.129575,0.0185415,0.0158431,0.00182067,0.032703,0.0150321,0.0156971,0.0224528,0.0623376,0,0
888,0.0537576,0.0257471,0.0130829,0.0375768,0.00467899,0.11755,0.0345933,0.0771795,0.075548,0.0171555,0.0249558,0.0229788,0.0717307,0.0194005,0.0126969,0.00336399,0.0974692,0.0714775,0.0660003,0.00781111,0.047354,0.0824634,0.0274023,0.0526915,0.0278619,0.0564477,0.0449007,0.00399172,0.00361792,0.050175,0.129537,0.0185209,0.0158614,0.00187048,0.0326895,0.0151527,0.0157818,0.022362,0.0623386,0,0
889,0.0537592,0.0257252,0.0130943,0.0375509,0.00468693,0.117519,0.0345835,0.0772286,0.0754996,0.0171751,0.0249466,0.0229731,0.0717189,0.0193992,0.0126968,0.00342499,0.0974422,0.071444,0.0659719,0.00783559,0.0473404,0.0824661,0.0273948,0.0527394,0.0278385,0.0565843,0.0449696,0.003989,0.00361384,0.0501334,0.129489,0.0184926,0.015873,0.00191568,0.032695,0.0152819,0.015899,0.022351,0.0624163,0,0
890,0.0537599,0.0257039,0.0131065,0.0375282,0.00470876,0.117501,0.0345809,0.0772744,0.0754574,0.0171873,0.024936,0.02297,0.07171,0.0194027,0.012702,0.00348115,0.0974094,0.0714077,0.0658863,0.00786468,0.0473294,0.0824593,0.027398,0.0528101,0.0278116,0.0567289,0.0450508,0.0039892,0.00361084,0.0501084,0.129452,0.0184543,0.0158788,0.00196839,0.0327162,0.0153995,0.0160325,0.0223367,0.0624588,0,0
891,0.053757,0.025681,0.0131198,0.0375112,0.00472564,0.117498,0.0345963,0.077327,0.0754244,0.0172002,0.024928,0.0229704,0.0716516,0.0194073,0.0127021,0.00353916,0.0973763,0.0713709,0.0658259,0.00789361,0.0473278,0.0824473,0.0273977,0.0529015,0.0277975,0.0568714,0.0451324,0.00399414,0.00359411,0.0500998,0.129422,0.0184184,0.0158887,0.00202078,0.0327442,0.0155325,0.0161734,0.0223031,0.062482,0,0
892,0.0537533,0.0256533,0.013132,0.0374971,0.0047551,0.117493,0.0346319,0.0773794,0.0753837,0.0172138,0.0249238,0.0229596,0.0715181,0.0194029,0.0127031,0.00359835,0.0973386,0.0713384,0.0657929,0.00791839,0.0473263,0.0824367,0.0274003,0.0529856,0.0277877,0.057006,0.0452151,0.00399879,0.00356227,0.0500859,0.12939,0.0183795,0.0159074,0.00206513,0.0327923,0.0156673,0.0163164,0.0222473,0.062521,0,0
893,0.0537482,0.0256129,0.0131452,0.0374806,0.00480344,0.117474,0.034696,0.0774211,0.0753349,0.0172333,0.0249223,0.022934,0.0714431,0.0193994,0.0126962,0.00366674,0.0973035,0.0712971,0.0657704,0.00795152,0.0473144,0.0824191,0.0274103,0.0530718,0.0277828,0.0571518,0.0453138,0.0040021,0.0035029,0.0500653,0.129362,0.0183401,0.0159194,0.00211331,0.0328369,0.0158054,0.0164732,0.022184,0.0625482,0,0
894,0.0537438,0.0255666,0.0131579,0.0374667,0.00487461,0.117442,0.034799,0.0774495,0.0752734,0.0172509,0.0249136,0.0229093,0.0714086,0.0193894,0.0126779,0.003738,0.0972687,0.0712511,0.0657427,0.00799469,0.047301,0.0823891,0.027421,0.0531629,0.0277938,0.0573372,0.0454168,0.00399545,0.00346775,0.0500449,0.129347,0.0183028,0.0159313,0.00218261,0.0328645,0.0159363,0.0166438,0.02212,0.0625541,0,0
895,0.0537498,0.0255288,0.0131765,0.0374557,0.00498054,0.117396,0.0349505,0.0774624,0.0752143,0.0172576,0.0249022,0.022902,0.0713636,0.0193804,0.0126629,0.0037998,0.0972218,0.0711972,0.0656686,0.00803559,0.0472981,0.0823505,0.0274507,0.0532583,0.0278272,0.0575656,0.0455288,0.00398634,0.00344424,0.0500167,0.129324,0.0182584,0.0159427,0.0022554,0.0328904,0.0160741,0.0168354,0.0220632,0.0625607,0,0
896,0.0537572,0.0254992,0.0131939,0.0374476,0.00519971,0.117355,0.0351735,0.0774406,0.0751581,0.0172654,0.0248901,0.0229065,0.0713157,0.0193702,0.0126696,0.00386667,0.0971713,0.07115,0.0656512,0.00807866,0.0472987,0.0823154,0.0275459,0.0533601,0.0278926,0.0578071,0.0456502,0.0039801,0.00339213,0.0499945,0.129292,0.0182052,0.0159579,0.00231901,0.0329164,0.0162308,0.0170353,0.0220071,0.0625659,0,0
897,0.0537568,0.0254483,0.0132058,0.0374356,0.00557097,0.11733,0.0355217,0.0773821,0.0751075,0.0172819,0.0248827,0.0229049,0.0713132,0.0193605,0.0126796,0.00393593,0.0971223,0.0711144,0.0656254,0.00812526,0.0473015,0.0822817,0.027759,0.0534647,0.0280002,0.058033,0.0457703,0.00397009,0.00334601,0.049976,0.129239,0.0181448,0.0159732,0.00238861,0.0329438,0.0164097,0.0172409,0.0219437,0.0625809,0,0
898,0.0537418,0.0253532,0.0132172,0.0374162,0.00608702,0.117307,0.0360466,0.0772855,0.0750488,0.0173026,0.0248771,0.0229024,0.0713908,0.0193538,0.0126808,0.00401289,0.097076,0.0710858,0.0655932,0.00817218,0.0473015,0.0822339,0.0281499,0.0535667,0.0281804,0.0582407,0.045859,0.00397619,0.00330979,0.0499601,0.129175,0.0180885,0.0159862,0.00246609,0.0329723,0.0165937,0.0174451,0.0218745,0.0626063,0,0
899,0.0537184,0.0252192,0.0132302,0.0373976,0.00684098,0.117278,0.0367802,0.0771888,0.0749903,0.0173222,0.0248638,0.0228977,0.0714198,0.0193457,0.0126742,0.00408501,0.0970408,0.0710561,0.0655533,0.00821463,0.0473039,0.0821739,0.0287576,0.0536671,0.0284987,0.0584301,0.0459108,0.00398059,0.00327066,0.0499467,0.129087,0.0180351,0.0159998,0.00253913,0.0330018,0.0167757,0.0176362,0.0217984,0.0626073,0,0
900,0.0536979,0.0250433,0.0132472,0.0373742,0.00793378,0.117243,0.0377671,0.077104,0.0749312,0.0173398,0.0248452,0.0228944,0.0714176,0.0193417,0.012677,0.00414741,0.0969984,0.0710202,0.065492,0.00826562,0.0473099,0.0820924,0.0295901,0.0537769,0.0289894,0.0586118,0.0460062,0.00398594,0.00322955,0.0499305,0.128972,0.0179834,0.0160187,0.00260223,0.0330352,0.0169202,0.0178258,0.0216983,0.0626119,0,0
901,0.0536789,0.0248307,0.0132624,0.0373514,0.00949965,0.117204,0.039089,0.0770225,0.0748528,0.0173648,0.024832,0.0228998,0.071434,0.0193363,0.0126839,0.00420273,0.0969557,0.0709884,0.0653978,0.00831496,0.0473189,0.0819874,0.0307441,0.0539117,0.0296694,0.0587856,0.0461383,0.00400899,0.00320088,0.0499121,0.128827,0.0179335,0.0160461,0.0026748,0.0330823,0.0170232,0.0180163,0.0215727,0.0625983,0,0
902,0.0536475,0.024607,0.0132755,0.0373323,0.0114985,0.117168,0.0407904,0.0769659,0.0747519,0.0173813,0.0248306,0.0229104,0.071468,0.019335,0.0126981,0.00425457,0.096914,0.0709608,0.0653346,0.00834566,0.0473272,0.0818436,0.0322492,0.0540768,0.0306008,0.0589384,0.0462828,0.00404998,0.00318351,0.0498922,0.128656,0.0178706,0.0160764,0.00274545,0.0331453,0.0170853,0.0181925,0.0214132,0.0625688,0,0
903,0.0536078,0.0243925,0.0132878,0.0373058,0.0139348,0.117123,0.042887,0.0769283,0.0746385,0.0173924,0.0248225,0.0229204,0.0715099,0.0193309,0.0127081,0.00429457,0.0968635,0.07093,0.0652675,0.00836354,0.0473379,0.0816536,0.0341551,0.0542691,0.0318416,0.0590435,0.0464432,0.00409185,0.00315949,0.0498691,0.128459,0.0178091,0.0161131,0.00279679,0.033215,0.0171138,0.018347,0.0212432,0.0625164,0,0
904,0.0535684,0.0242081,0.0132972,0.0372788,0.0167421,0.117062,0.045353,0.0768905,0.0745091,0.0174045,0.0248112,0.022931,0.0715633,0.0193238,0.0127179,0.00432121,0.0967865,0.0708912,0.0651813,0.00837201,0.0473374,0.0814331,0.0364653,0.05448,0.0334198,0.059102,0.0466143,0.00414322,0.00314178,0.0498365,0.128249,0.0177539,0.0161533,0.00283159,0.0332945,0.017111,0.0184422,0.0210734,0.0624267,0,0
905,0.0535262,0.0240803,0.013316,0.0372463,0.0199296,0.117002,0.0481771,0.0768337,0.0743534,0.0174235,0.0248055,0.0229359,0.071618,0.0193246,0.0127271,0.00433537,0.0966932,0.0708402,0.0650736,0.00837319,0.0473307,0.0811893,0.0391025,0.0547131,0.0353494,0.0591374,0.0468237,0.00421111,0.00312377,0.0498014,0.12802,0.0177103,0.0161958,0.00286891,0.03338,0.0170635,0.0184974,0.0208941,0.0622719,0,0
906,0.0534885,0.024023,0.0133327,0.0372167,0.0235347,0.11694,0.051322,0.0767634,0.0741656,0.0174341,0.0247992,0.0229286,0.0716628,0.0193269,0.012748,0.00433441,0.0965689,0.0707812,0.0649503,0.00836159,0.0473153,0.0809011,0.0420582,0.0549607,0.0376986,0.0591517,0.0470691,0.0042907,0.00311902,0.0497651,0.127783,0.017676,0.0162425,0.00290229,0.0333907,0.0169718,0.0185251,0.0208111,0.0620879,0,0
907,0.0534266,0.0239849,0.0133398,0.0371912,0.0274492,0.116861,0.05476,0.0766819,0.0739551,0.0174436,0.0247985,0.0229091,0.0716952,0.0193409,0.0127683,0.00431981,0.0964216,0.0706984,0.0648016,0.0083272,0.047292,0.0806013,0.0453178,0.0552111,0.0403815,0.0591339,0.0472881,0.004373,0.00312557,0.0497159,0.127528,0.0176484,0.0162789,0.0029182,0.0333195,0.0168651,0.0185401,0.0208605,0.0620066,0,0
908,0.0533221,0.0239327,0.0133451,0.0371655,0.0314807,0.116764,0.0584252,0.0765674,0.0737185,0.0174541,0.0247915,0.0228896,0.0717255,0.0193645,0.0127949,0.00429068,0.0962674,0.0705842,0.0646242,0.00827836,0.0472507,0.0802869,0.0488005,0.0554624,0.0434047,0.05909,0.047494,0.0044682,0.00314304,0.0496501,0.127249,0.0176256,0.0163114,0.00292695,0.0333434,0.0167432,0.0185554,0.0206978,0.0618901,0,0
909,0.0532095,0.0238344,0.0133599,0.037147,0.035574,0.116659,0.0622277,0.0764354,0.0734558,0.0174704,0.0247894,0.0228642,0.0717543,0.0193934,0.0128255,0.00424602,0.0961084,0.0704592,0.064426,0.00822537,0.0471905,0.0799756,0.0523413,0.0557092,0.0467242,0.0590352,0.0477105,0.00456247,0.00317029,0.0495711,0.126956,0.0176153,0.0163478,0.0029177,0.0334755,0.0166104,0.0185646,0.0203097,0.0617115,0,0
910,0.0531435,0.0236898,0.0133683,0.0371205,0.0396884,0.116547,0.0660993,0.0762684,0.073157,0.0174849,0.0247987,0.0228373,0.0717724,0.0194223,0.0128556,0.00419113,0.0959248,0.0703178,0.0642264,0.00816454,0.0471401,0.0796692,0.055769,0.0559629,0.0502593,0.0589808,0.0479375,0.00464777,0.00320678,0.0495061,0.126659,0.0176162,0.0163838,0.0029062,0.0335597,0.0164896,0.0185629,0.0200045,0.0615207,0,0
911,0.0531143,0.0235154,0.0133723,0.0370933,0.0437452,0.116424,0.0700195,0.0760982,0.0728324,0.0174956,0.0247934,0.0228144,0.0717844,0.0194565,0.0128747,0.00412803,0.0957181,0.0701455,0.0640117,0.00808881,0.0470886,0.0793674,0.0590288,0.0562318,0.0539259,0.0589382,0.048186,0.00473567,0.00326029,0.049458,0.126369,0.0176315,0.016406,0.00287479,0.0336066,0.0163756,0.0185617,0.0197892,0.0613461,0,0
912,0.0530855,0.0233253,0.013374,0.0370671,0.0476922,0.116284,0.0739578,0.0759558,0.0725107,0.017502,0.0247962,0.022801,0.0717899,0.0194934,0.0128979,0.00406872,0.0955019,0.0699578,0.0637825,0.00800455,0.0470218,0.0790641,0.0623023,0.0565178,0.0576619,0.0589167,0.0484719,0.00482694,0.00332594,0.049411,0.126091,0.0176504,0.0164178,0.00284353,0.033669,0.0163028,0.0185756,0.0195836,0.0611679,0,0
913,0.0530596,0.023141,0.0133707,0.0370387,0.0514805,0.116135,0.0778336,0.0758518,0.0722286,0.0175009,0.0248128,0.0227726,0.0717811,0.0195238,0.012925,0.00399867,0.095282,0.0697671,0.063565,0.00792987,0.0469466,0.0787745,0.0654476,0.0568212,0.061451,0.0589343,0.0487824,0.0048992,0.00337788,0.0493567,0.125843,0.0176837,0.0164254,0.00280624,0.0337537,0.0162599,0.0186213,0.0193629,0.0609592,0,0
914,0.0530446,0.0229696,0.0133643,0.0370136,0.055093,0.115973,0.081646,0.0757653,0.071947,0.0174912,0.0248397,0.0227439,0.0717535,0.0195542,0.0129468,0.00392594,0.0950694,0.0695675,0.0633835,0.0078501,0.046879,0.0785199,0.0684604,0.0571467,0.0652645,0.0589822,0.0491085,0.004962,0.00341691,0.0492997,0.125636,0.0177358,0.0164249,0.00276312,0.0338602,0.016258,0.0187034,0.0191328,0.060722,0,0
915,0.0530111,0.0228178,0.0133625,0.0369952,0.0585223,0.115803,0.0853923,0.0756367,0.0716174,0.0174894,0.0248596,0.0227142,0.0717005,0.0195913,0.0129679,0.00386841,0.0948957,0.0693585,0.0632196,0.00776916,0.0468151,0.0783178,0.0712267,0.0575012,0.0689817,0.0590615,0.0494425,0.00501399,0.00347142,0.0492507,0.125464,0.0177942,0.0164127,0.00270776,0.0339818,0.0162901,0.0188087,0.0189081,0.060548,0,0
916,0.0529931,0.0226607,0.013363,0.036984,0.0616623,0.115636,0.0890165,0.0754595,0.0712732,0.0174836,0.0248736,0.0226808,0.0716713,0.0196174,0.0129827,0.00380712,0.0947571,0.0691467,0.0630327,0.00770592,0.0467318,0.0781733,0.0735291,0.057855,0.0725673,0.0591725,0.0497765,0.0050511,0.00353425,0.0492059,0.125314,0.0178462,0.0163966,0.00265938,0.0340999,0.0163594,0.01894,0.0186878,0.0604323,0,0
917,0.0529951,0.0224861,0.0133678,0.0369707,0.0644455,0.11547,0.0923764,0.0752136,0.0709256,0.017477,0.0248816,0.0226445,0.0716862,0.0196293,0.0129856,0.00374313,0.0946377,0.0689448,0.062841,0.00764594,0.046642,0.0780584,0.0754439,0.058185,0.0759914,0.0592845,0.0500959,0.0050698,0.00358229,0.0491659,0.12519,0.0178976,0.0163682,0.00261434,0.034211,0.0164413,0.0190877,0.0184609,0.0602716,0,0
918,0.0529896,0.0222803,0.0133633,0.0369432,0.0669226,0.115289,0.0954511,0.074871,0.0705835,0.017467,0.0248907,0.0226024,0.0716766,0.0196326,0.0129796,0.00368844,0.0945225,0.0687288,0.0626383,0.00758386,0.0465481,0.0779804,0.0770318,0.0584912,0.0791652,0.0593861,0.0503965,0.00507845,0.00363235,0.049129,0.125083,0.0179631,0.0163208,0.00255824,0.0343178,0.016538,0.0192444,0.0182491,0.0601586,0,0
919,0.0529875,0.0220351,0.0133472,0.0369129,0.0690895,0.115097,0.0983016,0.0744413,0.0702644,0.0174467,0.0248954,0.0225462,0.0715554,0.0196304,0.0129616,0.00364366,0.0944072,0.0684674,0.0624341,0.00753563,0.0464536,0.0779334,0.078305,0.0587902,0.0820071,0.0594864,0.0506915,0.00507019,0.00371159,0.0491015,0.124953,0.0180374,0.0162716,0.00249835,0.0344233,0.0166506,0.0194165,0.0180556,0.0600888,0,0
920,0.0529849,0.0217537,0.0133302,0.0368869,0.0709575,0.114915,0.100946,0.0739795,0.0699609,0.0174284,0.0248998,0.022481,0.0713152,0.0196245,0.0129366,0.00360508,0.0942925,0.0681539,0.0622656,0.00749127,0.0463663,0.0779034,0.07929,0.059072,0.0845916,0.059596,0.050979,0.00504079,0.00378559,0.0490861,0.1248,0.018116,0.0162159,0.00244686,0.0345495,0.0167739,0.0196168,0.0178744,0.0600659,0,0
921,0.0530076,0.0214505,0.0133138,0.0368638,0.0725142,0.114734,0.103381,0.0735114,0.0696571,0.0174147,0.0249093,0.0224219,0.0712221,0.0196114,0.012919,0.00358169,0.0942043,0.0678338,0.0621053,0.00745053,0.0462878,0.0778798,0.0799627,0.0593294,0.0870948,0.0597284,0.0512352,0.005005,0.00382929,0.0490737,0.124654,0.0181901,0.0161559,0.00241247,0.0346675,0.0169239,0.0198329,0.0177203,0.0600807,0,0
922,0.0530768,0.0211597,0.013298,0.0368349,0.0736942,0.11454,0.105567,0.0730233,0.0693754,0.0173989,0.0249241,0.02236,0.0713001,0.0195827,0.0128958,0.00358357,0.0941402,0.0675545,0.0619582,0.0074422,0.0462165,0.0778704,0.0803805,0.0595762,0.0892625,0.0598962,0.0514712,0.00496789,0.00385175,0.0490773,0.124494,0.0182586,0.0160998,0.00236846,0.0347624,0.0170759,0.0200581,0.0176954,0.0601167,0,0
923,0.053138,0.0209078,0.0132807,0.0368082,0.07476,0.114345,0.107535,0.0725278,0.0691165,0.0173795,0.0249322,0.022302,0.0713203,0.0195589,0.0128738,0.00359833,0.0941003,0.067313,0.0618441,0.00744718,0.0461669,0.0778662,0.0805755,0.0598148,0.0910078,0.0601101,0.0517127,0.00491622,0.0038565,0.0490988,0.124325,0.0183251,0.0160716,0.00234106,0.0348464,0.0172429,0.0202906,0.0178492,0.0601836,0,0
924,0.0531635,0.0207158,0.0132727,0.0367905,0.0756061,0.114171,0.109333,0.0720737,0.0688991,0.0173555,0.0249403,0.0222519,0.0712868,0.0195384,0.0128593,0.00363363,0.0940862,0.0670926,0.0617717,0.00745406,0.0461312,0.0778685,0.0805827,0.0600483,0.0927184,0.0603633,0.0519394,0.00484701,0.00387795,0.0491402,0.124165,0.0183917,0.0160587,0.00233979,0.0349398,0.0174383,0.0205317,0.0178377,0.0603274,0,0
