Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40
All Timesteps RMSE,0.0489309,0.0225896,0.0107209,0.0372223,0.0246994,0.114925,0.0463811,0.076292,0.0742641,0.0140485,0.0226106,0.0231282,0.07024,0.017945,0.0108725,0.00437353,0.0973402,0.0708511,0.0672971,0.00758876,0.0463414,0.0760203,0.0329797,0.0562608,0.0362314,0.0579809,0.0477846,0.00425799,0.00434394,0.048687,0.120796,0.0188457,0.0157347,0.00214875,0.0359466,0.0159225,0.0211134,0.0215658,0.0577856,0,0
0,0.0459767,0.0220712,0.0130276,0.048863,0.0139501,0.117508,0.0150039,0.0908039,0.0923909,0.0149095,0.0236674,0.0332075,0.0766709,0.0265698,0.0157379,0.00972225,0.128671,0.0904223,0.0662449,0.00980385,0.0523977,0.0647834,0.0273779,0.0540405,0.0213966,0.0743494,0.0454709,0.00790223,0.00833924,0.0534117,0.105502,0.0219067,0.0225324,0.00514386,0.0358651,0.00592733,0.0297236,0.0212884,0.0511416,0,0
1,0.0453782,0.0214236,0.0127236,0.0485194,0.0127841,0.118195,0.0152077,0.0868178,0.089193,0.0146076,0.0234206,0.0329493,0.0759437,0.026206,0.0153638,0.0095211,0.124176,0.0873285,0.0657094,0.00961054,0.0522542,0.0645539,0.0265623,0.0543814,0.0210271,0.0724717,0.0454022,0.0075684,0.00812921,0.0533042,0.105133,0.0218435,0.0223651,0.00484751,0.0358694,0.00548018,0.0281833,0.0201848,0.0510694,0,0
2,0.0448023,0.0207618,0.0124439,0.0482041,0.0115937,0.118413,0.0155457,0.0840037,0.0856856,0.0143189,0.0231871,0.032712,0.0751708,0.0258585,0.0150236,0.00934025,0.119749,0.083951,0.0655093,0.00944037,0.0521564,0.0643572,0.025739,0.054677,0.0206518,0.0707338,0.0454741,0.00724732,0.00793719,0.0532037,0.104782,0.0217668,0.0221914,0.00458801,0.0358565,0.00514832,0.0268394,0.019673,0.0510277,0,0
3,0.0442355,0.0200933,0.0121924,0.0479063,0.0103383,0.118217,0.0160052,0.0821335,0.0822534,0.0141544,0.0229678,0.0325178,0.0742793,0.0255405,0.0147103,0.00918939,0.115476,0.0805369,0.0656981,0.00929893,0.0520885,0.064197,0.0249096,0.0549361,0.020331,0.0691994,0.0455147,0.0069531,0.00775842,0.0531116,0.104465,0.0216747,0.0219976,0.00437079,0.0358601,0.00495938,0.0256613,0.0193735,0.0510137,0,0
4,0.0436806,0.0194345,0.0119563,0.0476264,0.00902086,0.117694,0.0165748,0.0810104,0.0792074,0.0140107,0.0227633,0.0323672,0.0732704,0.0252513,0.0144194,0.00905758,0.111527,0.0773682,0.0662368,0.00916299,0.0520361,0.0640795,0.0240814,0.0551704,0.0200482,0.0678843,0.0454979,0.00668395,0.00759283,0.0530237,0.10418,0.0215696,0.0218114,0.00419681,0.0359133,0.00491044,0.024691,0.0191147,0.0510162,0,0
5,0.0431396,0.0187973,0.01173,0.0473583,0.00765002,0.116968,0.0172382,0.0804966,0.0767321,0.0138115,0.022575,0.0322241,0.0723475,0.0249782,0.0141525,0.00893689,0.108054,0.0746355,0.0670224,0.00903418,0.0519901,0.0640021,0.0232568,0.0553879,0.0197924,0.0668037,0.0454693,0.00643435,0.00743664,0.0529388,0.103928,0.0214553,0.0217421,0.00403362,0.0360154,0.00494543,0.0239407,0.0188794,0.051032,0,0
6,0.0426146,0.0181808,0.0115082,0.0470882,0.0062414,0.11616,0.0179583,0.0804805,0.0748652,0.0135998,0.0223897,0.0320774,0.0715006,0.0246985,0.0139016,0.00882494,0.105125,0.0724551,0.0678975,0.00890952,0.0519458,0.0639666,0.0224615,0.0555811,0.0195798,0.065947,0.0454613,0.00618878,0.00728594,0.0528402,0.103705,0.0213337,0.0216339,0.00386033,0.0361447,0.00499521,0.0233409,0.0186906,0.0510291,0,0
7,0.0421183,0.0176156,0.0112863,0.0468124,0.00488752,0.115369,0.0186895,0.0807309,0.0735564,0.0134608,0.022203,0.0319272,0.0706969,0.0244075,0.0136465,0.0087092,0.102702,0.0708488,0.0687247,0.00879019,0.0518774,0.0639675,0.0217177,0.0557343,0.019399,0.0652728,0.0454612,0.0059397,0.00712666,0.0527181,0.10349,0.0212123,0.0214813,0.00368411,0.0362633,0.00500973,0.0228861,0.0185383,0.0509983,0,0
8,0.0416588,0.0171107,0.0110578,0.046521,0.00379708,0.114644,0.0193979,0.0811017,0.0726939,0.0132857,0.0220157,0.0317609,0.069944,0.0240999,0.0133689,0.00858654,0.100812,0.06971,0.0694353,0.00868749,0.051771,0.0639797,0.0210305,0.0558516,0.0192462,0.0647559,0.0454774,0.00568093,0.00694457,0.0525658,0.103279,0.021087,0.0213457,0.00350963,0.0363493,0.00496473,0.0225781,0.0184016,0.0510066,0,0
9,0.0412454,0.0166566,0.0108258,0.0462145,0.00281687,0.114018,0.0200713,0.0815685,0.0721549,0.0130537,0.0218212,0.0315661,0.0692555,0.0237897,0.0130759,0.00845663,0.0993341,0.0689513,0.070008,0.00857414,0.0516264,0.0639721,0.0204156,0.0559698,0.0191107,0.0643775,0.0455325,0.00541184,0.00674244,0.0523946,0.103071,0.0209552,0.021139,0.00332879,0.0364586,0.00486513,0.0223721,0.0182983,0.0510604,0,0
10,0.040896,0.0162537,0.0105833,0.0459062,0.00199425,0.113513,0.0206881,0.0820586,0.0718389,0.0128699,0.0216262,0.0313385,0.0686627,0.0234729,0.0127643,0.00832429,0.098234,0.0684607,0.0704376,0.00845468,0.0514395,0.0639341,0.0198726,0.0561129,0.0190006,0.0641094,0.0456246,0.0051198,0.0065223,0.0522095,0.102858,0.0208266,0.0208697,0.00313159,0.0364934,0.00472498,0.0222205,0.0183134,0.0511454,0,0
11,0.0405919,0.015909,0.0103384,0.0455981,0.00141633,0.113129,0.0212228,0.0825063,0.0716823,0.0127573,0.021442,0.0310943,0.0681827,0.0231452,0.0124355,0.00818499,0.0974437,0.0681512,0.070741,0.00834216,0.0512188,0.0638385,0.0193702,0.0562808,0.0189069,0.0639295,0.0457536,0.00480836,0.00629745,0.0520063,0.102645,0.0207035,0.0206243,0.00293915,0.0365513,0.00454928,0.0220791,0.0183915,0.0511982,0,0
12,0.0403311,0.0156051,0.0100918,0.0452907,0.00117508,0.112846,0.0216654,0.0828524,0.0716184,0.0125991,0.0212533,0.0308368,0.0678086,0.0228158,0.0121096,0.00804871,0.0968999,0.0679551,0.0709451,0.0082517,0.0509792,0.0636999,0.0189213,0.0564566,0.0188053,0.0638187,0.045928,0.00449159,0.00605944,0.0517875,0.102454,0.0205879,0.0203465,0.00275401,0.0366532,0.00434361,0.0219952,0.018138,0.0512228,0,0
13,0.0401035,0.0153332,0.00985748,0.0449829,0.00123148,0.112655,0.022028,0.0830927,0.0716337,0.0123864,0.0210735,0.0305534,0.0674594,0.022487,0.0117957,0.00792084,0.0965513,0.0678387,0.0710645,0.00817247,0.0507213,0.0635391,0.0185247,0.0566409,0.0187115,0.0637571,0.0461133,0.00417173,0.00581418,0.0515661,0.102282,0.0204752,0.020033,0.00258505,0.0367237,0.004116,0.0219742,0.0178991,0.0512446,0,0
14,0.0399106,0.015092,0.00963558,0.0446743,0.00143057,0.11252,0.022329,0.083242,0.0716971,0.0121811,0.020907,0.0302608,0.0672355,0.0221597,0.0114844,0.00779035,0.096331,0.0677911,0.0711105,0.00808139,0.0504439,0.063375,0.0181612,0.0568217,0.0186837,0.0637243,0.046288,0.00386504,0.00558293,0.0513421,0.102127,0.0203679,0.0197406,0.00243526,0.0367643,0.00387711,0.0219431,0.0178152,0.051267,0,0
15,0.0397546,0.0148714,0.00942014,0.0443703,0.00168379,0.112419,0.0225869,0.0833045,0.0717765,0.0120755,0.0207499,0.0299709,0.0670466,0.021838,0.0111637,0.00766064,0.0961632,0.0677935,0.0711087,0.00801907,0.0501639,0.0632052,0.0178415,0.0569929,0.0186521,0.0637126,0.0464566,0.00357633,0.00537366,0.0511231,0.101962,0.02028,0.019418,0.00230327,0.0367997,0.00364473,0.0218823,0.0178816,0.0512998,0,0
16,0.039601,0.0146739,0.0092146,0.0440746,0.0019343,0.112341,0.0228051,0.0832813,0.0718618,0.0119405,0.020605,0.0296811,0.066875,0.0215412,0.0108478,0.00754241,0.0960665,0.0678367,0.0710787,0.00802924,0.0498865,0.0630419,0.0175657,0.057154,0.0186061,0.0637246,0.0466241,0.00330161,0.00518203,0.050904,0.101781,0.0202081,0.019124,0.00220174,0.036838,0.00343435,0.0218179,0.0178011,0.0513493,0,0
17,0.0394486,0.0144916,0.00902871,0.0437884,0.00215163,0.112278,0.0229918,0.0832217,0.0719633,0.0117695,0.020476,0.0293909,0.0667313,0.0212564,0.0105478,0.0074393,0.0960355,0.0678975,0.0710422,0.00810033,0.0496031,0.062881,0.0173312,0.0572953,0.0185649,0.0637512,0.0467796,0.00304254,0.00501519,0.0506825,0.101601,0.0201534,0.0188549,0.00215138,0.0368545,0.00323716,0.0217439,0.0176234,0.0513936,0,0
18,0.0393121,0.0143172,0.00886046,0.0435092,0.00234156,0.112221,0.0231567,0.0831381,0.0720616,0.0116915,0.020354,0.0291132,0.0666268,0.0209726,0.0102711,0.00735629,0.0960461,0.0679588,0.0710097,0.00794093,0.0493184,0.0627129,0.0171192,0.0574172,0.0185478,0.0637802,0.0469245,0.00281314,0.00487838,0.0504689,0.101423,0.0201142,0.0186142,0.00213618,0.0368403,0.0030584,0.0216882,0.0174431,0.0514165,0,0
19,0.0391741,0.0141482,0.0087061,0.0432383,0.00261084,0.112184,0.0233093,0.0830171,0.072154,0.0116066,0.0202451,0.0288376,0.0665533,0.0206996,0.010005,0.00727684,0.0960725,0.0680178,0.0709874,0.00781652,0.0490326,0.0625238,0.0169168,0.0575283,0.0185564,0.0638085,0.0470655,0.00260787,0.00476625,0.0502644,0.101245,0.0200881,0.018398,0.00216497,0.0368065,0.00290194,0.021695,0.017271,0.0514347,0,0
20,0.0390272,0.0140041,0.0085624,0.0429741,0.00298738,0.112166,0.0234522,0.0829082,0.0722432,0.0115138,0.020147,0.0285627,0.0665029,0.0204416,0.00974663,0.00720652,0.0961111,0.0681015,0.0709658,0.0077803,0.0487569,0.0623219,0.0167202,0.0576488,0.0185661,0.0638255,0.0472137,0.00242671,0.00467272,0.0500829,0.101084,0.0200622,0.0181623,0.00222571,0.0367659,0.00276625,0.0217074,0.0171041,0.0514496,0,0
21,0.0389032,0.0138806,0.0084382,0.0427165,0.00324398,0.112161,0.0235892,0.0828322,0.0723304,0.0114322,0.0200694,0.0282872,0.0664604,0.0201925,0.00950521,0.00714092,0.0961567,0.0681964,0.0709667,0.00776604,0.0484868,0.0621313,0.0165452,0.0577811,0.018568,0.063831,0.0473587,0.00228792,0.00460222,0.0499035,0.100927,0.0200426,0.0178962,0.00230681,0.0367488,0.00264393,0.0216804,0.0169445,0.0514673,0,0
22,0.0387937,0.0137593,0.00833083,0.042463,0.00338967,0.112145,0.0237048,0.0827957,0.0724106,0.0113677,0.019997,0.0280115,0.0663994,0.0199495,0.00927789,0.00708645,0.0961936,0.0682882,0.0709707,0.00774104,0.0482289,0.0619575,0.0163848,0.0579113,0.0185618,0.0638375,0.0474963,0.00218728,0.00454518,0.0497223,0.100763,0.0200354,0.0176773,0.00240797,0.0367363,0.00253129,0.021641,0.0167871,0.0514903,0,0
23,0.0386886,0.013647,0.00823119,0.0422136,0.00343052,0.112114,0.0237821,0.0827759,0.0724659,0.011311,0.0199277,0.0277474,0.0662972,0.0197127,0.00905902,0.00705289,0.0962003,0.0683696,0.0709659,0.00774394,0.0479738,0.0617991,0.016231,0.058027,0.0185568,0.0638619,0.0476138,0.00211807,0.00450131,0.0495426,0.100606,0.0200399,0.0174998,0.00251712,0.0367119,0.00242071,0.0216616,0.0166494,0.0515089,0,0
24,0.0385966,0.0135492,0.00813564,0.0419749,0.00335848,0.112065,0.0238271,0.0827398,0.072502,0.0112199,0.0198658,0.0274933,0.0662415,0.0194954,0.00884909,0.00702692,0.0961917,0.0684431,0.0709531,0.00782777,0.0477267,0.0616628,0.0160868,0.0581278,0.0185422,0.0639048,0.0477252,0.0020924,0.0044664,0.0493699,0.100452,0.0200348,0.0172881,0.00265228,0.036674,0.00230515,0.021688,0.0165183,0.0515259,0,0
25,0.0385142,0.0134688,0.00804814,0.0417357,0.0033795,0.112003,0.0238647,0.0826776,0.0725293,0.0110821,0.0198113,0.0272507,0.0662066,0.0192885,0.00866317,0.00701152,0.0961652,0.0685026,0.0709373,0.00799373,0.0474858,0.0615351,0.0159658,0.0581996,0.0185153,0.0639456,0.0478352,0.00209068,0.00444434,0.0492016,0.100313,0.0200193,0.0170566,0.00280727,0.0366304,0.00220449,0.0216939,0.0162952,0.0515341,0,0
26,0.0384397,0.0133826,0.00797831,0.0415005,0.00344972,0.111916,0.0238865,0.0826325,0.0725604,0.0110386,0.0197526,0.027012,0.0661794,0.0190845,0.00848905,0.00700095,0.0961294,0.0685671,0.0709263,0.00797157,0.0472417,0.0614068,0.0158581,0.0582592,0.0184788,0.0639756,0.0479348,0.0021087,0.00444584,0.0490433,0.100194,0.0200122,0.0168681,0.0029669,0.0365773,0.00212274,0.0216437,0.0159431,0.0515381,0,0
27,0.0383744,0.0132899,0.00792299,0.0412624,0.00351747,0.111816,0.0239164,0.0826063,0.07259,0.0110731,0.0197,0.0267712,0.0661533,0.0188833,0.00832505,0.00699602,0.0960981,0.0686408,0.0709192,0.00802647,0.0470001,0.0612663,0.0157515,0.0583247,0.0184393,0.0639755,0.04802,0.00214716,0.00446059,0.0488889,0.100091,0.0200079,0.0166831,0.00311775,0.0365158,0.00207195,0.0215835,0.0157162,0.051547,0,0
28,0.0383101,0.0132081,0.00788281,0.0410301,0.00357572,0.111727,0.0239459,0.0825939,0.0726097,0.0110369,0.0196494,0.0265468,0.0661092,0.0186938,0.00816815,0.00700041,0.0960551,0.0687139,0.0709302,0.00788632,0.0467651,0.0611288,0.0156575,0.058411,0.018389,0.0639471,0.0481024,0.00220228,0.00447311,0.0487316,0.09999,0.0199982,0.0164836,0.0032638,0.0364715,0.00204266,0.0215541,0.0156064,0.0515637,0,0
29,0.0382419,0.0131355,0.00784673,0.0408133,0.003638,0.111645,0.0239584,0.0825814,0.0726282,0.0109703,0.0196087,0.0263318,0.0660494,0.0185076,0.0080213,0.00701176,0.0959847,0.0687874,0.0709395,0.00784132,0.0465405,0.0610032,0.0155645,0.0585113,0.0183267,0.0639014,0.0481915,0.00226416,0.00448523,0.0485752,0.0998989,0.0199876,0.0162914,0.00341394,0.0364563,0.00201686,0.0215159,0.015608,0.0515797,0,0
30,0.0381768,0.0130668,0.00781259,0.0406022,0.0037194,0.11156,0.0239653,0.0825611,0.0726377,0.0109954,0.0195716,0.0261167,0.0660055,0.0183219,0.00789028,0.00703341,0.0958947,0.0688404,0.0709298,0.00788535,0.0463249,0.0609011,0.0154807,0.0586246,0.0182645,0.0638459,0.048294,0.00232643,0.00450139,0.048423,0.099831,0.019976,0.0161464,0.00354905,0.0364826,0.00201548,0.0214822,0.0157437,0.0515853,0,0
31,0.0381328,0.0130003,0.00778878,0.0403993,0.00378116,0.111472,0.0239739,0.0825103,0.0726323,0.0110042,0.0195335,0.0259107,0.0660004,0.0181353,0.00776406,0.00706799,0.0958068,0.0688643,0.0709116,0.00795024,0.0461185,0.0608248,0.0154097,0.0587507,0.0182065,0.0637883,0.0483966,0.00239813,0.00452157,0.0482805,0.0997882,0.0199573,0.0159901,0.00367335,0.0365442,0.00203958,0.0214472,0.0157623,0.0516092,0,0
32,0.0381034,0.012944,0.00777178,0.0401885,0.00381701,0.111394,0.0239935,0.0824381,0.0726276,0.0109984,0.0194928,0.0257052,0.0659643,0.0179579,0.00763573,0.00710631,0.0957272,0.0688788,0.0708804,0.00800972,0.0459262,0.0607553,0.0153511,0.058886,0.0181508,0.0637331,0.048508,0.00246764,0.00454654,0.048134,0.0997593,0.0199393,0.0158194,0.00380089,0.0366188,0.00208015,0.0214025,0.0156795,0.0516568,0,0
33,0.0380768,0.0128836,0.00774818,0.0399782,0.00387877,0.111315,0.0240246,0.0823319,0.0726176,0.0110049,0.0194554,0.0255113,0.0659055,0.0177908,0.0075154,0.00713034,0.0956558,0.0688935,0.0708358,0.00805152,0.045732,0.0606694,0.0152902,0.0590279,0.0181019,0.0636786,0.0486297,0.00253577,0.00457243,0.0479973,0.0997318,0.0199322,0.0156838,0.00392567,0.0367032,0.0021123,0.0213946,0.0155696,0.0517085,0,0
34,0.0380511,0.0128219,0.00773045,0.0397829,0.00398092,0.111232,0.0240707,0.0822208,0.0726048,0.0109979,0.0194241,0.0253377,0.0658346,0.0176252,0.00740304,0.00714464,0.0955868,0.0689195,0.0707841,0.00808369,0.0455461,0.0605823,0.015217,0.0591641,0.0180529,0.0636302,0.0487488,0.00259635,0.00460357,0.0478697,0.0997043,0.0199265,0.015546,0.00404262,0.0367852,0.0021393,0.0214066,0.0154657,0.0517435,0,0
35,0.0380299,0.0127593,0.00772281,0.039604,0.00409619,0.111151,0.0241239,0.0821348,0.0725797,0.0109866,0.0194015,0.0251658,0.0657604,0.0174527,0.00730526,0.00716888,0.0955223,0.0689395,0.0707359,0.00811875,0.0453748,0.060519,0.0151552,0.0592761,0.01801,0.0636021,0.0488609,0.00265988,0.00464059,0.0477496,0.0996672,0.0199073,0.0153937,0.00414876,0.0368546,0.00215346,0.0214127,0.0153857,0.0517678,0,0
36,0.0380082,0.0126996,0.00772592,0.03943,0.00419294,0.111079,0.0241835,0.0820803,0.0725658,0.0109853,0.0193789,0.0249917,0.0656896,0.0172945,0.00722082,0.00719715,0.0954665,0.0689585,0.0706899,0.0081668,0.045206,0.0604683,0.0150912,0.0593686,0.0179776,0.0636279,0.0489705,0.002719,0.00468106,0.0476455,0.0996244,0.0198879,0.0152768,0.00423512,0.0368892,0.00216917,0.0214335,0.0153264,0.051798,0,0
37,0.0379734,0.0126363,0.00772636,0.0392643,0.00431477,0.111012,0.0242452,0.0820426,0.072562,0.0109756,0.0193556,0.0248413,0.0656104,0.0171504,0.00714861,0.00722769,0.0954151,0.0689904,0.070647,0.00821824,0.0450492,0.060421,0.0150111,0.0594619,0.0179421,0.0637094,0.0490761,0.00276988,0.00471995,0.0475474,0.0995744,0.0198695,0.0151978,0.00430292,0.0369068,0.00218018,0.0214876,0.0152874,0.0518283,0,0
38,0.0379308,0.0125683,0.00772243,0.0391011,0.00453206,0.110958,0.0243138,0.0820109,0.072558,0.0109272,0.0193299,0.0247172,0.065531,0.01702,0.00707681,0.00725525,0.095364,0.0690277,0.0706072,0.0083666,0.0449002,0.0603646,0.0149216,0.0595614,0.0179098,0.0638386,0.0491916,0.00282287,0.00475009,0.0474507,0.0995201,0.0198494,0.0151262,0.00436832,0.0369208,0.00218717,0.0215481,0.0152542,0.0518543,0,0
39,0.0378835,0.0125056,0.00772001,0.0389459,0.00479776,0.11092,0.0243957,0.0819863,0.0725761,0.0108716,0.0193104,0.0245932,0.0654615,0.0168865,0.00701425,0.00728187,0.0953197,0.0690511,0.0705553,0.00853948,0.0447703,0.0602944,0.0148339,0.0596653,0.0178956,0.0639974,0.0493127,0.00286398,0.00478261,0.0473581,0.0994568,0.0198349,0.0150624,0.00442507,0.0369466,0.00219851,0.0216207,0.0152079,0.0518809,0,0
40,0.0378336,0.0124463,0.00772642,0.0388102,0.00485185,0.110891,0.0244784,0.0819706,0.072611,0.0109052,0.0192974,0.0244651,0.0654087,0.0167649,0.00696311,0.00730563,0.095276,0.0690687,0.0704964,0.00839516,0.0446483,0.060219,0.0147364,0.059769,0.0178899,0.0641822,0.0494274,0.00289963,0.0048154,0.0472748,0.0993995,0.0198335,0.0149572,0.00446289,0.0369692,0.00221637,0.0217219,0.0151543,0.0519115,0,0
41,0.0377871,0.01238,0.00773202,0.0386916,0.0049177,0.110868,0.0245668,0.0819468,0.0726496,0.010934,0.0192945,0.0243334,0.0653697,0.0166609,0.00691349,0.00731064,0.0952436,0.069084,0.0704372,0.00839662,0.0445249,0.0601552,0.0146225,0.0598695,0.0178864,0.0643774,0.0495414,0.0029393,0.0048505,0.0472013,0.0993352,0.019839,0.014876,0.00449417,0.037004,0.00227205,0.0218334,0.0151048,0.0519506,0,0
42,0.0377457,0.0123115,0.00773898,0.0385746,0.00502742,0.110848,0.0246548,0.0819133,0.0726832,0.0109326,0.0192998,0.0241889,0.0653181,0.0165704,0.00687159,0.00730478,0.0952039,0.0691046,0.0703793,0.00866329,0.0444122,0.060106,0.0145114,0.0599679,0.0178896,0.0645682,0.0496535,0.00297297,0.00488359,0.0471398,0.0992632,0.0198514,0.0148171,0.00452339,0.0370638,0.00238071,0.0219527,0.0150644,0.0519982,0,0
43,0.0377066,0.0122649,0.00772948,0.038462,0.00514272,0.110837,0.0247547,0.0818869,0.0727214,0.0109265,0.0193058,0.0240502,0.0652418,0.0164843,0.0068516,0.00730492,0.095159,0.0691453,0.0703376,0.00879436,0.0443062,0.0600552,0.0144167,0.0600687,0.0179042,0.0647444,0.0497487,0.00299951,0.00492174,0.0470809,0.0991886,0.0198606,0.0147745,0.00454818,0.0371225,0.00252819,0.0220799,0.0150456,0.0520359,0,0
44,0.0376664,0.0122207,0.00772271,0.0383548,0.0053319,0.110829,0.024856,0.0818474,0.07277,0.0109135,0.0193166,0.0239267,0.0651367,0.0164152,0.00683729,0.00729683,0.0951101,0.0691952,0.0703051,0.00879155,0.0441992,0.0600009,0.0143336,0.0601546,0.0179192,0.0648952,0.0498377,0.00302658,0.00495663,0.0470237,0.0991307,0.01987,0.0147418,0.00455734,0.0371697,0.0026885,0.0221947,0.0150208,0.05207,0,0
45,0.0376245,0.0121791,0.00772017,0.0382538,0.00559852,0.110818,0.0249553,0.0818167,0.0728257,0.0109027,0.0193229,0.0238186,0.0650266,0.0163661,0.00682204,0.00728004,0.095056,0.0692442,0.0702748,0.00876531,0.0440954,0.0599561,0.0142368,0.0602276,0.0179274,0.0650251,0.049932,0.00304664,0.00499577,0.0469632,0.0990906,0.0198872,0.0147194,0.00455358,0.0372022,0.00284646,0.0223005,0.0149353,0.0521025,0,0
46,0.0375935,0.012149,0.00771531,0.0381611,0.00563033,0.110804,0.0250476,0.0817822,0.0728632,0.0108775,0.0193367,0.023712,0.0649385,0.0163231,0.00681423,0.00724769,0.0950105,0.0692949,0.0702507,0.00875183,0.0439974,0.0599292,0.0141126,0.0602817,0.017931,0.0651371,0.0500139,0.00305524,0.00503937,0.0468996,0.0990753,0.019903,0.0146994,0.00453816,0.0372176,0.00300434,0.0223696,0.014769,0.052137,0,0
47,0.0375739,0.012124,0.00770081,0.0380635,0.00565239,0.110782,0.02512,0.0817154,0.0729,0.0108541,0.019354,0.0236035,0.0648858,0.0162851,0.00681496,0.00721694,0.0949813,0.0693616,0.0702112,0.00872963,0.0438929,0.0598991,0.0140625,0.0603226,0.0179377,0.0652145,0.0500711,0.00306098,0.00509049,0.0468391,0.09908,0.0199175,0.0146669,0.00453081,0.0372211,0.00312269,0.0224139,0.0147199,0.0521812,0,0
48,0.0375605,0.012104,0.00769221,0.0379677,0.00572489,0.110746,0.0251786,0.0816378,0.072951,0.0108305,0.0193688,0.0235065,0.0648349,0.0162478,0.00682184,0.00718424,0.0949755,0.0694266,0.0701801,0.00869953,0.0437927,0.0598802,0.0140793,0.0603499,0.0179401,0.0652441,0.05011,0.00307598,0.00513979,0.0467756,0.0990902,0.0199359,0.0146297,0.004517,0.0372257,0.00320414,0.0224254,0.0147493,0.052213,0,0
49,0.0375429,0.0120841,0.00768203,0.0378726,0.00580349,0.110696,0.0252199,0.0815651,0.0730019,0.0108107,0.0193756,0.0234182,0.0647726,0.0162194,0.00682741,0.00715292,0.0949708,0.0694841,0.0701464,0.00867809,0.0437048,0.0598821,0.0141355,0.0603741,0.0179393,0.065219,0.0501468,0.00309093,0.00518116,0.046704,0.0991068,0.0199551,0.014596,0.00449427,0.0372386,0.00323369,0.0224099,0.0148555,0.0522333,0,0
50,0.0375306,0.0120717,0.00766262,0.0377793,0.00586094,0.110635,0.0252313,0.0815009,0.0730302,0.0108018,0.0193819,0.0233311,0.0646891,0.0161993,0.00682792,0.00711261,0.0949569,0.0695444,0.0701135,0.00866068,0.0436182,0.059902,0.0141521,0.0604035,0.0179186,0.0651429,0.0501658,0.00310168,0.00521446,0.0466236,0.0991253,0.0199717,0.0145642,0.00446488,0.0372581,0.00322611,0.0223948,0.0150367,0.0522553,0,0
51,0.0375203,0.012067,0.00764444,0.037687,0.00589386,0.110575,0.0252245,0.0814449,0.0730551,0.0107758,0.0193827,0.0232528,0.0646096,0.0161742,0.00682881,0.00706297,0.0949506,0.0696129,0.0701012,0.00863679,0.043528,0.0599261,0.0142177,0.0604333,0.0178768,0.065026,0.0501782,0.00311582,0.00525389,0.046544,0.0991475,0.0199882,0.0145316,0.00442191,0.0372692,0.00318907,0.022362,0.0151155,0.0522821,0,0
52,0.0375136,0.012077,0.00763041,0.0375877,0.00590846,0.110523,0.0252141,0.0813969,0.0730919,0.0107269,0.019396,0.0231797,0.0645684,0.0161423,0.00683616,0.00700743,0.0949394,0.0696858,0.0701059,0.00861388,0.0434432,0.0599569,0.0142698,0.060462,0.0178276,0.0648779,0.0501958,0.00312492,0.00529777,0.0464782,0.0991787,0.0199973,0.0145046,0.00438229,0.0372804,0.00313687,0.0223044,0.0151267,0.0523149,0,0
53,0.037512,0.0120924,0.00760806,0.0374911,0.0059164,0.110471,0.0251957,0.0813686,0.0731231,0.010708,0.0194068,0.0231023,0.0645334,0.016108,0.00685152,0.00694328,0.0949275,0.069771,0.0701185,0.00858066,0.0433636,0.0599893,0.014306,0.0604898,0.017787,0.0647153,0.0502093,0.00312209,0.0053498,0.0464343,0.099211,0.0200118,0.014481,0.00433088,0.0373,0.00309348,0.0222202,0.015129,0.0523451,0,0
54,0.0375051,0.0120946,0.00757486,0.0374175,0.00591093,0.110411,0.0251667,0.0813403,0.0731379,0.0106779,0.0194157,0.0230303,0.0644839,0.0160683,0.0068738,0.0068857,0.0949194,0.069873,0.0701372,0.0085351,0.0432869,0.0600096,0.0143399,0.0605088,0.0177575,0.0645572,0.0502051,0.00311604,0.00538722,0.0463969,0.0992425,0.0200329,0.014473,0.00428016,0.0373219,0.00305956,0.0221196,0.0151369,0.0523682,0,0
55,0.0374935,0.0120957,0.00755434,0.0373475,0.00589855,0.110345,0.025128,0.0812986,0.073179,0.0106628,0.0194243,0.0229613,0.0644582,0.0160366,0.00689483,0.00682214,0.0949228,0.0699741,0.0701549,0.00849501,0.0432198,0.0600102,0.0143815,0.0605094,0.0177165,0.0644014,0.0501885,0.00311342,0.00541895,0.0463588,0.0992664,0.0200579,0.014475,0.004227,0.0373344,0.00302797,0.0220078,0.0151449,0.0523851,0,0
56,0.0374779,0.012102,0.00754837,0.0372713,0.00588099,0.110276,0.0250925,0.0812731,0.0731999,0.0106321,0.0194405,0.0228961,0.0644702,0.0160172,0.00692083,0.00675283,0.0949423,0.0700646,0.0701883,0.00845227,0.0431596,0.0599996,0.0144299,0.0604856,0.0176463,0.0642534,0.0501559,0.00312759,0.00543489,0.046315,0.0992821,0.0200823,0.0144846,0.00416287,0.0373343,0.0029991,0.0218998,0.0151528,0.0523992,0,0
