Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,RASI
All Timesteps RMSE,0.0291048,0.0289393,0.0228148,0.0317945,0.0357597,0.0343135,0.0544014,0.057182,0.0473481,0.021212,0.0122958,0.0402921,0.0383358,0.0193581,0.0184095,0.0265525,0.0460758,0.0416017,0.0364661,0.0147793,0.0360288,0.0433334,0.0224042,0.060891,0.0416388,0.0328328,0.0186431,0.0133627,0.0334782,0.0359937,0.0154553,0.02284,0.0216235,0.0259515,0.0226692,0.0278007,0.0297267,0.0300058,0.0258632
0,0.0160554,0.0340852,0.0195102,0.0323688,0.0197472,0.0359122,0.0383599,0.0772592,0.0648687,0.0159525,0.0118318,0.0399338,0.023796,0.0190406,0.025615,0.0232549,0.0684805,0.0780112,0.0652559,0.00205199,0.0535349,0.0396757,0.0295692,0.0499111,0.0265978,0.0315879,0.00136103,0.0189682,0.0378875,0.0571224,0.0350317,0.0133572,0.0192895,0.0341972,0.0271062,0.0277695,0.0557469,0.0287712,0
1,0.0158459,0.0339616,0.0205968,0.0343037,0.0199497,0.0376534,0.0392874,0.0774694,0.0676662,0.0169535,0.0108276,0.0404548,0.024356,0.016275,0.0245512,0.0235365,0.0688135,0.0745095,0.0687212,0.000861622,0.0529885,0.0395463,0.0285637,0.0503334,0.0242071,0.0304413,0.00293117,0.0177115,0.0363486,0.0564507,0.0335305,0.0153874,0.0202221,0.0334439,0.0257561,0.0258109,0.0554522,0.0287336,0
2,0.0158298,0.0337412,0.0213133,0.0360322,0.0199857,0.0390763,0.0399022,0.0783226,0.0697626,0.0173129,0.0107557,0.0408317,0.0247347,0.0138059,0.0242016,0.0236384,0.0686318,0.0719499,0.0711907,0.00243684,0.0524525,0.0392428,0.0278839,0.0504851,0.0226192,0.0297105,0.0059206,0.0168558,0.0349436,0.0558673,0.032018,0.0172698,0.021994,0.032962,0.0248773,0.0245389,0.0550844,0.0286876,0
3,0.0160176,0.0334539,0.0212181,0.0374407,0.0199163,0.0402416,0.0402293,0.0801612,0.0712857,0.0170729,0.0114747,0.0409653,0.0249455,0.011775,0.0239046,0.0235882,0.0685551,0.0702502,0.0727145,0.0033311,0.052292,0.038811,0.0274609,0.0503837,0.0216776,0.0293228,0.0086243,0.0162571,0.0338105,0.0554704,0.0305569,0.0188328,0.023932,0.0326663,0.0243823,0.0238026,0.0546761,0.0286979,0.0355565
4,0.0163926,0.0331099,0.0208251,0.0384029,0.0198951,0.0412006,0.0403696,0.0817776,0.0723159,0.0167055,0.0125089,0.0407764,0.0250388,0.0103979,0.0228281,0.0233732,0.0688935,0.0692069,0.0736698,0.00372163,0.0522023,0.0383208,0.0272168,0.0500872,0.0212488,0.0291975,0.0111854,0.0158811,0.0330804,0.0553036,0.0291772,0.0200032,0.0258651,0.032514,0.024187,0.0234754,0.0542254,0.0287974,0.0319988
5,0.0168377,0.0327439,0.020394,0.0388703,0.0199651,0.0420285,0.040329,0.0830842,0.0729382,0.0166694,0.0134133,0.0400328,0.0250442,0.00999111,0.0209994,0.0229455,0.0690802,0.0684993,0.0741724,0.00398287,0.0521626,0.0378311,0.0271254,0.0496363,0.0211826,0.0292832,0.0137194,0.0155273,0.0327802,0.0554635,0.02789,0.0207751,0.0278492,0.0325067,0.0241864,0.0234478,0.0537145,0.0289376,0.0287171
6,0.0171858,0.0324259,0.0202713,0.0388719,0.0196902,0.0427724,0.0400213,0.0843273,0.0732879,0.0170594,0.0136193,0.0387953,0.0249956,0.0106347,0.0190014,0.0222258,0.0690331,0.0682262,0.0743143,0.00432054,0.052313,0.0373694,0.0271929,0.0490501,0.0213743,0.0295055,0.0162425,0.0150372,0.0328808,0.055924,0.0266365,0.0212062,0.0296891,0.0325995,0.0243408,0.0235885,0.0531416,0.0291266,0.0256241
7,0.0173929,0.0322119,0.0205183,0.0384743,0.019511,0.0434714,0.0394843,0.085549,0.0734776,0.0172239,0.0127912,0.0381606,0.0248978,0.0119339,0.0170039,0.021185,0.0690128,0.0683341,0.0742124,0.00481674,0.0526755,0.0369857,0.0273925,0.0483979,0.0217385,0.0297586,0.0186681,0.0144618,0.0332035,0.0566143,0.025356,0.0213387,0.0312674,0.0327058,0.0246252,0.0237677,0.0525263,0.0293593,0.0233433
8,0.0174679,0.0321277,0.0210819,0.0377897,0.0194948,0.0441772,0.038939,0.0865556,0.073583,0.0180012,0.0113071,0.0375312,0.0247528,0.0129302,0.0150914,0.0201807,0.068969,0.0686648,0.0739416,0.00568224,0.0531567,0.0366823,0.0274099,0.0477079,0.0222232,0.0300231,0.0207115,0.0140036,0.033279,0.0573866,0.0239811,0.0212062,0.0324449,0.0328411,0.0247708,0.0239624,0.0518741,0.0295435,0.0220318
9,0.0174388,0.0321664,0.0217679,0.0370466,0.019547,0.0448869,0.0383816,0.0872744,0.0736583,0.0188971,0.00971507,0.0374733,0.0245828,0.012355,0.0134511,0.0195841,0.0689779,0.0691612,0.0735744,0.00682084,0.0536198,0.0364773,0.0272597,0.0469733,0.0227234,0.0302826,0.0220978,0.0136864,0.0328557,0.0581065,0.0225112,0.0207463,0.033213,0.0329802,0.0247617,0.0241943,0.0512332,0.0296259,0.0211111
10,0.0173507,0.0323218,0.0224724,0.0364805,0.0196143,0.0455845,0.0376728,0.0882483,0.0737061,0.0195756,0.00842005,0.0372186,0.0243872,0.0104848,0.0121169,0.0194109,0.069135,0.069653,0.0731631,0.00779197,0.0538788,0.0363707,0.0271687,0.0462422,0.0231496,0.0304852,0.0227407,0.0133209,0.032973,0.0586487,0.0209699,0.0200711,0.0335224,0.0330664,0.0246153,0.0242943,0.0506095,0.0296237,0.0201948
11,0.0172527,0.032551,0.0232435,0.0361631,0.0197168,0.0462525,0.0367353,0.0893654,0.0737224,0.0202392,0.0075667,0.0373209,0.0241499,0.00942501,0.0110559,0.0194958,0.0691794,0.0701263,0.0727472,0.00807936,0.053901,0.0363953,0.026954,0.0455683,0.0234352,0.030577,0.0228226,0.0126382,0.0332453,0.0589608,0.0192619,0.0192931,0.0333634,0.0330805,0.0242859,0.0241506,0.0500448,0.0295164,0.019728
12,0.0171832,0.0327233,0.0241678,0.0361507,0.019906,0.0468836,0.0356329,0.0902523,0.0737441,0.0209375,0.00723451,0.0376594,0.0238758,0.00995668,0.0103554,0.0195199,0.0689391,0.0707122,0.0723592,0.00774765,0.0539669,0.0365667,0.0265667,0.0449695,0.0235523,0.0305326,0.0225762,0.0112611,0.0335007,0.0590657,0.0173912,0.0185454,0.0327468,0.0330177,0.0238317,0.0237516,0.0495938,0.0291509,0.0197056
13,0.0171568,0.0328343,0.024972,0.0363595,0.0202387,0.0475038,0.0344928,0.0909246,0.0738048,0.0214226,0.00736031,0.0378857,0.0235462,0.0106382,0.0102389,0.0194153,0.0685944,0.0712702,0.0719493,0.00688579,0.0537198,0.0369055,0.026041,0.0444528,0.0235688,0.0303355,0.0221564,0.00933173,0.0339043,0.0590365,0.0153603,0.0180505,0.0316764,0.0329147,0.023171,0.0230768,0.0492361,0.0282859,0.0199122
14,0.0171861,0.0329088,0.0254843,0.0366135,0.0208211,0.0481433,0.0333051,0.0915207,0.073906,0.0214895,0.00778691,0.037931,0.0231571,0.0105327,0.0104424,0.0191598,0.0682079,0.071748,0.0715175,0.0059415,0.0534828,0.0373936,0.0255081,0.0440731,0.0235303,0.0300511,0.021764,0.00738206,0.0336567,0.0589034,0.0132735,0.0178183,0.0300041,0.0328092,0.022257,0.0221621,0.0488925,0.0273295,0.0201922
15,0.0172332,0.0329589,0.0258296,0.0367876,0.0216893,0.0488243,0.031966,0.0920203,0.0739728,0.0211931,0.00838538,0.0380224,0.0226605,0.010044,0.0107559,0.0189377,0.0679878,0.0723433,0.0710768,0.0054339,0.0533871,0.0380458,0.0249328,0.0437894,0.0234119,0.0297131,0.0214612,0.00574905,0.033038,0.0587112,0.0113536,0.0175515,0.0268445,0.0327229,0.0211531,0.0211208,0.0484392,0.026758,0.0205238
16,0.0172601,0.0330354,0.0260666,0.0367928,0.0225482,0.049578,0.0306422,0.0923784,0.0740073,0.0210629,0.00906816,0.0384337,0.0220266,0.00986735,0.0114727,0.0187342,0.0681096,0.0730613,0.0706232,0.00574736,0.0532553,0.038804,0.0243343,0.0435749,0.023326,0.0294076,0.0207994,0.00485622,0.0319979,0.0585183,0.00982026,0.0168831,0.0217451,0.0326815,0.0199701,0.0200079,0.047844,0.0266198,0.0209751
17,0.017255,0.0331587,0.026248,0.0365424,0.023633,0.0503548,0.0292624,0.0925099,0.0740741,0.0211539,0.00979384,0.0383361,0.0213107,0.0100926,0.0125085,0.0185927,0.0687548,0.0738116,0.0701155,0.00645467,0.0532085,0.0396461,0.0238196,0.0434478,0.0234303,0.0292145,0.0195161,0.0048468,0.0311991,0.0583109,0.00870541,0.0157384,0.0193368,0.0326652,0.0188034,0.0189037,0.0471256,0.0267088,0.02153
18,0.017213,0.0333443,0.0263534,0.0359958,0.0249188,0.0511112,0.0279133,0.092509,0.0741506,0.0210818,0.0105011,0.0379858,0.0206823,0.0105108,0.0135675,0.0184815,0.0690647,0.0744189,0.0696599,0.00696117,0.0528931,0.0405588,0.0233876,0.0434492,0.0239443,0.0291684,0.0191198,0.00563379,0.0307526,0.0580875,0.00793738,0.0144678,0.022444,0.0326604,0.0178156,0.0180097,0.0463294,0.0267457,0.0223025
19,0.0170793,0.0335773,0.0262699,0.0351845,0.0263377,0.0518925,0.0266454,0.0924833,0.0742078,0.0208147,0.0111142,0.0377092,0.0204155,0.0109249,0.0143439,0.0183748,0.0690995,0.0751901,0.069203,0.00773425,0.0524356,0.0415051,0.023065,0.0435489,0.0250399,0.0293952,0.0206576,0.00659601,0.0308111,0.057903,0.00749799,0.0137147,0.0257752,0.0326324,0.0171598,0.0176146,0.0455343,0.0265928,0.0232187
20,0.0170898,0.0338783,0.0260844,0.0341941,0.0278141,0.0526716,0.025425,0.092468,0.074335,0.0203632,0.0115079,0.0370747,0.0201182,0.0112495,0.0147028,0.018278,0.0691439,0.0759275,0.0687923,0.00958662,0.0522274,0.0424821,0.0228614,0.0437027,0.0267449,0.0299504,0.023159,0.00763101,0.031226,0.0578442,0.00736267,0.0137212,0.0270918,0.0325747,0.0170092,0.017747,0.0448259,0.0263247,0.0241583
21,0.0173866,0.0342751,0.0258504,0.0331789,0.029279,0.053402,0.02429,0.0924376,0.0745482,0.0198675,0.0114998,0.0367022,0.0198223,0.0115585,0.0146148,0.0182148,0.0691454,0.0765513,0.0682639,0.012053,0.052244,0.0434761,0.02276,0.0438409,0.0289823,0.0308071,0.0259729,0.008657,0.0321293,0.0579783,0.00731034,0.0144016,0.0274507,0.0324888,0.0173075,0.0185011,0.0442819,0.026026,0.0250036
22,0.0178804,0.0348235,0.0255919,0.0322297,0.0307206,0.0540103,0.0232764,0.0923623,0.0746643,0.0196947,0.0112388,0.0368297,0.0197119,0.0119226,0.0142132,0.018176,0.0690928,0.0771775,0.067682,0.0142273,0.0524123,0.0444535,0.0227088,0.0439065,0.0316426,0.0318609,0.0285695,0.00942448,0.033429,0.0584216,0.00725915,0.0156804,0.0278764,0.0324719,0.0178975,0.0197997,0.0440832,0.0258013,0.0257194
23,0.0183226,0.0355176,0.0253342,0.0313811,0.032122,0.0543794,0.0223957,0.0922603,0.0744183,0.0194878,0.0109759,0.0373536,0.0197619,0.0123342,0.013753,0.0181623,0.068956,0.0779626,0.0668307,0.0158094,0.0526933,0.0453444,0.0226864,0.0439128,0.0345514,0.0330026,0.0305904,0.0100817,0.0347474,0.0590601,0.00713352,0.0174563,0.0285621,0.0325901,0.0187026,0.0214262,0.0443106,0.0256283,0.0262348
24,0.018873,0.0362858,0.0250876,0.030785,0.0334489,0.0546469,0.0216053,0.0920371,0.0741755,0.0191087,0.0107762,0.0381081,0.0198353,0.0127364,0.0134565,0.0181901,0.068679,0.0789549,0.0659288,0.0168586,0.0530127,0.0461512,0.0227022,0.0438934,0.0375264,0.0341386,0.0319665,0.0106978,0.0358563,0.0598474,0.00682688,0.0194201,0.0294165,0.0329019,0.0196194,0.0231683,0.0448403,0.0254591,0.0267473
25,0.0194908,0.0370108,0.0248396,0.0305062,0.0346463,0.0548423,0.0208009,0.0912056,0.0739656,0.018674,0.0106397,0.038962,0.019865,0.0131065,0.0134303,0.0182436,0.0683675,0.0799889,0.0649539,0.0175332,0.0532642,0.0468707,0.0227772,0.0438568,0.0404598,0.0351493,0.0328154,0.0111961,0.0367443,0.0606359,0.00648756,0.0212601,0.0302268,0.0333906,0.0204409,0.0248672,0.0455475,0.025269,0.0276698
26,0.0201214,0.037665,0.0245729,0.0301674,0.0357177,0.0550414,0.0199255,0.0899062,0.0737393,0.0185744,0.010633,0.0397763,0.0198249,0.0135479,0.013666,0.0182788,0.0679967,0.0813042,0.06383,0.0178832,0.0534059,0.0474185,0.0229352,0.0437487,0.0432345,0.036026,0.0332851,0.0115052,0.037823,0.0612077,0.00639065,0.0227448,0.0309142,0.0340133,0.0211369,0.0263123,0.0463897,0.0250402,0.0289752
27,0.0206581,0.0381517,0.0242784,0.0295852,0.0366439,0.0552501,0.0190039,0.088518,0.0735043,0.0182884,0.0108167,0.0404576,0.0197104,0.0141205,0.0140869,0.0182927,0.067591,0.0830357,0.0624432,0.018161,0.0534638,0.0477505,0.0232032,0.0435016,0.0455541,0.0367271,0.0334052,0.0117141,0.0389803,0.0614998,0.00672112,0.0238294,0.031534,0.0347589,0.0216304,0.0273091,0.0473122,0.0247683,0.0299945
28,0.0211052,0.0384521,0.0239584,0.0289776,0.0374083,0.0555773,0.01822,0.087118,0.0731371,0.0177124,0.0111147,0.0412522,0.0195617,0.0146181,0.0145422,0.0183064,0.0673387,0.0848446,0.0608392,0.018568,0.0534692,0.0479083,0.0234424,0.0431677,0.0474399,0.0372339,0.0333098,0.0117674,0.0385989,0.0616162,0.00719061,0.0246373,0.0320287,0.0355728,0.0219628,0.0279826,0.0482145,0.0244312,0.0300368
29,0.0214991,0.0385748,0.0235992,0.028366,0.0380501,0.056181,0.0173757,0.0857102,0.0726023,0.0168669,0.0114003,0.0417954,0.0194554,0.0149793,0.0149,0.0183207,0.067095,0.0866618,0.0590776,0.0190185,0.0534349,0.0479392,0.0236372,0.042806,0.0491534,0.0375581,0.0331145,0.0117784,0.0371132,0.0615525,0.00787951,0.0251063,0.0324084,0.0363597,0.0220857,0.0284131,0.0489377,0.0240247,0.0292644
30,0.0218557,0.0385319,0.0231883,0.0277285,0.0386119,0.0572023,0.0164293,0.0843515,0.0720857,0.0162966,0.011588,0.0421136,0.0194589,0.015275,0.0150777,0.0182956,0.0669018,0.0886257,0.0572653,0.0195135,0.0534405,0.0478489,0.0237557,0.0423951,0.0506875,0.037714,0.0328008,0.011701,0.0370716,0.0612193,0.00876889,0.0253805,0.0325519,0.0370615,0.022026,0.0286813,0.0494201,0.0235546,0.0292601
31,0.0220629,0.0383644,0.0227186,0.0271105,0.0390951,0.0585625,0.0155914,0.0831334,0.0716611,0.0158259,0.0116475,0.0422791,0.0195697,0.0156342,0.0149862,0.0182096,0.066845,0.090837,0.0555223,0.0200078,0.0535215,0.0476288,0.0238067,0.0419102,0.0519312,0.0377456,0.032336,0.0115832,0.0382812,0.0606621,0.0097079,0.0254781,0.032224,0.0376406,0.0217985,0.0288244,0.0496162,0.0230398,0.0302728
32,0.0221406,0.0381164,0.0221504,0.026523,0.0395279,0.0601647,0.0147567,0.0821436,0.0713458,0.0154225,0.011554,0.0424631,0.0198129,0.0160002,0.0146023,0.018081,0.0669685,0.0930876,0.0538422,0.0203843,0.053574,0.0473829,0.0238167,0.0414415,0.0531596,0.0377051,0.0317596,0.0114968,0.0386499,0.0599795,0.010612,0.0254935,0.0314305,0.0381383,0.0214565,0.0287238,0.0494878,0.0224754,0.0308369
33,0.0221871,0.0378223,0.0215278,0.0255942,0.0399624,0.0620712,0.0139207,0.0813184,0.0711582,0.0151008,0.0114165,0.0429191,0.020208,0.0163645,0.0140858,0.0179241,0.0672479,0.0953291,0.0519662,0.0206975,0.05358,0.0471948,0.0238119,0.0409959,0.0545146,0.0376078,0.0310377,0.0115193,0.0383391,0.0592832,0.0114574,0.0254573,0.0303226,0.0385647,0.0210234,0.0286196,0.0489968,0.0219117,0.0308812
34,0.0221759,0.037518,0.0209226,0.0245219,0.0404716,0.0641379,0.0131333,0.08077,0.0711535,0.0150984,0.0112755,0.0433373,0.0207273,0.0168153,0.0136262,0.0177294,0.067655,0.097494,0.0503178,0.0210105,0.0535477,0.0471231,0.023859,0.0406765,0.0559766,0.0374836,0.030268,0.0116109,0.0378807,0.0585216,0.0122073,0.0252973,0.0295165,0.0388639,0.0203622,0.0285902,0.0481311,0.0214503,0.0307876
35,0.022094,0.0371833,0.0204778,0.0244599,0.0410725,0.0664365,0.012426,0.0808838,0.0713535,0.0148707,0.0112495,0.0437017,0.0213698,0.0174002,0.013235,0.0175213,0.0682127,0.0995066,0.0489139,0.0214625,0.0534334,0.0471826,0.0239692,0.0404655,0.0573421,0.0373234,0.0292824,0.011726,0.0375425,0.0577939,0.012866,0.0251404,0.0290181,0.0390804,0.0197432,0.028588,0.0469251,0.0211379,0.0306841
36,0.0219169,0.0368434,0.0201313,0.0244424,0.0417757,0.0690919,0.0118568,0.081664,0.0717204,0.0142923,0.0114613,0.0440523,0.0221317,0.0181269,0.0130837,0.0173082,0.0689264,0.101201,0.0477839,0.0214651,0.0531318,0.0474401,0.0241384,0.0403921,0.0586137,0.037219,0.0284994,0.0119345,0.0374043,0.05703,0.0134457,0.0248256,0.0284083,0.0390936,0.0192174,0.0287138,0.0454615,0.021048,0.0305687
37,0.0216199,0.0365383,0.0196326,0.0242594,0.0426046,0.0720698,0.0114856,0.0830018,0.0722325,0.0134768,0.0119959,0.0443723,0.0230071,0.019017,0.0132028,0.017027,0.0697503,0.10258,0.046916,0.021541,0.0526558,0.0479247,0.0243359,0.0405148,0.0599351,0.0371608,0.027619,0.0121783,0.0373186,0.0562648,0.0139672,0.0243247,0.0276252,0.0389317,0.0186926,0.0290958,0.0438065,0.0211868,0.0304466
38,0.021219,0.0362396,0.0191715,0.0241548,0.043546,0.0752603,0.0114499,0.084836,0.0730583,0.013138,0.0128702,0.0445775,0.0239543,0.0201266,0.0135101,0.0166592,0.0706248,0.103613,0.0462893,0.0218304,0.0520628,0.0485884,0.0245478,0.0407886,0.061082,0.0370966,0.0266405,0.0123902,0.0366352,0.0555984,0.014426,0.0236855,0.0268622,0.0387937,0.0181002,0.029573,0.0419927,0.0215271,0.0302016
39,0.0207514,0.0359918,0.0187259,0.0242264,0.0445708,0.0786061,0.0116781,0.0869835,0.0741856,0.0130053,0.0138998,0.0446736,0.0249908,0.0214499,0.0139493,0.0163108,0.0715096,0.104301,0.0459785,0.0221114,0.0512939,0.0494675,0.0247456,0.0412304,0.0619602,0.0370742,0.0255678,0.0125864,0.0363729,0.0549324,0.0148028,0.0230044,0.0260294,0.038666,0.0177306,0.0301129,0.0401106,0.0220628,0.0294956
40,0.020294,0.0357627,0.0182783,0.0242194,0.0456821,0.0820573,0.0121622,0.0893866,0.0754675,0.0128074,0.0148054,0.0446563,0.026126,0.0228565,0.0143411,0.0159371,0.0725688,0.104752,0.0459263,0.0224019,0.0502984,0.0505715,0.0249299,0.041864,0.0625835,0.0371204,0.0246181,0.0128027,0.0367738,0.0542494,0.0151024,0.022254,0.0251129,0.038475,0.017699,0.0307489,0.0382937,0.0227881,0.0281837
41,0.0198893,0.0355602,0.0179388,0.0241514,0.0468031,0.0855108,0.0128985,0.0919267,0.0768112,0.0128409,0.0154767,0.0445003,0.0273327,0.0242256,0.0147532,0.01561,0.0735521,0.105137,0.0459883,0.0227675,0.0492948,0.0517645,0.0250455,0.0426337,0.0629351,0.0371987,0.0239545,0.01294,0.0369646,0.0537119,0.0152468,0.0217161,0.0242102,0.0381728,0.0176747,0.031338,0.0366514,0.0236763,0.0275647
42,0.0195206,0.0354007,0.0176745,0.0240894,0.0478638,0.0888997,0.0138442,0.0945073,0.0781121,0.0131062,0.0158617,0.0442203,0.028543,0.0254616,0.015015,0.0153733,0.0743998,0.105526,0.0460826,0.0231014,0.0483621,0.0529863,0.0250805,0.0434822,0.0630357,0.0371973,0.0234268,0.0128712,0.0369551,0.0533153,0.0151661,0.0215058,0.0233965,0.0377899,0.0176739,0.0320795,0.0352754,0.0246945,0.0271863
43,0.019175,0.0352521,0.0174497,0.0240644,0.048859,0.0921597,0.0148782,0.0970542,0.0793432,0.0132232,0.0160228,0.0439134,0.0297318,0.0265116,0.0152494,0.015186,0.0751228,0.106114,0.0461638,0.0229335,0.047498,0.0541814,0.0250491,0.0443927,0.0628959,0.0371876,0.0229384,0.0125164,0.0368351,0.0529624,0.0147895,0.0219013,0.0226857,0.0373769,0.0179727,0.0329677,0.0342234,0.025758,0.0269523
44,0.0188177,0.0351151,0.0172005,0.0241142,0.0497839,0.0952407,0.0160077,0.0995776,0.0804835,0.0132121,0.0160527,0.0436592,0.0309033,0.0272798,0.0153666,0.0150291,0.0757239,0.10681,0.0461873,0.0225804,0.0467355,0.0552885,0.024956,0.0453215,0.0624202,0.0371211,0.0224246,0.0118703,0.0366829,0.0527462,0.014052,0.0227567,0.0220302,0.0369707,0.0184559,0.033779,0.0335328,0.0267837,0.0266017
45,0.0184305,0.0350148,0.0169632,0.0242339,0.0506186,0.0981263,0.0172304,0.102045,0.0814356,0.0129103,0.0160356,0.0434801,0.0320025,0.0277508,0.0152709,0.0149556,0.0761924,0.108232,0.046106,0.0219619,0.0460927,0.0563518,0.0248411,0.0462202,0.061827,0.037044,0.021813,0.0109404,0.0365469,0.0525815,0.0129032,0.0237133,0.0212286,0.0366032,0.0185824,0.0344805,0.0331683,0.027688,0.0261036
46,0.0180196,0.0349343,0.0166731,0.0244533,0.0513654,0.100816,0.0184509,0.104426,0.0821131,0.0126522,0.0159857,0.0434487,0.0330235,0.0279716,0.0152785,0.0150015,0.0765132,0.109846,0.0459412,0.0209701,0.0456255,0.0573261,0.0246846,0.0470632,0.0612118,0.0369674,0.0209779,0.00981382,0.0364495,0.0525623,0.0113222,0.0246274,0.0199974,0.0362684,0.0187496,0.0351571,0.033125,0.028415,0.0255517
47,0.0175428,0.03486,0.0164161,0.0246235,0.0519997,0.103297,0.0196242,0.106727,0.0826347,0.012445,0.0159227,0.0436402,0.0339385,0.027995,0.0153889,0.01513,0.0767041,0.11123,0.045725,0.0194953,0.04527,0.0581125,0.0244971,0.0478413,0.0604245,0.0368615,0.0197284,0.00882362,0.0364173,0.0527363,0.00936896,0.0254712,0.0181787,0.0360021,0.0193691,0.0358891,0.0333814,0.0289508,0.0249975
48,0.0170086,0.0347824,0.0161902,0.0246479,0.0525008,0.105558,0.0207371,0.108955,0.0830653,0.0122269,0.0158409,0.0440048,0.0347637,0.0278764,0.0155256,0.015207,0.0766702,0.112159,0.0454415,0.0174298,0.0450539,0.0587446,0.0243441,0.0485359,0.0595206,0.0367066,0.0181026,0.00888528,0.036464,0.0531058,0.00726559,0.0262249,0.0158279,0.0358378,0.0204477,0.036544,0.0338744,0.0293221,0.024297
49,0.0164416,0.034701,0.015942,0.0245508,0.0528595,0.107628,0.0218014,0.111111,0.083388,0.0120274,0.0157982,0.0444852,0.035507,0.0277104,0.0155427,0.0152553,0.0764659,0.113151,0.0451288,0.0148542,0.0451839,0.0592053,0.0242266,0.0491476,0.0587196,0.0365507,0.015972,0.01073,0.0365231,0.0534451,0.00567586,0.0268348,0.0133642,0.0357717,0.0211143,0.0371143,0.0345155,0.029598,0.0232808
50,0.0159172,0.034668,0.0156693,0.0243724,0.0530919,0.109508,0.022806,0.113171,0.0836323,0.0117938,0.0157943,0.0449195,0.0361862,0.0275531,0.0154748,0.0153959,0.0761408,0.114221,0.0448214,0.0118405,0.0456003,0.0594902,0.0241282,0.0496579,0.0579406,0.0364229,0.0132891,0.0137694,0.036533,0.0537182,0.00576218,0.0273877,0.011483,0.0357414,0.0213813,0.0376516,0.0353317,0.0298731,0.0221034
51,0.0155102,0.0347242,0.0153184,0.0241354,0.0532064,0.111179,0.0237479,0.115114,0.0838779,0.0115332,0.0157671,0.0455335,0.0367868,0.0274703,0.0153058,0.0156034,0.07585,0.115198,0.0445538,0.00842228,0.045948,0.0596217,0.0240607,0.0500516,0.0571678,0.0363342,0.0106152,0.0171814,0.0364839,0.0539555,0.00768559,0.0282128,0.0107135,0.0357293,0.0214959,0.0382005,0.0361187,0.0302141,0.0211835
52,0.0152455,0.0348803,0.0149911,0.0238377,0.0532052,0.11265,0.0246442,0.116946,0.0841674,0.0111009,0.0156451,0.0462329,0.0372841,0.0274876,0.0150866,0.0158946,0.0753999,0.115897,0.0443183,0.00558248,0.0461877,0.0596777,0.0240446,0.0503516,0.0564758,0.0362666,0.00804421,0.0202968,0.0364079,0.0541787,0.0105681,0.0296347,0.0117007,0.0358382,0.0213285,0.0386418,0.0368277,0.030632,0.0204856
53,0.015135,0.0351406,0.0146807,0.0235462,0.0531271,0.113897,0.0254942,0.118646,0.0842809,0.0105435,0.015492,0.0468545,0.0376312,0.0275735,0.0147291,0.0161267,0.0747684,0.116332,0.0441232,0.00457144,0.0463735,0.0596134,0.0240975,0.0505683,0.0559146,0.0362048,0.00619797,0.0228018,0.0363102,0.0544506,0.0136031,0.0317284,0.014476,0.0361178,0.0212243,0.0389805,0.0373719,0.0310996,0.0199185
54,0.0150999,0.0354212,0.0142687,0.0233443,0.0529761,0.114935,0.0263201,0.12018,0.0843127,0.0105265,0.0153817,0.0473911,0.0378516,0.0277317,0.0142862,0.0163519,0.0740254,0.11685,0.044,0.00551666,0.0465591,0.0594581,0.0242117,0.0507366,0.0554973,0.0361091,0.00485407,0.0239655,0.0362053,0.0548129,0.0161415,0.0339349,0.0176887,0.0364069,0.0212061,0.0391946,0.0376556,0.0316106,0.0195264
55,0.015072,0.0356773,0.0139593,0.0232389,0.0527602,0.115779,0.0271299,0.121542,0.0843734,0.0100794,0.0153311,0.0478301,0.0379905,0.027904,0.0137682,0.0165937,0.073237,0.117355,0.0439519,0.00654074,0.0467362,0.0592253,0.0243566,0.0508699,0.0552135,0.0360385,0.00349419,0.02322,0.0361359,0.0550738,0.017574,0.0349126,0.0198994,0.0366368,0.0212016,0.0393297,0.0376197,0.0320956,0.0193865
56,0.0149989,0.0359226,0.0133035,0.0232356,0.052464,0.116425,0.0279529,0.122722,0.0844651,0.00947813,0.0153536,0.0481072,0.0380828,0.0281002,0.0132419,0.0168509,0.0725159,0.117677,0.0439264,0.00744542,0.0468844,0.0589639,0.0245196,0.0509875,0.0550694,0.0360594,0.00344629,0.02105,0.0360956,0.0552149,0.0175889,0.034047,0.020833,0.0367949,0.021179,0.0394213,0.0373642,0.0324922,0.0194956
57,0.0148671,0.0361845,0.0124527,0.0233129,0.052154,0.116913,0.0287934,0.123714,0.0845316,0.00884999,0.0153649,0.0481436,0.0381866,0.0282653,0.0127095,0.017249,0.0719752,0.117876,0.0439169,0.00979048,0.0470088,0.0587055,0.0247234,0.0510686,0.0550588,0.0360808,0.0069214,0.0186085,0.0360098,0.0554341,0.01626,0.0323046,0.0213257,0.0368976,0.0210331,0.0394902,0.0369743,0.0327413,0.0198717
