Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.0208403,0.0187887,0.0273693,0.0421046,0.0176693,0.0307837,0.0427275,0.0279423,0.0278882,0.0212148,0.0171052,0.0378387,0.0122049,0.0140044,0.0123114,0.0375522,0.0105801,0.0303434,0.0278055,0.0236821,0.0376915,0.0313913,0.0387899,0.0211646,0.0496546,0.0119357,0.0192109,0.0389572,0.0142153,0.0339886,0.0221042,0.00985956,0.0281182,0.0515151,0.0159059,0.0197184,0.0209325,0.0200342,0.0221632
10,0.024703,0.017633,0.0274777,0.0411719,0.0178749,0.0304481,0.0425274,0.0289195,0.0275357,0.0214827,0.0162778,0.0367577,0.0126909,0.0153923,0.0119262,0.0384216,0.0103614,0.0304592,0.0280342,0.0234928,0.0387029,0.0321326,0.038644,0.0206909,0.0494846,0.0130548,0.0203342,0.0380237,0.0140533,0.0349391,0.0222833,0.0107409,0.0283453,0.050253,0.0166657,0.0201583,0.0217826,0.0186237,0.0213094
11,0.0267281,0.016857,0.027732,0.0400351,0.0182804,0.0302019,0.0420557,0.0302178,0.0270958,0.0216874,0.0153041,0.0362243,0.0139807,0.0153901,0.0113386,0.039182,0.0103331,0.0303789,0.0283593,0.023223,0.0400976,0.0327752,0.0383493,0.020602,0.0488133,0.0145523,0.0212702,0.0369493,0.0139979,0.0354814,0.0227049,0.0112644,0.0285886,0.0485556,0.0176015,0.020855,0.0224264,0.0177952,0.0223413
12,0.0265745,0.0169059,0.0278167,0.0390865,0.0189024,0.0299751,0.0414321,0.0316724,0.0268844,0.0219741,0.0149044,0.0363565,0.0155945,0.0148166,0.0109593,0.0398355,0.0101271,0.0307851,0.0288209,0.0227875,0.0412096,0.0334464,0.038002,0.0205621,0.0477758,0.0162096,0.0221572,0.035745,0.013971,0.0360043,0.0231096,0.0114024,0.028811,0.0466743,0.0185819,0.0216736,0.0229997,0.0173606,0.0248962
13,0.0252593,0.0174664,0.0278817,0.0382973,0.0198539,0.0298869,0.040717,0.0330589,0.0269006,0.0222103,0.0150638,0.0368488,0.0172395,0.0140036,0.0108701,0.0403387,0.00981662,0.0314945,0.0293534,0.0224592,0.0418954,0.0342516,0.0376067,0.0204525,0.0465272,0.0178004,0.0229658,0.0346387,0.0140118,0.0360813,0.0233711,0.0112603,0.0289884,0.0451766,0.0195998,0.0225346,0.0235145,0.0170827,0.0284313
14,0.0240487,0.0178583,0.0279967,0.038072,0.0209694,0.0299344,0.0399296,0.034254,0.0269577,0.0219827,0.0150501,0.0377707,0.0186567,0.0132572,0.0109373,0.0406565,0.0100133,0.0322455,0.0298653,0.0222647,0.0423574,0.0349177,0.0371071,0.0203425,0.0450824,0.0191071,0.0233765,0.033657,0.0140602,0.0355407,0.0235664,0.0109664,0.0290244,0.0435737,0.0207487,0.0233189,0.0237692,0.0168928,0.0318161
15,0.0237701,0.0176502,0.0283387,0.0381505,0.021958,0.0300747,0.0390701,0.0351829,0.0270453,0.0215932,0.0146816,0.0385356,0.0199262,0.0129653,0.0110617,0.0408406,0.0106526,0.0327484,0.0302648,0.0222117,0.0428304,0.0351564,0.03644,0.0203075,0.0435024,0.0200056,0.0234479,0.0327174,0.0141607,0.0348278,0.0238133,0.0105187,0.0287652,0.0420905,0.0217647,0.0239637,0.0236827,0.0167278,0.0337849
16,0.0247318,0.0170014,0.0283366,0.0381747,0.0227677,0.030367,0.0381712,0.0358465,0.0271984,0.0207969,0.0141628,0.0386429,0.0209876,0.0132869,0.0112527,0.0408948,0.0117133,0.0330068,0.0305278,0.0223837,0.0431039,0.0352718,0.035599,0.0201779,0.0418328,0.0205273,0.0233124,0.0318149,0.0142884,0.0348181,0.0240773,0.00999283,0.028261,0.0410438,0.0225714,0.0242951,0.0234407,0.0166044,0.0338328
17,0.026301,0.0165783,0.0282045,0.0379262,0.0234165,0.0308243,0.0372495,0.036231,0.02744,0.0200768,0.0136234,0.0383216,0.0218289,0.0139725,0.0115163,0.040721,0.0130002,0.0330871,0.0306482,0.022562,0.0443585,0.0352428,0.0345757,0.0199974,0.0401459,0.0207044,0.0230435,0.031026,0.0144452,0.0352894,0.0241887,0.00941464,0.0280277,0.0401409,0.0232085,0.0240252,0.0232191,0.0164453,0.0325934
18,0.0277939,0.0166626,0.0278964,0.0372677,0.0239388,0.0314627,0.0363068,0.0363772,0.0274433,0.0194558,0.0130277,0.0377713,0.0224739,0.0147323,0.0117143,0.0402911,0.0142731,0.0330652,0.0305609,0.0231056,0.0461796,0.0351795,0.0334686,0.0198622,0.0385083,0.0206785,0.022714,0.0302862,0.0146972,0.0358138,0.0240197,0.00882793,0.02809,0.0392609,0.0237084,0.0238951,0.022984,0.0162297,0.0311804
19,0.0285401,0.0169964,0.0273069,0.0361865,0.02432,0.0322585,0.0353532,0.0364499,0.0276929,0.0188632,0.0124605,0.037483,0.0228842,0.0155175,0.0117802,0.0396292,0.0153981,0.0329099,0.0302268,0.0239361,0.04584,0.0355061,0.0325514,0.0197544,0.0369064,0.0206402,0.0224442,0.0294049,0.0150401,0.0363737,0.0235806,0.00826176,0.0283311,0.0386955,0.0240578,0.0238669,0.0226325,0.0159926,0.0302699
20,0.0281727,0.0172055,0.0264402,0.034945,0.0245704,0.0332173,0.0343993,0.0364161,0.0279367,0.0183002,0.0120241,0.0373873,0.0228813,0.0161942,0.0117837,0.0388832,0.0164017,0.0326829,0.0299571,0.0247255,0.039962,0.0360389,0.0316384,0.0197655,0.0354048,0.0209045,0.0223968,0.0287357,0.0153246,0.0370256,0.0230985,0.00779634,0.0287286,0.0381317,0.0242576,0.0230696,0.0222956,0.0158315,0.0299215
21,0.0270998,0.0170711,0.0251773,0.0336499,0.0246871,0.0342973,0.0334574,0.0363446,0.0281547,0.0177265,0.0116946,0.0372757,0.022289,0.0167221,0.0119177,0.0380614,0.017363,0.0324738,0.0298407,0.0253046,0.0340526,0.0367149,0.0307348,0.0199856,0.0340873,0.0213346,0.022679,0.0284095,0.0155663,0.0377313,0.0227181,0.00751516,0.0290178,0.0372822,0.024321,0.0227541,0.022084,0.0159414,0.0297995
22,0.0258546,0.0166889,0.0236042,0.0324084,0.0247173,0.0355169,0.0325431,0.0362625,0.0283426,0.0169381,0.0116341,0.0368883,0.0211553,0.017166,0.0123933,0.0370264,0.01839,0.0322728,0.0297962,0.0261898,0.0264876,0.0376741,0.030107,0.0202064,0.0329093,0.0218931,0.0229774,0.0283094,0.0156965,0.0382836,0.0224054,0.00751024,0.0290383,0.0355659,0.0243508,0.0228378,0.021941,0.0163875,0.0294856
23,0.0247525,0.0163781,0.0218981,0.031466,0.0247241,0.0368341,0.0316887,0.0361469,0.0284101,0.0159812,0.0119578,0.0364871,0.019869,0.0176941,0.012656,0.035991,0.0195765,0.0320765,0.029765,0.0270691,0.0192159,0.0388331,0.0295557,0.0205334,0.0318335,0.0225856,0.0233623,0.02825,0.015626,0.0385304,0.0221124,0.00788305,0.0286802,0.0331562,0.0244347,0.0231275,0.021925,0.0170282,0.0287714
24,0.0239298,0.0163457,0.0201859,0.0312405,0.0247781,0.0381861,0.0309241,0.0360219,0.0284753,0.0150858,0.0125932,0.0362356,0.0185447,0.0183533,0.0128585,0.0353011,0.0209758,0.0319865,0.0297307,0.027202,0.0163098,0.0396306,0.0290474,0.0211142,0.0308846,0.0234223,0.0239525,0.0282623,0.0152785,0.0384735,0.0217955,0.00867626,0.0279033,0.0300039,0.0245903,0.0235385,0.0220424,0.0177446,0.0277419
25,0.0233643,0.0166234,0.0184598,0.0315615,0.0249147,0.0394999,0.0302937,0.0359725,0.0286147,0.0143124,0.0132856,0.0362376,0.0173792,0.0191703,0.0130861,0.0350781,0.022598,0.0320118,0.0297711,0.0265504,0.0196448,0.0404563,0.028631,0.02198,0.0300662,0.0243782,0.0247436,0.0282661,0.0146555,0.0383722,0.0214884,0.00973378,0.026714,0.0260221,0.0248748,0.0240853,0.0222531,0.0186226,0.0265997
26,0.022962,0.0170552,0.0165163,0.0322724,0.0252137,0.0407561,0.0298095,0.0360026,0.0291988,0.0136591,0.0136804,0.0365645,0.0165871,0.0200154,0.0131576,0.0354219,0.0244268,0.0320663,0.02986,0.0252256,0.0310754,0.0413099,0.0283128,0.0230988,0.0293806,0.0254297,0.0257075,0.027471,0.0138152,0.0378366,0.0209088,0.0108715,0.0251299,0.021706,0.025324,0.024605,0.0225852,0.0194007,0.0252704
27,0.0226919,0.0174987,0.0145229,0.0332268,0.0256938,0.0419706,0.0295085,0.0361779,0.029947,0.013305,0.0134749,0.0372009,0.0162788,0.0206747,0.0129266,0.0355636,0.0263806,0.0321636,0.0300089,0.023375,0.0486757,0.042021,0.028121,0.024434,0.0287602,0.0265426,0.0267723,0.0263475,0.012785,0.0369837,0.0198049,0.0120004,0.0231366,0.0179772,0.0259949,0.0250251,0.0229765,0.0198674,0.0238375
28,0.0225419,0.0178131,0.0126948,0.0342067,0.0263784,0.0430655,0.0294114,0.0365187,0.0305167,0.0133097,0.0126073,0.0380782,0.0164358,0.0210722,0.0125027,0.035515,0.0282589,0.0323128,0.0301855,0.0211255,0.0552194,0.0424801,0.0280166,0.025865,0.0281456,0.0276246,0.027828,0.0249231,0.011587,0.0361066,0.0182644,0.0130431,0.0209636,0.0153263,0.0270026,0.0253623,0.0233028,0.0200052,0.0223296
29,0.0225032,0.0179179,0.0111662,0.0350265,0.0272891,0.0439147,0.0295572,0.0370396,0.0308165,0.0134385,0.0112831,0.0391087,0.0169899,0.0215936,0.0121844,0.0352112,0.0299758,0.0325278,0.0303931,0.0185818,0.0544615,0.0425804,0.0279574,0.0271262,0.0275844,0.0285745,0.028712,0.0231275,0.0103158,0.0354209,0.0164736,0.0139243,0.0189913,0.0142297,0.0284606,0.025554,0.0233659,0.0199331,0.0207257
30,0.0225143,0.0178591,0.010037,0.035683,0.028421,0.0444107,0.0299916,0.0377643,0.0309318,0.0136644,0.00980315,0.0400867,0.0178582,0.0222653,0.0121394,0.0346498,0.0314458,0.0327615,0.0306703,0.0158054,0.0527648,0.0423211,0.0279679,0.0280151,0.0270738,0.0292336,0.0292391,0.0211457,0.00929706,0.0350506,0.0145639,0.0145873,0.0176302,0.014622,0.0303057,0.0255713,0.0232186,0.0197434,0.0190484
31,0.022592,0.0178319,0.00936602,0.03633,0.0297393,0.0444803,0.0307519,0.0386541,0.0308894,0.0141066,0.0083301,0.040793,0.0189236,0.0224866,0.0124094,0.0339493,0.0325529,0.032966,0.0309202,0.0129236,0.0523924,0.0416494,0.0280668,0.0283949,0.0266017,0.0295946,0.0292973,0.0188425,0.00893775,0.0351233,0.0126208,0.0150561,0.0170931,0.0155496,0.0319792,0.0256002,0.0228467,0.0195814,0.0173637
32,0.0227,0.0175706,0.00946997,0.0371761,0.0312762,0.0441164,0.0318833,0.0396259,0.0307133,0.0150316,0.0067366,0.0412389,0.0200616,0.0221911,0.0128306,0.033084,0.033108,0.0331891,0.0311694,0.0102654,0.0533667,0.0404352,0.0282648,0.0282574,0.0262168,0.029609,0.0289201,0.0164759,0.00940073,0.0354863,0.0109502,0.0154835,0.0175975,0.0162433,0.0331263,0.025709,0.0222742,0.0196872,0.0157519
33,0.0227741,0.017089,0.0105066,0.0380243,0.0329721,0.0433788,0.0334299,0.0406009,0.0304762,0.0166001,0.00486507,0.0416806,0.0210838,0.0215769,0.0134315,0.0317887,0.0330278,0.0336215,0.031519,0.00830661,0.0526411,0.0385552,0.0284871,0.0277163,0.0259384,0.0292938,0.0282832,0.0143465,0.0102843,0.036002,0.00990312,0.0159665,0.0187316,0.0165623,0.0335047,0.0259082,0.021606,0.0201023,0.0142739
34,0.0227458,0.0164479,0.0122741,0.0388732,0.0347767,0.0424021,0.0354461,0.041542,0.0302175,0.0185675,0.00298027,0.042295,0.021817,0.0208836,0.0145321,0.0297707,0.032345,0.0339892,0.0319973,0.00710392,0.0429637,0.036127,0.0286758,0.0269589,0.0257883,0.0287038,0.0276119,0.0128575,0.0109515,0.0365012,0.00984097,0.016486,0.0197921,0.0168471,0.0328628,0.025984,0.0209127,0.020825,0.0130911
35,0.0225667,0.0156457,0.0143001,0.0398549,0.0366292,0.0413599,0.0378941,0.0422966,0.0299441,0.0206375,0.00251315,0.0430474,0.0220114,0.020462,0.0161177,0.027068,0.031042,0.0342296,0.0322794,0.0067084,0.0270828,0.0335038,0.0289975,0.0261472,0.0258105,0.0279241,0.0269973,0.012402,0.0110853,0.0367528,0.0107728,0.0170194,0.0203864,0.0175995,0.0311508,0.0259704,0.0202483,0.0216555,0.0123244
36,0.0221955,0.0146081,0.016184,0.041051,0.0384346,0.0403659,0.0406568,0.0427708,0.0296768,0.0224714,0.00406569,0.0438137,0.0214157,0.0206765,0.0179466,0.0240802,0.0292907,0.0343774,0.0323793,0.0066925,0.0294469,0.0310121,0.029344,0.025383,0.0260597,0.0270182,0.0264543,0.0125107,0.0108998,0.0366303,0.0121709,0.0174567,0.0204765,0.019005,0.0285868,0.0258938,0.0196908,0.0222037,0.0119422
37,0.0215751,0.0133953,0.017866,0.0423575,0.0400781,0.0395701,0.0435672,0.0429411,0.0293787,0.0239852,0.00581702,0.0444343,0.0200522,0.0211586,0.0197391,0.0215889,0.027316,0.034349,0.0323492,0.00686834,0.0445753,0.0287859,0.0296559,0.0246861,0.0265307,0.026024,0.0259927,0.0115506,0.0104684,0.0361477,0.0133836,0.0176084,0.0203749,0.0205185,0.0256009,0.0257956,0.0192963,0.0225687,0.0117241
38,0.0208226,0.012267,0.0195635,0.0436069,0.0414558,0.0389993,0.046448,0.042848,0.0290212,0.0254803,0.00716681,0.0447631,0.0182252,0.0218009,0.0213478,0.0202748,0.0254159,0.0340521,0.0322326,0.00777319,0.0506639,0.0268954,0.0299094,0.0240417,0.0272335,0.0249925,0.0256217,0.00958722,0.00968149,0.0352747,0.0141832,0.0173363,0.0205338,0.0210874,0.022508,0.025702,0.0191288,0.0226022,0.011349
39,0.0200589,0.0112941,0.0217397,0.0448774,0.0424441,0.0385493,0.0491337,0.0425484,0.0285412,0.0274928,0.00818574,0.0447864,0.0164126,0.0223004,0.0226764,0.0197697,0.0240207,0.0333511,0.0319971,0.0109049,0.0490319,0.0253977,0.0301537,0.0234483,0.0281271,0.0240039,0.0253479,0.0108328,0.0090165,0.0340164,0.0147486,0.0165094,0.021304,0.0204269,0.0196079,0.0255554,0.0192899,0.0223134,0.0107824
40,0.0194209,0.0106845,0.0244977,0.0458203,0.0430011,0.0380799,0.0515153,0.0420837,0.0279601,0.0301617,0.00889168,0.0445382,0.0152557,0.0223324,0.0238546,0.0199156,0.0233302,0.0323555,0.0316036,0.015588,0.0462112,0.0243105,0.0303162,0.0229516,0.0291797,0.0231696,0.0252398,0.0147591,0.00937884,0.032375,0.0152442,0.0149024,0.0230052,0.0200865,0.0172442,0.0254326,0.0198481,0.0216704,0.0105049
41,0.0191273,0.0105928,0.0275332,0.0462335,0.0431254,0.0375394,0.0535706,0.0414743,0.0272335,0.0330974,0.00929313,0.0440893,0.0151319,0.0216887,0.0252166,0.0215856,0.0230323,0.0316955,0.0310948,0.0183812,0.0434622,0.0236398,0.0303366,0.022629,0.0304084,0.0226138,0.0253386,0.0183336,0.0110882,0.0305826,0.0156905,0.012426,0.0258059,0.0208837,0.015578,0.0254788,0.0205315,0.0206262,0.0113795
42,0.0195029,0.0110214,0.0304741,0.0459969,0.0428229,0.0368713,0.055433,0.0407298,0.0263977,0.0360972,0.00993604,0.0435784,0.0151572,0.0203119,0.0268496,0.0257658,0.0225886,0.0308463,0.0304772,0.0182269,0.0413326,0.0230984,0.0299642,0.0225004,0.0318809,0.0223328,0.0256708,0.0206828,0.0133813,0.0291801,0.0160962,0.00980811,0.028647,0.0222525,0.0146296,0.0257127,0.0211518,0.0193021,0.0139442
43,0.0207093,0.0118484,0.0330715,0.0451354,0.0420989,0.0359438,0.0574442,0.0397853,0.0255551,0.0389024,0.0114324,0.0431647,0.0149105,0.0185686,0.028514,0.0315918,0.0215448,0.0302902,0.0297179,0.0185641,0.0397338,0.0222081,0.0290323,0.0225319,0.0337894,0.0222592,0.0262967,0.0219302,0.0144209,0.0286364,0.0164076,0.00832875,0.0277161,0.0249561,0.0144468,0.0260476,0.0218796,0.0179188,0.0180034
44,0.0224751,0.012789,0.0351514,0.0439631,0.0411166,0.0349209,0.0597773,0.0385659,0.0247874,0.0410885,0.0136266,0.0425188,0.0147775,0.0172681,0.0297241,0.0379426,0.0197151,0.029692,0.0288545,0.0199341,0.0387795,0.0207717,0.0276472,0.0227936,0.0363355,0.0223282,0.0271583,0.0217964,0.0114354,0.0285052,0.0164461,0.00749723,0.0210422,0.0260495,0.0151524,0.0264046,0.0227159,0.0166513,0.0232096
45,0.0238626,0.0131106,0.0367006,0.0429352,0.0401422,0.0338465,0.062088,0.0370354,0.0242393,0.0423995,0.0155277,0.0409765,0.0146548,0.0170137,0.0306733,0.0437962,0.0173497,0.0291025,0.027954,0.0212074,0.038712,0.0189498,0.026206,0.0232395,0.0393375,0.0223895,0.0279893,0.0209187,0.00552625,0.028743,0.0161302,0.00755834,0.0136361,0.0241068,0.0166861,0.0265216,0.0232863,0.0157343,0.0292268
46,0.0232518,0.0120517,0.0379091,0.0426847,0.0391696,0.0328955,0.0639761,0.0351823,0.0240592,0.0431717,0.0166066,0.0386246,0.0140843,0.0174597,0.0316235,0.0488684,0.0151151,0.0285788,0.0271509,0.0217692,0.039605,0.0172062,0.0250786,0.0237439,0.0424089,0.0222355,0.0285004,0.0198201,0.006011,0.0306989,0.0155531,0.00959418,0.00999023,0.022053,0.0183687,0.0265153,0.0236321,0.0154076,0.0350299
47,0.0198668,0.0105651,0.038732,0.0436785,0.0380492,0.032177,0.0652579,0.0330661,0.0242805,0.0436635,0.0173673,0.0369541,0.012872,0.0182051,0.032602,0.0531041,0.0134204,0.0282011,0.0265457,0.0218249,0.0401677,0.0160925,0.0244564,0.0241195,0.0453242,0.02182,0.0283737,0.018825,0.00770781,0.033451,0.0147777,0.012195,0.00932481,0.0212228,0.0193977,0.0263145,0.0237479,0.0156575,0.038577
48,0.0151287,0.00976792,0.0393228,0.0449762,0.0366206,0.031803,0.0659435,0.0309122,0.0248621,0.0438007,0.0182067,0.0367856,0.0110336,0.0180312,0.0334166,0.0563831,0.0120922,0.0279445,0.0260717,0.0219004,0.0411202,0.0157702,0.0242951,0.0242503,0.0479801,0.0212416,0.0276727,0.0179794,0.0055448,0.0344274,0.0137422,0.0142069,0.00923097,0.0210105,0.0198821,0.0258382,0.0236242,0.0159136,0.0381043
49,0.0116281,0.00997135,0.0397073,0.0456733,0.034903,0.0317496,0.0660198,0.0289397,0.0253398,0.043701,0.0190492,0.0375373,0.00929067,0.0170276,0.0337909,0.0586433,0.0110057,0.027719,0.0258271,0.0217646,0.0422237,0.0158987,0.0244434,0.0242352,0.0502912,0.0206112,0.0269257,0.0172797,0.00255659,0.033996,0.0125865,0.0151043,0.00903606,0.0209843,0.0202805,0.0252117,0.0233727,0.0155107,0.0341555
50,0.0120886,0.0106826,0.0398157,0.0459748,0.0330396,0.0318293,0.0654308,0.0273427,0.0259228,0.0432608,0.0196771,0.0385429,0.00832205,0.0158621,0.0336649,0.0598988,0.0101269,0.0274361,0.0264006,0.0215093,0.0432193,0.0164827,0.02483,0.0241991,0.0521648,0.0200213,0.0262519,0.0166504,0.00383517,0.0342421,0.0115392,0.0149317,0.00944132,0.0211105,0.0206456,0.0245705,0.0230915,0.0147383,0.0291569
51,0.0152566,0.0110987,0.0396106,0.0463728,0.0310995,0.0318877,0.0642267,0.0262023,0.0267288,0.042413,0.0200387,0.0396981,0.00800513,0.0148049,0.0331529,0.0602716,0.00955976,0.0272159,0.026805,0.0211503,0.0440133,0.0180038,0.0254306,0.0241566,0.0535639,0.0196445,0.0257159,0.0159169,0.00581933,0.0339567,0.0110437,0.014163,0.010108,0.0213813,0.0207136,0.0239457,0.022737,0.0143338,0.02542
52,0.01853,0.0110911,0.0390756,0.0471108,0.0291901,0.0320027,0.0625105,0.0254299,0.027527,0.0411679,0.0200973,0.0405455,0.00816898,0.0139306,0.032539,0.0599894,0.00930276,0.0271695,0.027121,0.0207328,0.0445677,0.0205623,0.026265,0.0241145,0.0545464,0.0193856,0.025155,0.0153821,0.00696316,0.0325569,0.0115264,0.0132079,0.0107427,0.0216615,0.020739,0.0232986,0.0222734,0.0146363,0.0239608
53,0.0203433,0.0111779,0.0380921,0.0481296,0.0274153,0.0322364,0.0604565,0.0249932,0.0280609,0.0397613,0.0199396,0.0406146,0.00892338,0.0130278,0.0320733,0.059104,0.00919593,0.0273035,0.0274149,0.0202222,0.044845,0.0232636,0.0272864,0.0240723,0.055211,0.0191929,0.0243419,0.0150577,0.00773572,0.0308746,0.0130051,0.0122545,0.0109683,0.02195,0.0208203,0.0225812,0.0217138,0.0156984,0.0247625
54,0.0203634,0.0114964,0.0371857,0.0491911,0.0257468,0.0326262,0.0582525,0.0248288,0.0278916,0.0384066,0.0196593,0.0402855,0.00994757,0.0122139,0.0318436,0.0578842,0.00923357,0.0275162,0.0274771,0.0196821,0.0448163,0.0251485,0.0283079,0.0242322,0.0556327,0.0191138,0.0232606,0.015263,0.00839097,0.0298866,0.0147119,0.0116483,0.0108153,0.0223252,0.0209859,0.0223317,0.021155,0.0176743,0.0275697
55,0.0192248,0.0119785,0.0365675,0.0501512,0.0241001,0.0330832,0.0560417,0.0249605,0.0272355,0.0372614,0.0194661,0.0406342,0.0110626,0.0116087,0.032,0.0568201,0.00954079,0.0277349,0.0273659,0.0193149,0.044476,0.0255591,0.0292401,0.0246316,0.0557676,0.0192446,0.0221557,0.0158764,0.00932628,0.0296109,0.0157594,0.0116514,0.0105764,0.0227528,0.0212005,0.0218909,0.0206459,0.020458,0.0316534
56,0.0182071,0.0124613,0.0362524,0.0508268,0.0223908,0.0333662,0.0539301,0.0252945,0.0269887,0.0364173,0.0194421,0.0409924,0.0120246,0.0114512,0.0326161,0.0555296,0.0100909,0.0279472,0.0272356,0.0192174,0.0438448,0.0244975,0.0300362,0.0251384,0.0557309,0.0196295,0.0211961,0.0156854,0.0101249,0.029537,0.0160446,0.0123524,0.0102782,0.0230909,0.0214168,0.021633,0.0201848,0.022712,0.0356842
