Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,RASI
All Timesteps RMSE,0.0296198,0.0310329,0.0210655,0.0304762,0.0223478,0.0238605,0.0326242,0.0445409,0.049159,0.0203067,0.0101386,0.0386426,0.0383966,0.0163829,0.0170615,0.0240133,0.0482078,0.0300355,0.0311839,0.0137139,0.0318391,0.0218791,0.0200397,0.0281049,0.0439012,0.0329163,0.0181779,0.0131913,0.0316428,0.0204567,0.0129103,0.0240847,0.0206535,0.0227473,0.0266031,0.0272109,0.03583,0.0264982,0.0249604
0,0.030931,0.0341229,0.0220333,0.0235717,0.022101,0.0167931,0.0471317,0.0485837,0.0488975,0.0205488,0.0112921,0.0368555,0.0398537,0.0123748,0.0120503,0.0190495,0.0473473,0.0145837,0.0306467,0.0106564,0.0387278,0.0249775,0.0237229,0.0384139,0.0412218,0.0360306,0.0188671,0.0162075,0.0446949,0.0201973,0.0235981,0.0206666,0.0378404,0.0270384,0.0259359,0.0258575,0.0412132,0.0267356,0
1,0.0313075,0.0341641,0.0214359,0.0239817,0.0214788,0.016475,0.0458494,0.0499016,0.0494502,0.0195918,0.0091071,0.0363755,0.0393914,0.0112085,0.0104626,0.0181846,0.0466076,0.0161319,0.0315771,0.0082964,0.0390554,0.0247163,0.0233065,0.0373143,0.0411273,0.0357129,0.0178682,0.0160721,0.0429397,0.0207062,0.0216425,0.0215671,0.0361518,0.0267693,0.0255856,0.0256464,0.0400108,0.0262704,0
2,0.0317552,0.0342865,0.0211699,0.0245439,0.0208984,0.0159772,0.0445227,0.0508671,0.0494381,0.0189213,0.00774674,0.0355026,0.0389527,0.0100916,0.00962788,0.0176043,0.0459792,0.0175939,0.0323257,0.00735388,0.0390488,0.0244849,0.022996,0.0361049,0.0410616,0.0354347,0.0176636,0.0153871,0.0412875,0.021428,0.0195885,0.0218293,0.0349209,0.0266032,0.0252735,0.025729,0.0389852,0.0260307,0
3,0.032194,0.0345388,0.0211297,0.025211,0.0203654,0.0154392,0.0431218,0.0515963,0.0493501,0.0184564,0.00703895,0.034807,0.0385862,0.00933334,0.00952162,0.0172192,0.0453029,0.0190211,0.0329256,0.00741198,0.0389105,0.0243112,0.0227455,0.0347412,0.0409581,0.0351644,0.0177704,0.0141193,0.0397017,0.0224517,0.0175041,0.0214821,0.0338938,0.0265628,0.0250379,0.0259961,0.0381253,0.025969,0
4,0.0326325,0.0349612,0.0209116,0.0259388,0.0199058,0.0148159,0.0416223,0.0520563,0.0492067,0.0181362,0.00678644,0.0343609,0.0381588,0.00906342,0.00974112,0.0169241,0.0444703,0.02047,0.0333434,0.00779045,0.0393205,0.0241093,0.0225404,0.0331422,0.0406981,0.0348781,0.0180319,0.0124519,0.0381787,0.0239192,0.0154852,0.0206678,0.0328641,0.0266895,0.0247198,0.0257879,0.0374279,0.0260693,0
5,0.0334181,0.0355479,0.0208022,0.0267199,0.0195569,0.0141862,0.0400672,0.0522143,0.0489606,0.0178984,0.0068529,0.034163,0.0374151,0.0092091,0.0100751,0.0167275,0.0434116,0.0219439,0.0337072,0.00808875,0.0403279,0.023915,0.0223951,0.03127,0.0401151,0.034538,0.0182544,0.0104687,0.0368364,0.0259581,0.0135968,0.0195583,0.0315817,0.0270036,0.0242541,0.0251394,0.0369584,0.0263033,0
6,0.0342747,0.0363084,0.0207973,0.0274778,0.0193799,0.0135855,0.0384825,0.0521222,0.0486102,0.0177487,0.00712627,0.0341735,0.0364172,0.0096046,0.0103963,0.0166674,0.0420631,0.0233685,0.0340087,0.00851046,0.0418678,0.0238183,0.0222774,0.0291259,0.0391272,0.0340796,0.017958,0.00815631,0.035769,0.0286985,0.0117311,0.0183096,0.0295742,0.0275172,0.0236729,0.0242258,0.0368661,0.0266494,0.0252755
7,0.0352136,0.0373142,0.0207916,0.0280513,0.0194257,0.0131211,0.0369932,0.0522113,0.0481993,0.017602,0.00745784,0.0344083,0.0351096,0.0101336,0.0104955,0.0166872,0.0403384,0.0246969,0.0344236,0.0091976,0.044013,0.0239721,0.0221824,0.026778,0.0377207,0.0335411,0.0164159,0.00597311,0.035003,0.0322517,0.00995267,0.0171631,0.0260683,0.0282909,0.0229485,0.0230992,0.0372169,0.0270774,0.0248104
8,0.0364905,0.0386954,0.0207669,0.0283475,0.0197507,0.0128928,0.0357627,0.0525516,0.0478057,0.0174055,0.00772993,0.0348773,0.0334157,0.0107524,0.0104772,0.0167241,0.0382351,0.0263095,0.0350268,0.00998797,0.0468383,0.0244946,0.0221484,0.0244404,0.0359293,0.0329356,0.0145904,0.00430409,0.0344739,0.0366795,0.0083753,0.0162065,0.0215987,0.029359,0.0221394,0.0217747,0.0377577,0.0274515,0.0244694
9,0.037943,0.0405016,0.0208665,0.0285109,0.0203127,0.0128657,0.034907,0.052666,0.0474606,0.0172058,0.00786436,0.0355772,0.0315706,0.0114464,0.010381,0.0167724,0.0358983,0.0282521,0.035763,0.0106359,0.0503255,0.0254765,0.022187,0.0224768,0.0339172,0.0322765,0.0143395,0.00356757,0.034135,0.0419252,0.00695694,0.0156255,0.0186879,0.0307028,0.0212815,0.0204026,0.0391095,0.02795,0.0238347
10,0.0395893,0.0427602,0.0209988,0.0289164,0.0211029,0.0130793,0.0344906,0.0530486,0.0471857,0.0173272,0.00795318,0.0365434,0.0296657,0.0121922,0.0103423,0.0168409,0.0333103,0.0302556,0.0365855,0.0112787,0.054366,0.0270291,0.0222975,0.0212727,0.0319926,0.0316428,0.0157232,0.00399126,0.0339005,0.0478366,0.00567027,0.0153154,0.0187866,0.0322816,0.0204591,0.019137,0.0410283,0.0284086,0.0229556
11,0.0413473,0.0453445,0.0210773,0.0290482,0.0220359,0.0135201,0.034535,0.0538215,0.0469816,0.0173072,0.00811787,0.0376617,0.0277125,0.0129867,0.0105122,0.0168786,0.0308334,0.0321103,0.0374699,0.0125006,0.0587222,0.0290856,0.0225025,0.0211757,0.0304572,0.0311046,0.0180907,0.00519671,0.0335908,0.0541115,0.00456502,0.015327,0.0190197,0.0340143,0.0198013,0.0181648,0.0434181,0.0288503,0.0224823
12,0.0430915,0.0480518,0.0210773,0.0289387,0.022896,0.0141395,0.0348348,0.0547548,0.0468692,0.0170748,0.00836453,0.0387876,0.0258689,0.0137394,0.0109042,0.0168663,0.0286408,0.0337985,0.0383019,0.0138376,0.0630251,0.0314364,0.0228326,0.0220844,0.0295894,0.0307167,0.0207337,0.00656635,0.0332928,0.0602377,0.00363847,0.0157517,0.018481,0.0357685,0.0193421,0.017522,0.0461051,0.0293419,0.0227703
13,0.0447074,0.0504899,0.0211092,0.0285979,0.0236109,0.0147733,0.0350998,0.0553989,0.0468232,0.0170932,0.00862136,0.0397879,0.0244696,0.0143077,0.0113156,0.0168547,0.0268918,0.0354566,0.0389143,0.0149902,0.0668251,0.0337001,0.0232202,0.0234701,0.0294947,0.0304987,0.0233474,0.00775058,0.0330985,0.0655909,0.002934,0.0166003,0.0177617,0.037293,0.0190486,0.017051,0.0486587,0.0298866,0.0233291
14,0.0460045,0.0522915,0.0212087,0.0282612,0.0240903,0.0152522,0.0350719,0.0558399,0.0467849,0.017079,0.00899542,0.0405879,0.0235717,0.014774,0.011693,0.016866,0.0257387,0.0369078,0.0392059,0.0159824,0.0697303,0.0354988,0.0234384,0.0245975,0.029972,0.0303842,0.0257534,0.00872873,0.0329048,0.0696724,0.00281236,0.0177591,0.0175978,0.0383893,0.0189081,0.017013,0.050664,0.030454,0.0234129
15,0.0467733,0.0531883,0.0211868,0.0279572,0.0242042,0.0155829,0.0345651,0.0559152,0.0467133,0.016974,0.00928693,0.0411592,0.023064,0.0152131,0.0119581,0.0168699,0.0252051,0.0380118,0.0391118,0.0168423,0.0714407,0.0364813,0.0234049,0.024913,0.0306281,0.0302655,0.027661,0.00959851,0.0326179,0.0720997,0.00317941,0.0191356,0.0182716,0.0388709,0.0188185,0.0171803,0.0517403,0.0308614,0.0235864
16,0.0468739,0.0530448,0.0211751,0.0276639,0.0239551,0.0158167,0.0335193,0.0552776,0.0466188,0.0168331,0.00943223,0.0414451,0.0229358,0.0155399,0.0120521,0.016845,0.0252902,0.0386206,0.0386708,0.0175076,0.0717693,0.036408,0.0230618,0.0241114,0.0312144,0.0300118,0.0290079,0.0103695,0.0322782,0.0724355,0.00374737,0.0206183,0.0197176,0.0386592,0.0185991,0.0171993,0.0516302,0.0309969,0.023989
17,0.0462081,0.0518953,0.0211414,0.0273978,0.0233684,0.0160451,0.0320628,0.0539926,0.0465391,0.0166913,0.00941052,0.0414978,0.0231827,0.015533,0.0119504,0.0168294,0.0260123,0.0386236,0.0378436,0.0179268,0.0706048,0.0351891,0.0224117,0.0221986,0.0314535,0.029534,0.0299918,0.0110527,0.0319636,0.0706017,0.00432124,0.0220307,0.0213516,0.037779,0.0181332,0.0168972,0.0502488,0.0307571,0.0243134
18,0.0448383,0.0498799,0.0208118,0.0272237,0.0226786,0.0164477,0.0304595,0.0520161,0.0464896,0.0164575,0.00927768,0.0413522,0.0238687,0.0154963,0.0117255,0.0167936,0.027422,0.0381663,0.0367276,0.0182474,0.0680352,0.0330285,0.0215365,0.019637,0.0311543,0.0289591,0.0307218,0.0116808,0.0316128,0.0667904,0.0048659,0.0232715,0.0230334,0.036362,0.0174763,0.0164038,0.048087,0.0300022,0.0247357
19,0.0429293,0.0472575,0.0204753,0.0271417,0.0217517,0.0170132,0.0290292,0.0494995,0.0465047,0.0161353,0.00909367,0.0410835,0.0252221,0.0154664,0.01142,0.0167176,0.029539,0.0374329,0.0354935,0.0186182,0.0642895,0.0302944,0.0205561,0.0173974,0.030832,0.02846,0.0312115,0.0122852,0.0311281,0.061358,0.00540194,0.0243177,0.0247938,0.0345283,0.0168514,0.0160345,0.045454,0.0290298,0.0252389
20,0.0407222,0.0443117,0.0202079,0.0270879,0.0207704,0.0178495,0.0281451,0.0468087,0.0466421,0.0157397,0.00893874,0.0407502,0.0270023,0.0153524,0.0110055,0.0166329,0.0322508,0.0366088,0.0342763,0.0190172,0.0598056,0.0274829,0.0196812,0.0170201,0.0309456,0.0282736,0.0314948,0.012809,0.0308475,0.0548581,0.00568884,0.0252279,0.0265906,0.0325178,0.0165563,0.0161604,0.0425835,0.0280909,0.0257788
21,0.0384011,0.0413949,0.0199933,0.0269009,0.019787,0.018988,0.0280606,0.0442038,0.0469422,0.0156382,0.00883949,0.0404386,0.0289552,0.0152317,0.0106758,0.0165525,0.0353629,0.0358146,0.0331736,0.0193584,0.0550418,0.0251626,0.0190826,0.0192268,0.031579,0.0285854,0.0316285,0.0132538,0.0307975,0.0480013,0.00592198,0.0260374,0.0282928,0.0307194,0.0167481,0.0167125,0.0400891,0.0272559,0.0263351
22,0.0361815,0.0388993,0.0197738,0.0267217,0.0190566,0.0204206,0.0287455,0.0418198,0.0474198,0.0154303,0.00884232,0.0401255,0.0308488,0.0152541,0.0106102,0.0164786,0.0385743,0.0351677,0.0323379,0.0196798,0.0505091,0.0237879,0.0188713,0.0230737,0.0327883,0.0294416,0.031671,0.0136527,0.0308629,0.0415012,0.00621121,0.0267546,0.0297431,0.0292924,0.0173706,0.0176685,0.0383638,0.0265732,0.0269066
23,0.0342312,0.0369672,0.0194676,0.0266871,0.0184291,0.0221033,0.0299017,0.0397898,0.0479796,0.0150664,0.0089662,0.0398724,0.0325133,0.0154271,0.0107212,0.0164182,0.0416123,0.034684,0.0318067,0.0201513,0.0465337,0.0233334,0.0190272,0.0271915,0.0344081,0.0305758,0.0316519,0.0140325,0.0308964,0.0358149,0.0065302,0.0273945,0.0308744,0.0283008,0.018304,0.0190198,0.0374839,0.0260632,0.027397
24,0.0325828,0.035593,0.0192148,0.0269954,0.0178951,0.02385,0.0312192,0.0381817,0.0484857,0.0149566,0.00914646,0.0397036,0.0341219,0.0154867,0.0107084,0.016355,0.0442899,0.034296,0.0315268,0.0207059,0.0432253,0.0234894,0.0194143,0.0309061,0.0362596,0.0317953,0.0316761,0.0143519,0.0308903,0.0311524,0.00685368,0.0279402,0.0319848,0.0275709,0.0194363,0.0205921,0.0372608,0.0257235,0.0277411
25,0.0312018,0.0346651,0.0193205,0.027144,0.0175343,0.0254608,0.0324789,0.0368481,0.0489448,0.0151273,0.00935754,0.0395883,0.0353404,0.0156432,0.0107244,0.0162668,0.0465191,0.0339411,0.0314395,0.0211504,0.0406067,0.0239601,0.0198843,0.0340788,0.0379412,0.0329576,0.0316903,0.0146107,0.0308711,0.0275647,0.0071748,0.0283233,0.0329798,0.0270566,0.0205716,0.0222101,0.0374869,0.025546,0.0280066
26,0.0300949,0.0340661,0.0195006,0.0271368,0.0174138,0.0268806,0.0335764,0.0357819,0.0493014,0.0150876,0.00948998,0.0395155,0.0361322,0.0159648,0.0108059,0.016186,0.0482475,0.0337246,0.0313246,0.0214071,0.0386618,0.024486,0.0203386,0.0366322,0.0394465,0.0339184,0.0314471,0.0148174,0.0308554,0.0249682,0.00751092,0.0285403,0.0337986,0.0267974,0.0214102,0.023667,0.0379563,0.025439,0.0285712
27,0.0292173,0.0336913,0.0193354,0.0270801,0.0173826,0.0280817,0.0344366,0.0347973,0.0494994,0.0149307,0.0096018,0.0394286,0.0367669,0.0162943,0.0108679,0.0160959,0.0494843,0.0335649,0.031066,0.0214851,0.0372476,0.0249895,0.0206902,0.0385174,0.0405901,0.0345593,0.030949,0.0149749,0.0307755,0.023058,0.00788644,0.0286289,0.0343706,0.0266051,0.0218739,0.0249253,0.0385717,0.0252882,0.0290906
28,0.028534,0.0334423,0.0191203,0.0269581,0.0173537,0.0290992,0.0350589,0.0339235,0.0496235,0.0148065,0.00973177,0.0393568,0.0371724,0.016713,0.0108727,0.0159335,0.050291,0.0334562,0.0309526,0.0214015,0.0362602,0.025404,0.0209188,0.0398081,0.0413951,0.0349419,0.0302604,0.0150888,0.0307092,0.0218061,0.00827598,0.0285712,0.0344572,0.0263997,0.0220706,0.0261154,0.0392536,0.0250737,0.0294198
29,0.0280073,0.0332423,0.0190236,0.0266856,0.0173932,0.0299519,0.0355016,0.0332465,0.0496428,0.0147018,0.00975952,0.0393261,0.0371332,0.0170271,0.0108636,0.0157879,0.0507027,0.033257,0.0309372,0.0213968,0.0356631,0.0256265,0.0210283,0.0406799,0.0420811,0.0350947,0.0295638,0.0151306,0.0306521,0.0211237,0.00864355,0.0282379,0.0340811,0.0261892,0.0220706,0.0272352,0.0399173,0.024831,0.0296393
30,0.0276357,0.0330662,0.0189902,0.0263322,0.0175297,0.0306264,0.0357885,0.0327034,0.0495653,0.0145692,0.0096816,0.0393403,0.0369106,0.0171533,0.0109255,0.0156452,0.050837,0.0330922,0.0308441,0.0215164,0.0353704,0.0256853,0.0210318,0.0412309,0.0426926,0.0350207,0.0289426,0.0150769,0.0306725,0.0208748,0.0089843,0.0276879,0.0330358,0.0259635,0.0218782,0.027843,0.040542,0.0246097,0.02977
31,0.0273635,0.032902,0.0189479,0.026304,0.0176749,0.0311492,0.0359538,0.032092,0.0494112,0.0143014,0.00948525,0.0394346,0.0366756,0.0171472,0.0110268,0.0154662,0.0507801,0.0329258,0.0306827,0.021651,0.0352601,0.0256898,0.0209615,0.0415256,0.0432652,0.0347999,0.0281865,0.0149059,0.0307671,0.0209551,0.00922591,0.0269866,0.031346,0.0257261,0.0215442,0.0281221,0.0410987,0.0244314,0.0298449
32,0.0271382,0.0327774,0.0188897,0.0263012,0.0178227,0.0315406,0.0360017,0.0315243,0.0491601,0.0140572,0.00925132,0.0396146,0.0364367,0.0172206,0.0110199,0.0152559,0.0505967,0.0328058,0.0305783,0.0217085,0.0352863,0.0256814,0.0208524,0.0416271,0.0437575,0.0344923,0.0270569,0.0146383,0.0307347,0.0211048,0.00934713,0.0262275,0.0296411,0.0254713,0.0211538,0.0284113,0.0416006,0.0243081,0.0298652
33,0.026981,0.0326195,0.0188577,0.026277,0.0180147,0.0318359,0.0359791,0.0310828,0.048921,0.0142738,0.00908545,0.0398266,0.0360111,0.0173617,0.0110513,0.0150276,0.0502624,0.0327116,0.030556,0.0215779,0.0354049,0.0256242,0.0206829,0.0416175,0.0441333,0.0341563,0.026038,0.0142401,0.0308159,0.0212832,0.00930691,0.0254569,0.0278652,0.0252308,0.0207304,0.0286593,0.0420855,0.0242847,0.0298325
34,0.0268963,0.0324403,0.0188369,0.0262515,0.0181664,0.0320421,0.0359953,0.0307111,0.0486789,0.0143589,0.00891751,0.0400848,0.0355397,0.0173806,0.0110428,0.0148627,0.0498615,0.0326881,0.0304507,0.021074,0.0355869,0.0255016,0.0204383,0.0415667,0.0444771,0.0338202,0.0251813,0.0136146,0.0307316,0.0215938,0.0091136,0.0247443,0.0259893,0.0250533,0.0203362,0.0288093,0.0425364,0.0243701,0.0297404
35,0.0268703,0.0323733,0.0188371,0.0262093,0.0182501,0.0321847,0.0359949,0.0304367,0.0484053,0.0142845,0.00864739,0.0403871,0.0351099,0.0175045,0.0110829,0.0147329,0.0494213,0.0326937,0.0303567,0.0204401,0.035835,0.0253525,0.0201233,0.041494,0.0448581,0.0334671,0.0243812,0.0128034,0.0308207,0.0218575,0.00875037,0.0242762,0.0241135,0.0248324,0.0198013,0.0287514,0.0429322,0.0245086,0.0296133
36,0.026896,0.0324945,0.0188395,0.0261789,0.0184506,0.0322899,0.0359479,0.0302426,0.0481628,0.0142876,0.00848984,0.0407685,0.0347257,0.017587,0.0111732,0.0146434,0.0489443,0.03275,0.0302586,0.0198588,0.0360768,0.0252153,0.0197719,0.0413989,0.045343,0.033064,0.023709,0.0119584,0.0307913,0.022149,0.0081847,0.0236314,0.0223118,0.0245357,0.0195155,0.0286426,0.0432479,0.0246636,0.0294632
37,0.0268356,0.0327543,0.0188278,0.0261576,0.018695,0.032377,0.0358964,0.0301024,0.0479289,0.0142571,0.00843227,0.0412546,0.0343677,0.017602,0.0113044,0.0144708,0.0484429,0.0328064,0.0302044,0.0193277,0.0363598,0.025099,0.0193867,0.0413087,0.0459579,0.0326061,0.0232056,0.0109158,0.0308881,0.0224527,0.00741886,0.0227436,0.0206193,0.0241976,0.019595,0.0284958,0.0435077,0.024836,0.0293074
38,0.0267691,0.0327744,0.0187864,0.0261505,0.0188013,0.032462,0.0358084,0.0300266,0.0477727,0.0141763,0.00831342,0.0414593,0.034008,0.0176255,0.011473,0.0142985,0.0479199,0.0328912,0.0302206,0.0187023,0.0366303,0.0249773,0.0189422,0.0412262,0.0466967,0.0321158,0.0227139,0.00963047,0.0308306,0.0227771,0.00649143,0.0220393,0.0191053,0.0239062,0.0197557,0.0282779,0.0437239,0.0250367,0.0291273
39,0.0268298,0.0326417,0.018729,0.0261195,0.0187922,0.0325249,0.0357352,0.0300234,0.047612,0.0141133,0.00821442,0.0413332,0.0337689,0.0178166,0.0116556,0.0141577,0.0473226,0.0329921,0.0302852,0.0177356,0.0368868,0.0248231,0.0183658,0.0411315,0.0475386,0.0316339,0.0221003,0.00818186,0.0306823,0.0231302,0.00538387,0.0215925,0.0178305,0.0236426,0.0200117,0.0283122,0.0438826,0.0252812,0.0288902
40,0.0270107,0.032665,0.0186559,0.0260978,0.0189294,0.0325675,0.0356638,0.0300709,0.0474779,0.0140322,0.0082387,0.041251,0.0336466,0.0180157,0.0116972,0.0140797,0.0467363,0.0330952,0.0303703,0.0166459,0.0371428,0.0246432,0.0176872,0.0409991,0.0484398,0.0311488,0.0215183,0.00676637,0.0306331,0.0234898,0.00414371,0.0213622,0.0169318,0.0233976,0.0205228,0.0283624,0.0439923,0.0255461,0.0285596
41,0.0271331,0.0327158,0.0185903,0.0263282,0.0190227,0.0325985,0.0355493,0.0301268,0.0473691,0.0139582,0.00835689,0.041247,0.0335495,0.0182141,0.011748,0.0140144,0.0461713,0.0331693,0.0304365,0.0154967,0.0373749,0.0244047,0.0169797,0.0408159,0.0494118,0.0306698,0.0209006,0.00561104,0.0303745,0.0237309,0.00303954,0.0213332,0.0163689,0.0231226,0.0207285,0.0284331,0.0440483,0.0257971,0.0281638
42,0.0272134,0.0327347,0.0185399,0.0267935,0.0192044,0.0326078,0.0353572,0.0301695,0.0472472,0.0138717,0.00848097,0.0412479,0.0334985,0.0184426,0.0118577,0.0139593,0.0455909,0.0332128,0.0306022,0.0142251,0.0375838,0.0241341,0.0163101,0.0405661,0.0504099,0.0302476,0.0198761,0.00516397,0.0301303,0.0240027,0.00282312,0.0215222,0.0161163,0.0228208,0.0207959,0.0286128,0.0440453,0.0260528,0.02769
43,0.0274521,0.0327571,0.0185173,0.0268118,0.0191676,0.0326051,0.0350926,0.030225,0.0471612,0.0137963,0.00863523,0.0412097,0.0333453,0.0186989,0.0119957,0.0139381,0.0450361,0.0332445,0.0307549,0.0126954,0.0377576,0.023821,0.0156835,0.040248,0.0514207,0.0298934,0.0185714,0.0058608,0.0299095,0.0243096,0.00397461,0.0218808,0.0162639,0.0225022,0.0208803,0.028878,0.0440191,0.0263009,0.0271119
44,0.0277021,0.0327891,0.0185198,0.0266438,0.0192498,0.0325811,0.0348569,0.030291,0.0470221,0.0137077,0.00882985,0.0411322,0.0332261,0.019003,0.0121642,0.0139747,0.0444581,0.0332656,0.0308418,0.0109105,0.0378492,0.023466,0.0152206,0.039881,0.0524423,0.0296799,0.0167357,0.00759788,0.0297163,0.0244689,0.00586559,0.022351,0.0167945,0.022155,0.0209611,0.0290396,0.043964,0.0265411,0.0264859
45,0.0279004,0.0327743,0.0185052,0.0265853,0.0191286,0.0325184,0.0345559,0.030394,0.0468829,0.0136736,0.00903165,0.0410947,0.0332229,0.0193653,0.0123302,0.0140159,0.0438955,0.0332671,0.0309114,0.00899222,0.0379096,0.0231253,0.0148821,0.0394383,0.0534278,0.0295791,0.0144621,0.00986978,0.0295056,0.0245973,0.00802338,0.0231126,0.0174081,0.0217655,0.0210902,0.0295322,0.0438547,0.0267331,0.0258516
46,0.0280178,0.0327507,0.0184202,0.0266241,0.0190013,0.0324716,0.0341937,0.0305213,0.0467839,0.0136732,0.00919211,0.0411012,0.0332376,0.0196693,0.0124821,0.0140412,0.0434641,0.0332605,0.0309575,0.00707422,0.037919,0.0227443,0.0146114,0.038919,0.0543288,0.029507,0.0125247,0.0121288,0.0293034,0.0247541,0.0101734,0.0242273,0.0178364,0.0213592,0.0212302,0.0303284,0.043695,0.0268969,0.0252655
47,0.0281355,0.0326989,0.0182985,0.0266718,0.0189727,0.0324298,0.0337931,0.0306816,0.0466493,0.0134785,0.00926065,0.0411372,0.0331356,0.019814,0.0125804,0.0140888,0.0431377,0.0332401,0.0309563,0.00533592,0.0378245,0.0223412,0.0143712,0.0383429,0.0551671,0.0294182,0.0106744,0.0139969,0.0291255,0.0249576,0.0121448,0.0256939,0.018041,0.0210131,0.0213018,0.0304731,0.0434939,0.0270311,0.0247719
48,0.0284192,0.0326786,0.0181755,0.026698,0.0189877,0.0323489,0.0333299,0.030833,0.0465619,0.0131973,0.00923099,0.0412268,0.0331291,0.0199875,0.0126325,0.014204,0.0428864,0.03317,0.0309521,0.00417575,0.037743,0.0219364,0.0141434,0.0377415,0.0559074,0.0292948,0.00883094,0.0153119,0.0289944,0.0252027,0.0137707,0.0272867,0.0181687,0.0207496,0.021353,0.0303655,0.0432743,0.0271343,0.0243804
49,0.0286357,0.0326775,0.0180196,0.0266953,0.0188925,0.032261,0.0328289,0.0309897,0.0465503,0.0129623,0.00907026,0.0413304,0.0332319,0.0201558,0.0124773,0.0143338,0.0428148,0.033076,0.0309216,0.00403307,0.0377216,0.0216018,0.0138747,0.0371402,0.0564621,0.0291121,0.00743072,0.0160695,0.0288638,0.0253324,0.01486,0.028621,0.0181931,0.0205298,0.0215031,0.0303636,0.0430367,0.0272117,0.0241347
50,0.0287273,0.032659,0.017715,0.0266923,0.0188866,0.0321864,0.0323344,0.0311577,0.0464898,0.0127296,0.00884445,0.041472,0.0332775,0.0202574,0.0122728,0.0144671,0.0428505,0.0329776,0.0308498,0.00444189,0.0377488,0.02129,0.0135444,0.0365528,0.0567733,0.0289142,0.00728781,0.0161626,0.0288043,0.0253674,0.0153016,0.0292035,0.0182067,0.0203596,0.0216858,0.0305273,0.0427977,0.0272556,0.0240971
51,0.0289146,0.0326545,0.0173071,0.0267108,0.0190102,0.0321017,0.0319487,0.0313357,0.0463782,0.012541,0.00860457,0.0416744,0.0332383,0.0203011,0.0120387,0.0146759,0.0428925,0.032879,0.0307649,0.00512757,0.0378185,0.0210181,0.0132152,0.0360059,0.05686,0.0287435,0.00832822,0.0156052,0.0288253,0.0254666,0.0151278,0.0289632,0.0182068,0.0202228,0.0219652,0.0308225,0.042581,0.0272749,0.0242714
52,0.0290019,0.0326882,0.0168695,0.0267393,0.0190952,0.0320108,0.0316288,0.0315469,0.0463646,0.0123912,0.00834572,0.0418846,0.0331632,0.0202971,0.0118528,0.0149724,0.0429181,0.0327837,0.0306802,0.00622336,0.0379329,0.020797,0.012915,0.0355073,0.0568075,0.0286262,0.0099048,0.014638,0.0288591,0.0256231,0.0144564,0.028212,0.0181757,0.0200239,0.0223074,0.0311097,0.0423907,0.027242,0.0245763
53,0.0291102,0.0326855,0.0166003,0.0267566,0.0191039,0.0319359,0.0313453,0.0317883,0.0464596,0.0122185,0.00812284,0.0420463,0.0331583,0.0203018,0.0116348,0.0151177,0.0429331,0.0326461,0.0305977,0.00799067,0.0380951,0.020644,0.01267,0.0350864,0.0566713,0.0285141,0.0119776,0.0135245,0.0288165,0.0258136,0.0134481,0.0275408,0.0183692,0.0197692,0.0226545,0.0312937,0.0422286,0.0271652,0.0249821
54,0.0290927,0.0327086,0.0166326,0.0267482,0.0191147,0.0318712,0.0311616,0.0320541,0.0465918,0.0120245,0.00798334,0.042184,0.0331552,0.0203636,0.0114678,0.0152536,0.0430034,0.0325033,0.0305452,0.0106283,0.0383062,0.0205616,0.0124488,0.0347932,0.0565167,0.0283326,0.0145064,0.012384,0.0287417,0.0260623,0.0122641,0.0271319,0.0191146,0.0195097,0.0229948,0.0313574,0.0421366,0.0270643,0.0254401
55,0.0291249,0.0327577,0.0165219,0.0267696,0.0191958,0.0318136,0.031132,0.0323605,0.0466836,0.0117349,0.00793652,0.0422821,0.0330542,0.0204824,0.0113872,0.0154673,0.0430836,0.0323684,0.0305198,0.013038,0.038554,0.0205164,0.0121713,0.0346242,0.0565848,0.0281285,0.0167329,0.0112878,0.0286635,0.0263495,0.0109686,0.0270127,0.0202751,0.0193021,0.023267,0.0313851,0.0420851,0.0269582,0.0258857
56,0.0290785,0.032802,0.0163347,0.0268889,0.0192895,0.0317478,0.0312174,0.0327077,0.0467803,0.0114049,0.00796755,0.0423579,0.0328935,0.0206768,0.0113492,0.0157709,0.0431679,0.0322443,0.0305084,0.0145933,0.0387901,0.0204969,0.0117996,0.0346105,0.0568673,0.0279551,0.0178928,0.0104147,0.0285577,0.0265558,0.00959588,0.0272367,0.0211914,0.0191691,0.0234317,0.031325,0.0420697,0.026901,0.0262129
57,0.0291731,0.0327714,0.0159583,0.027068,0.01944,0.0316623,0.0314402,0.0331232,0.0469076,0.0112591,0.00799687,0.0425002,0.0328453,0.0208952,0.0113294,0.0160424,0.0432674,0.0321229,0.030478,0.0150492,0.0390444,0.0205145,0.0114563,0.0347325,0.0573788,0.0277043,0.0181539,0.0100846,0.0283949,0.0268058,0.00819486,0.0277221,0.0217974,0.0190876,0.0234721,0.0311907,0.0420764,0.0269129,0.0263745
